,2026-03-31,2025-12-31,2025-09-30,2024-12-31
Free Cash Flow,17696.0,-84705.0,0.0,0.0
Repayment Of Debt,-485345.0,,,
Issuance Of Debt,40027.0,,,
Issuance Of Capital Stock,118000000.0,,,
End Cash Position,50110.0,0.0,0.0,0.0
Beginning Cash Position,0.0,0.0,0.0,0.0
Changes In Cash,50110.0,,,
Financing Cash Flow,115032318.0,,,
Cash Flow From Continuing Financing Activities,115032318.0,,,
Net Other Financing Charges,-2522364.0,,,
Net Common Stock Issuance,118000000.0,,,
Common Stock Issuance,118000000.0,,,
Net Issuance Payments Of Debt,-445318.0,,,
Net Short Term Debt Issuance,-445318.0,,,
Short Term Debt Payments,-485345.0,,,
Short Term Debt Issuance,40027.0,,,
Investing Cash Flow,-114999904.0,,,
Cash Flow From Continuing Investing Activities,-114999904.0,,,
Net Other Investing Changes,-114999904.0,,,
Operating Cash Flow,17696.0,-84705.0,0.0,0.0
Cash Flow From Continuing Operating Activities,17696.0,-84705.0,0.0,0.0
Change In Working Capital,132722.0,-65292.0,43149.0,4166.0
Change In Other Working Capital,138857.0,-58297.0,-80398.0,
Change In Other Current Assets,-111327.0,,,
Change In Payables And Accrued Expense,-39856.0,-6995.0,123547.0,
Change In Accrued Expense,-39856.0,-6995.0,123547.0,
Change In Prepaid Assets,145048.0,0.0,0.0,4166.0
Other Non Cash Items,-549908.0,,,
Net Income From Continuing Operations,434882.0,-19413.0,-43149.0,-4166.0
