,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Free Cash Flow,289091000.0,291021000.0,213952000.0,165353000.0,244391000.0
Repayment Of Debt,0.0,0.0,0.0,-635717000.0,-20000.0
Capital Expenditure,-45531000.0,-36048000.0,-37518000.0,-34702000.0,-27150000.0
Income Tax Paid Supplemental Data,17172000.0,2321000.0,4022000.0,7648000.0,3658000.0
End Cash Position,426360000.0,401305000.0,540602000.0,489030000.0,1079854000.0
Beginning Cash Position,401305000.0,540602000.0,489030000.0,1079854000.0,1246983000.0
Effect Of Exchange Rate Changes,-4480000.0,1441000.0,982000.0,5642000.0,3085000.0
Changes In Cash,29535000.0,-140738000.0,50590000.0,-596466000.0,-170214000.0
Financing Cash Flow,9711000.0,30047000.0,1271000.0,-605454000.0,1653000.0
Cash Flow From Continuing Financing Activities,9711000.0,30047000.0,1271000.0,-605454000.0,1653000.0
Proceeds From Stock Option Exercised,9711000.0,30047000.0,1271000.0,30263000.0,1673000.0
Net Issuance Payments Of Debt,0.0,0.0,0.0,-635717000.0,-20000.0
Net Long Term Debt Issuance,0.0,0.0,0.0,-635717000.0,-20000.0
Long Term Debt Payments,0.0,0.0,0.0,-635717000.0,-20000.0
Investing Cash Flow,-314798000.0,-497854000.0,-202151000.0,-191067000.0,-443408000.0
Cash Flow From Continuing Investing Activities,-314798000.0,-497854000.0,-202151000.0,-191067000.0,-443408000.0
Net Investment Purchase And Sale,-258607000.0,-461106000.0,-164441000.0,-41093000.0,-414440000.0
Sale Of Investment,1046415000.0,621363000.0,631152000.0,710308000.0,555938000.0
Purchase Of Investment,-1305022000.0,-1082469000.0,-795593000.0,-751401000.0,-970378000.0
Net Business Purchase And Sale,-10660000.0,-700000.0,-192000.0,-115272000.0,-1818000.0
Purchase Of Business,-10660000.0,-700000.0,-192000.0,-115272000.0,-1818000.0
Net PPE Purchase And Sale,-11358000.0,-8892000.0,-16786000.0,-15152000.0,-8748000.0
Purchase Of PPE,-11358000.0,-8892000.0,-16786000.0,-15152000.0,-8748000.0
Capital Expenditure Reported,-34173000.0,-27156000.0,-20732000.0,-19550000.0,-18402000.0
Operating Cash Flow,334622000.0,327069000.0,251470000.0,200055000.0,271541000.0
Cash Flow From Continuing Operating Activities,334622000.0,327069000.0,251470000.0,200055000.0,271541000.0
Change In Working Capital,42632000.0,37453000.0,-19784000.0,-16490000.0,52313000.0
Change In Other Working Capital,-15898000.0,210767000.0,-25734000.0,-3215000.0,-35370000.0
Change In Other Current Assets,-522000.0,-606000.0,-162000.0,-1821000.0,-1217000.0
Change In Payables And Accrued Expense,17623000.0,32810000.0,-31331000.0,93102000.0,-5064000.0
Change In Accrued Expense,-3877000.0,20481000.0,30010000.0,-3250000.0,5648000.0
Change In Payable,21500000.0,12329000.0,-61341000.0,96352000.0,-10712000.0
Change In Account Payable,21500000.0,12329000.0,-61341000.0,96352000.0,-10712000.0
Change In Prepaid Assets,-14445000.0,-9263000.0,-13116000.0,11343000.0,-10263000.0
Change In Receivables,55874000.0,-196255000.0,50559000.0,-115899000.0,104227000.0
Changes In Account Receivables,55874000.0,-196255000.0,50559000.0,-115899000.0,104227000.0
Other Non Cash Items,30445000.0,28759000.0,27337000.0,26669000.0,25061000.0
Stock Based Compensation,196841000.0,205386000.0,200558000.0,180462000.0,164265000.0
Provisionand Write Offof Assets,4953000.0,4642000.0,3967000.0,3895000.0,4520000.0
Amortization Of Securities,-11880000.0,-12364000.0,-10855000.0,-10927000.0,-10370000.0
Depreciation Amortization Depletion,17923000.0,16631000.0,15048000.0,12822000.0,11255000.0
Depreciation And Amortization,17923000.0,16631000.0,15048000.0,12822000.0,11255000.0
Amortization Cash Flow,,,,,1100000.0
Amortization Of Intangibles,,,,,1100000.0
Depreciation,,,,,10100000.0
Operating Gains Losses,1134000.0,-5000.0,1314000.0,977000.0,-145000.0
Gain Loss On Sale Of PPE,1134000.0,-5000.0,1314000.0,977000.0,-145000.0
Net Income From Continuing Operations,52574000.0,46567000.0,33885000.0,2647000.0,24642000.0
