,2026-04-30,2026-01-31,2025-10-31,2025-07-31,2025-04-30,2025-01-31,2024-10-31
Free Cash Flow,66875000.0,24472000.0,-88916000.0,56750000.0,-13617000.0,,
Repayment Of Debt,-85500000.0,-75000000.0,-77500000.0,-593866000.0,-91575000.0,,
Issuance Of Debt,40000000.0,55500000.0,142500000.0,575238000.0,109000000.0,,
Capital Expenditure,-27800000.0,-26789000.0,-35486000.0,-45472000.0,-36601000.0,,
Interest Paid Supplemental Data,5880000.0,2443000.0,470000.0,3652000.0,4096000.0,,
Income Tax Paid Supplemental Data,,,,2293000.0,2365000.0,5557000.0,113000.0
End Cash Position,26050000.0,8571000.0,8937000.0,39643000.0,9814000.0,,
Beginning Cash Position,8571000.0,8937000.0,39643000.0,9814000.0,10346000.0,,
Changes In Cash,17479000.0,-366000.0,-30706000.0,29829000.0,-532000.0,,
Financing Cash Flow,-51114000.0,-25209000.0,56819000.0,-27076000.0,11777000.0,,
Cash Flow From Continuing Financing Activities,-51114000.0,-25209000.0,56819000.0,-27076000.0,11777000.0,,
Net Other Financing Charges,-9000.0,-31000.0,-1903000.0,-2860000.0,-49000.0,,
Cash Dividends Paid,-5605000.0,-5678000.0,-6278000.0,-5588000.0,-5599000.0,,
Common Stock Dividend Paid,-5605000.0,-5678000.0,-6278000.0,-5588000.0,-5599000.0,,
Net Issuance Payments Of Debt,-45500000.0,-19500000.0,65000000.0,-18628000.0,17425000.0,,
Net Long Term Debt Issuance,-45500000.0,-19500000.0,65000000.0,-18628000.0,17425000.0,,
Long Term Debt Payments,-85500000.0,-75000000.0,-77500000.0,-593866000.0,-91575000.0,,
Long Term Debt Issuance,40000000.0,55500000.0,142500000.0,575238000.0,109000000.0,,
Investing Cash Flow,-26082000.0,-26418000.0,-34095000.0,-45317000.0,-35293000.0,,
Cash Flow From Continuing Investing Activities,-26082000.0,-26418000.0,-34095000.0,-45317000.0,-35293000.0,,
Net Other Investing Changes,651000.0,207000.0,1321000.0,39000.0,373000.0,,
Net PPE Purchase And Sale,-26733000.0,-26625000.0,-35416000.0,-45356000.0,-35666000.0,,
Sale Of PPE,1067000.0,164000.0,70000.0,116000.0,935000.0,,
Purchase Of PPE,-27800000.0,-26789000.0,-35486000.0,-45472000.0,-36601000.0,,
Operating Cash Flow,94675000.0,51261000.0,-53430000.0,102222000.0,22984000.0,,
Cash Flow From Continuing Operating Activities,94675000.0,51261000.0,-53430000.0,102222000.0,22984000.0,,
Change In Working Capital,-1637000.0,-3880000.0,-79162000.0,25692000.0,-43605000.0,,
Change In Other Working Capital,1502000.0,826000.0,-1239000.0,-4855000.0,-1886000.0,,
Change In Other Current Liabilities,-18561000.0,-19832000.0,-17496000.0,-17465000.0,-22574000.0,,
Change In Other Current Assets,10263000.0,-7340000.0,5394000.0,11843000.0,-1394000.0,,
Change In Payables And Accrued Expense,4752000.0,-6340000.0,-37258000.0,55514000.0,-22044000.0,,
Change In Accrued Expense,,,-24856000.0,,,,-16006000.0
Change In Payable,4752000.0,-31196000.0,-12402000.0,49830000.0,-22044000.0,,
Change In Account Payable,4752000.0,-31196000.0,-12402000.0,48731000.0,-22044000.0,,
Change In Inventory,407000.0,28806000.0,-28563000.0,-11890000.0,4293000.0,,
Other Non Cash Items,15906000.0,15867000.0,15960000.0,15700000.0,15569000.0,,
Stock Based Compensation,2547000.0,1560000.0,-921000.0,3686000.0,1551000.0,,
Asset Impairment Charge,0.0,418000.0,0.0,16191000.0,718000.0,,
Depreciation Amortization Depletion,34221000.0,33704000.0,33386000.0,35043000.0,34174000.0,,
Depreciation And Amortization,34221000.0,33704000.0,33386000.0,35043000.0,34174000.0,,
Depreciation,34221000.0,33704000.0,33386000.0,35043000.0,34174000.0,,
Operating Gains Losses,827000.0,2310000.0,1929000.0,-844000.0,2003000.0,,
Gain Loss On Sale Of PPE,827000.0,2310000.0,1929000.0,2342000.0,2003000.0,,
Net Income From Continuing Operations,42811000.0,1282000.0,-24622000.0,6754000.0,12574000.0,,
