,2026-03-31,2025-03-31
Free Cash Flow,31096000.0,19907000.0
Repayment Of Debt,-857000.0,-394000.0
Capital Expenditure,-3403000.0,-19291000.0
Income Tax Paid Supplemental Data,3309000.0,4168000.0
End Cash Position,57929000.0,64075000.0
Beginning Cash Position,90913000.0,59221000.0
Effect Of Exchange Rate Changes,-1181000.0,2429000.0
Changes In Cash,-31803000.0,2425000.0
Financing Cash Flow,-63267000.0,-18357000.0
Cash Flow From Continuing Financing Activities,-63267000.0,-18357000.0
Net Other Financing Charges,-62410000.0,-17963000.0
Net Issuance Payments Of Debt,-857000.0,-394000.0
Net Long Term Debt Issuance,-857000.0,-394000.0
Long Term Debt Payments,-857000.0,-394000.0
Investing Cash Flow,-3035000.0,-18416000.0
Cash Flow From Continuing Investing Activities,-3035000.0,-18416000.0
Net Other Investing Changes,282000.0,866000.0
Net Business Purchase And Sale,-109000.0,9000.0
Sale Of Business,,9000.0
Purchase Of Business,-109000.0,
Net PPE Purchase And Sale,195000.0,0.0
Sale Of PPE,195000.0,0.0
Capital Expenditure Reported,-3403000.0,-19291000.0
Operating Cash Flow,34499000.0,39198000.0
Cash Flow From Continuing Operating Activities,34499000.0,39198000.0
Change In Working Capital,12557000.0,20835000.0
Change In Payables And Accrued Expense,12202000.0,7820000.0
Change In Accrued Expense,14211000.0,5921000.0
Change In Payable,-2009000.0,1899000.0
Change In Account Payable,-2009000.0,1899000.0
Change In Prepaid Assets,11976000.0,6159000.0
Change In Inventory,-16260000.0,-18788000.0
Change In Receivables,4639000.0,25644000.0
Changes In Account Receivables,4639000.0,25644000.0
Other Non Cash Items,-85000.0,-174000.0
Stock Based Compensation,2508000.0,417000.0
Deferred Tax,-1372000.0,-88000.0
Deferred Income Tax,-1372000.0,-88000.0
Depreciation Amortization Depletion,6572000.0,5964000.0
Depreciation And Amortization,6572000.0,5964000.0
Net Income From Continuing Operations,14319000.0,12244000.0
