,2026-03-31,2025-03-31
Free Cash Flow,-5453000.0,1204000.0
Repayment Of Debt,0.0,-1255000.0
Issuance Of Debt,0.0,390000.0
Interest Paid Supplemental Data,0.0,40000.0
End Cash Position,6369000.0,455000.0
Beginning Cash Position,4791000.0,116000.0
Changes In Cash,1578000.0,339000.0
Financing Cash Flow,7031000.0,-865000.0
Cash Flow From Continuing Financing Activities,7031000.0,-865000.0
Proceeds From Stock Option Exercised,7031000.0,0.0
Net Issuance Payments Of Debt,0.0,-865000.0
Net Long Term Debt Issuance,0.0,-865000.0
Long Term Debt Payments,0.0,-1255000.0
Long Term Debt Issuance,0.0,390000.0
Operating Cash Flow,-5453000.0,1204000.0
Cash Flow From Continuing Operating Activities,-5453000.0,1204000.0
Change In Working Capital,-1696000.0,2632000.0
Change In Other Working Capital,,112000.0
Change In Payables And Accrued Expense,-41000.0,125000.0
Change In Accrued Expense,-356000.0,264000.0
Change In Payable,315000.0,-139000.0
Change In Account Payable,315000.0,-139000.0
Change In Prepaid Assets,-1655000.0,36000.0
Change In Receivables,0.0,2359000.0
Other Non Cash Items,-49000.0,261000.0
Stock Based Compensation,46000.0,20000.0
Net Income From Continuing Operations,-3754000.0,-1709000.0
