,2026-03-31,2025-12-31,2025-06-30
Free Cash Flow,-198434.0,-74031.0,-257229.0
Issuance Of Debt,,,22644.0
End Cash Position,88640.0,287074.0,479526.0
Beginning Cash Position,287074.0,361105.0,375.0
Changes In Cash,-198434.0,-74031.0,479151.0
Financing Cash Flow,,,231886380.0
Cash Flow From Continuing Financing Activities,,,231886380.0
Net Other Financing Charges,,,-493185.0
Net Issuance Payments Of Debt,,,-120435.0
Net Short Term Debt Issuance,,,-120435.0
Short Term Debt Issuance,,,22644.0
Operating Cash Flow,-198434.0,-74031.0,-257229.0
Cash Flow From Continuing Operating Activities,-198434.0,-74031.0,-257229.0
Change In Working Capital,775314.0,2831618.0,-156730.0
Change In Payables And Accrued Expense,799032.0,2779728.0,25756.0
Change In Accrued Expense,799032.0,2779728.0,25756.0
Change In Prepaid Assets,-24541.0,51890.0,-182486.0
Other Non Cash Items,-2105061.0,-2301889.0,-987645.0
Net Income From Continuing Operations,1131313.0,-603760.0,887146.0
