,2025-12-31,2025-09-30,2024-12-31
Free Cash Flow,-535719.0,-484283.0,119646.0
Issuance Of Capital Stock,2000000.0,0.0,0.0
Interest Paid Supplemental Data,0.0,0.0,0.0
Income Tax Paid Supplemental Data,,0.0,0.0
End Cash Position,3452891.0,2272611.0,874238.0
Beginning Cash Position,2272611.0,2756894.0,754592.0
Changes In Cash,1180280.0,-484283.0,119646.0
Financing Cash Flow,1715999.0,0.0,0.0
Cash Flow From Continuing Financing Activities,1715999.0,0.0,0.0
Net Other Financing Charges,-284001.0,0.0,
Net Common Stock Issuance,2000000.0,0.0,0.0
Common Stock Issuance,2000000.0,0.0,0.0
Investing Cash Flow,0.0,0.0,0.0
Operating Cash Flow,-535719.0,-484283.0,119646.0
