,2026-03-31,2025-09-30
Free Cash Flow,-81008.0,-351137.0
Issuance Of Capital Stock,,339000000.0
End Cash Position,794400.0,1569890.0
Beginning Cash Position,875408.0,0.0
Changes In Cash,-81008.0,1569890.0
Financing Cash Flow,,346921027.0
Cash Flow From Continuing Financing Activities,,346921027.0
Net Other Financing Charges,,-78973.0
Proceeds From Stock Option Exercised,,8000000.0
Net Common Stock Issuance,,339000000.0
Common Stock Issuance,,339000000.0
Investing Cash Flow,,-345000000.0
Cash Flow From Continuing Investing Activities,,-345000000.0
Net Other Investing Changes,,-345000000.0
Operating Cash Flow,-81008.0,-351137.0
Cash Flow From Continuing Operating Activities,-81008.0,-351137.0
Change In Working Capital,99447.0,-141137.0
Change In Payables And Accrued Expense,65380.0,96884.0
Change In Accrued Expense,65380.0,96884.0
Change In Prepaid Assets,34067.0,-238021.0
Other Non Cash Items,,32780.0
Operating Gains Losses,-3074085.0,-1268066.0
Gain Loss On Investment Securities,-3074085.0,-1268066.0
Net Income From Continuing Operations,2893630.0,1025286.0
