,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,-32000000.0,136000000.0,100000000.0,-261000000.0,-27000000.0,,
Repurchase Of Capital Stock,0.0,,,-92000000.0,,,
Repayment Of Debt,-117000000.0,-80000000.0,-787000000.0,-15000000.0,-107000000.0,,
Issuance Of Debt,590000000.0,0.0,0.0,0.0,0.0,,
Capital Expenditure,-566000000.0,-538000000.0,-450000000.0,-615000000.0,-601000000.0,,
End Cash Position,1889000000.0,2837000000.0,1999000000.0,1616000000.0,1781000000.0,,
Beginning Cash Position,2837000000.0,1999000000.0,1616000000.0,1781000000.0,2282000000.0,,
Effect Of Exchange Rate Changes,-6000000.0,0.0,-1000000.0,4000000.0,3000000.0,,
Changes In Cash,-942000000.0,838000000.0,384000000.0,-169000000.0,-504000000.0,,
Financing Cash Flow,398000000.0,-107000000.0,-980000000.0,-191000000.0,-282000000.0,,
Cash Flow From Continuing Financing Activities,398000000.0,-107000000.0,-980000000.0,-191000000.0,-282000000.0,,
Net Other Financing Charges,-4000000.0,152000000.0,-21000000.0,-3000000.0,-11000000.0,,
Cash Dividends Paid,-71000000.0,-87000000.0,-81000000.0,-81000000.0,-72000000.0,,
Common Stock Dividend Paid,-71000000.0,-87000000.0,-81000000.0,-81000000.0,-72000000.0,,
Net Common Stock Issuance,0.0,-92000000.0,-91000000.0,-92000000.0,-92000000.0,,
Common Stock Payments,0.0,-92000000.0,-91000000.0,-92000000.0,-92000000.0,,
Net Issuance Payments Of Debt,473000000.0,-80000000.0,-787000000.0,-15000000.0,-107000000.0,,
Net Long Term Debt Issuance,473000000.0,-80000000.0,-787000000.0,-15000000.0,-107000000.0,,
Long Term Debt Payments,-117000000.0,-80000000.0,-787000000.0,-15000000.0,-107000000.0,,
Long Term Debt Issuance,590000000.0,0.0,0.0,0.0,0.0,,
Investing Cash Flow,-1874000000.0,271000000.0,814000000.0,-332000000.0,-796000000.0,,
Cash Flow From Continuing Investing Activities,-1874000000.0,271000000.0,814000000.0,-332000000.0,-796000000.0,,
Net Other Investing Changes,167000000.0,111000000.0,11000000.0,89000000.0,47000000.0,,
Net Investment Purchase And Sale,-583000000.0,698000000.0,1250000000.0,190000000.0,-244000000.0,,
Sale Of Investment,167000000.0,700000000.0,1350000000.0,200000000.0,0.0,,
Purchase Of Investment,-750000000.0,-2000000.0,-100000000.0,-10000000.0,-244000000.0,,
Net Business Purchase And Sale,-895000000.0,,,,0.0,,
Purchase Of Business,-895000000.0,,,,0.0,,
Net Intangibles Purchase And Sale,-17000000.0,-20000000.0,-19000000.0,-40000000.0,-14000000.0,,
Purchase Of Intangibles,-17000000.0,-20000000.0,-19000000.0,-40000000.0,-14000000.0,,
Net PPE Purchase And Sale,-546000000.0,-518000000.0,-428000000.0,-571000000.0,-585000000.0,,
Sale Of PPE,3000000.0,0.0,3000000.0,4000000.0,2000000.0,,
Purchase Of PPE,-549000000.0,-518000000.0,-431000000.0,-575000000.0,-587000000.0,,
Capital Expenditure Reported,-379000000.0,,-417000000.0,-481000000.0,-538000000.0,,-601000000.0
Operating Cash Flow,534000000.0,674000000.0,550000000.0,354000000.0,574000000.0,,
Cash Flow From Continuing Operating Activities,534000000.0,674000000.0,550000000.0,354000000.0,574000000.0,,
Change In Working Capital,-3000000.0,-19000000.0,-186000000.0,-85000000.0,147000000.0,,
Change In Other Working Capital,85000000.0,101000000.0,-62000000.0,-33000000.0,-65000000.0,,
Change In Payables And Accrued Expense,-8000000.0,-33000000.0,50000000.0,50000000.0,16000000.0,,
Change In Payable,-8000000.0,-33000000.0,50000000.0,50000000.0,16000000.0,,
Change In Account Payable,-8000000.0,-33000000.0,50000000.0,50000000.0,16000000.0,,
Change In Inventory,-3000000.0,42000000.0,98000000.0,-140000000.0,-172000000.0,,
Change In Receivables,-77000000.0,-129000000.0,-272000000.0,38000000.0,368000000.0,,
Changes In Account Receivables,-77000000.0,-129000000.0,-272000000.0,38000000.0,368000000.0,,
Other Non Cash Items,-35000000.0,53000000.0,-42000000.0,-56000000.0,-54000000.0,,
Stock Based Compensation,47000000.0,49000000.0,45000000.0,45000000.0,54000000.0,,
Asset Impairment Charge,9000000.0,69000000.0,24000000.0,133000000.0,0.0,,
Deferred Tax,-23000000.0,56000000.0,67000000.0,-71000000.0,-35000000.0,,
Deferred Income Tax,-23000000.0,56000000.0,67000000.0,-71000000.0,-35000000.0,,
Depreciation Amortization Depletion,454000000.0,480000000.0,482000000.0,464000000.0,428000000.0,,
Depreciation And Amortization,454000000.0,480000000.0,482000000.0,464000000.0,428000000.0,,
Amortization Cash Flow,28000000.0,27000000.0,74000000.0,,23000000.0,25000000.0,
Amortization Of Intangibles,28000000.0,27000000.0,74000000.0,,23000000.0,25000000.0,
Depreciation,426000000.0,453000000.0,1300000000.0,,405000000.0,426000000.0,
Operating Gains Losses,42000000.0,9000000.0,-79000000.0,19000000.0,-25000000.0,,
Gain Loss On Investment Securities,42000000.0,9000000.0,-79000000.0,19000000.0,-25000000.0,,
Net Income From Continuing Operations,43000000.0,-23000000.0,239000000.0,-95000000.0,59000000.0,,
