,2026-03-31,2025-12-31,2025-03-31,2024-12-31
Free Cash Flow,-7563000.0,-26209000.0,-18139000.0,-14278000.0
Issuance Of Debt,228000.0,3403000.0,2185000.0,2020000.0
Issuance Of Capital Stock,263599000.0,,0.0,
Capital Expenditure,-528000.0,-1275000.0,-1846000.0,-2423000.0
End Cash Position,272465000.0,16164000.0,61668000.0,77619000.0
Beginning Cash Position,16164000.0,36106000.0,77619000.0,90210000.0
Effect Of Exchange Rate Changes,-497000.0,2829000.0,-51000.0,-356000.0
Changes In Cash,256798000.0,-22771000.0,-15900000.0,-12235000.0
Financing Cash Flow,264361000.0,3438000.0,2239000.0,2043000.0
Cash Flow From Continuing Financing Activities,264361000.0,3438000.0,2239000.0,2043000.0
Proceeds From Stock Option Exercised,534000.0,35000.0,54000.0,23000.0
Net Common Stock Issuance,263599000.0,,0.0,
Common Stock Issuance,263599000.0,,0.0,
Net Issuance Payments Of Debt,228000.0,3403000.0,2185000.0,2020000.0
Net Long Term Debt Issuance,228000.0,3403000.0,2185000.0,2020000.0
Long Term Debt Issuance,228000.0,3403000.0,2185000.0,2020000.0
Investing Cash Flow,-528000.0,-1275000.0,-1846000.0,-2423000.0
Cash Flow From Continuing Investing Activities,-528000.0,-1275000.0,-1846000.0,-2423000.0
Net Intangibles Purchase And Sale,-215000.0,-635000.0,-583000.0,-449000.0
Purchase Of Intangibles,-215000.0,-635000.0,-583000.0,-449000.0
Net PPE Purchase And Sale,-313000.0,-640000.0,-1263000.0,-1974000.0
Purchase Of PPE,-313000.0,-640000.0,-1263000.0,-1974000.0
Operating Cash Flow,-7035000.0,-24934000.0,-16293000.0,-11855000.0
Cash Flow From Continuing Operating Activities,-7035000.0,-24934000.0,-16293000.0,-11855000.0
Change In Working Capital,12037000.0,-6268000.0,-6590000.0,-3513000.0
Change In Other Working Capital,4912000.0,-482000.0,54000.0,100000.0
Change In Other Current Liabilities,-289000.0,-288000.0,-255000.0,-218000.0
Change In Payables And Accrued Expense,1300000.0,-2187000.0,-2722000.0,2796000.0
Change In Accrued Expense,836000.0,-2179000.0,-1862000.0,1509000.0
Change In Payable,464000.0,-8000.0,-860000.0,1287000.0
Change In Account Payable,464000.0,-8000.0,-860000.0,1287000.0
Change In Prepaid Assets,-1797000.0,3479000.0,-532000.0,-2482000.0
Change In Inventory,2144000.0,863000.0,-3042000.0,-3130000.0
Change In Receivables,5767000.0,-7653000.0,-93000.0,-579000.0
Changes In Account Receivables,5767000.0,-7653000.0,-93000.0,-579000.0
Other Non Cash Items,282000.0,437000.0,209000.0,247000.0
Stock Based Compensation,1408000.0,1258000.0,811000.0,824000.0
Depreciation Amortization Depletion,1780000.0,1832000.0,1495000.0,1427000.0
Depreciation And Amortization,1780000.0,1832000.0,1495000.0,1427000.0
Amortization Cash Flow,,442000.0,,329000.0
Amortization Of Intangibles,,442000.0,,329000.0
Depreciation,1780000.0,1390000.0,1495000.0,1098000.0
Operating Gains Losses,-1938000.0,831000.0,-13000.0,10000.0
Gain Loss On Investment Securities,-1938000.0,831000.0,-13000.0,10000.0
Net Income From Continuing Operations,-20604000.0,-23024000.0,-12205000.0,-10850000.0
