,2026-03-31,2025-06-30,2025-03-31
Free Cash Flow,-9146000.0,-4492634.0,-2944000.0
Repayment Of Debt,-9000.0,-47019.0,-40000.0
Issuance Of Debt,0.0,0.0,10985000.0
Capital Expenditure,-53000.0,-367487.0,-184000.0
Interest Paid Supplemental Data,,0.0,0.0
End Cash Position,76946000.0,32383312.0,11318000.0
Beginning Cash Position,97164000.0,11318000.0,3022000.0
Effect Of Exchange Rate Changes,232000.0,-192030.0,295000.0
Changes In Cash,-20450000.0,21257547.0,8001000.0
Financing Cash Flow,149000.0,25750181.0,10945000.0
Cash Flow From Continuing Financing Activities,149000.0,25750181.0,10945000.0
Proceeds From Stock Option Exercised,158000.0,,0.0
Net Issuance Payments Of Debt,-9000.0,-47019.0,10945000.0
Net Long Term Debt Issuance,-9000.0,-47019.0,10945000.0
Long Term Debt Payments,-9000.0,-47019.0,-40000.0
Long Term Debt Issuance,0.0,0.0,10985000.0
Investing Cash Flow,-11506000.0,-367487.0,-184000.0
Cash Flow From Continuing Investing Activities,-11506000.0,-367487.0,-184000.0
Net Investment Purchase And Sale,-11453000.0,,0.0
Sale Of Investment,61693000.0,,0.0
Purchase Of Investment,-73146000.0,,0.0
Net Intangibles Purchase And Sale,0.0,-4743.0,-21000.0
Purchase Of Intangibles,0.0,-4743.0,-21000.0
Net PPE Purchase And Sale,-53000.0,-362744.0,-163000.0
Purchase Of PPE,-53000.0,-362744.0,-163000.0
Operating Cash Flow,-9093000.0,-4125147.0,-2760000.0
Cash Flow From Continuing Operating Activities,-9093000.0,-4125147.0,-2760000.0
Change In Working Capital,-1078000.0,1141105.0,2648000.0
Change In Other Current Liabilities,-197000.0,-30719.0,-31000.0
Change In Payables And Accrued Expense,-908000.0,1289293.0,2829000.0
Change In Accrued Expense,0.0,576969.0,806000.0
Change In Interest Payable,0.0,576969.0,806000.0
Change In Payable,-908000.0,712324.0,2023000.0
Change In Account Payable,-908000.0,712324.0,2023000.0
Change In Prepaid Assets,27000.0,-117469.0,-150000.0
Other Non Cash Items,44000.0,772930.0,579000.0
Stock Based Compensation,2761000.0,213863.0,180000.0
Depreciation Amortization Depletion,61000.0,197737.0,181000.0
Depreciation And Amortization,61000.0,197737.0,181000.0
Operating Gains Losses,-378000.0,-201762.0,-96000.0
Net Foreign Currency Exchange Gain Loss,-378000.0,-201762.0,-96000.0
Net Income From Continuing Operations,-10503000.0,-6249020.0,-6252000.0
