,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,-23271197903.0,-1212574960.0,18380632626.0,41543205162.0,-15275899509.0,,
Repayment Of Debt,-223631752037.0,3354503551821.0,-319815845622.0,-2043439494873.0,-1830569257565.0,,
Issuance Of Debt,264957418156.0,-3358145359608.0,317330082578.0,1979433883774.0,1830176514632.0,,
Capital Expenditure,-540748951.0,-267618347.0,-350939680.0,-98311764.0,-128295601.0,,
End Cash Position,50272184234.0,42062936755.0,43450287879.0,37827888583.0,47176452213.0,,
Beginning Cash Position,42062936755.0,43450287879.0,37827888583.0,47176452213.0,79358996566.0,,
Changes In Cash,8209247479.0,-1387351124.0,5622399296.0,-9348563630.0,-32182544353.0,,
Financing Cash Flow,31480445382.0,-667313664.0,-12756630830.0,-50489048792.0,-17304787344.0,,
Net Other Financing Charges,-9601253202.0,3091472278.0,-6390279101.0,13506414382.0,-16145814074.0,,
Net Issuance Payments Of Debt,41325666119.0,-3641807787.0,-2485763044.0,-64005611099.0,-392742933.0,,
Net Short Term Debt Issuance,41532281697.0,-3350436657.0,-2355375475.0,-63872021785.0,-251013801.0,,
Short Term Debt Payments,-223425136459.0,3354794922951.0,-319685458053.0,-2043305905559.0,-1830427528433.0,,
Short Term Debt Issuance,264957418156.0,-3358145359608.0,317330082578.0,1979433883774.0,1830176514632.0,,
Net Long Term Debt Issuance,-206615578.0,-291371130.0,-130387569.0,-133589314.0,-141729132.0,,
Long Term Debt Payments,-206615578.0,-291371130.0,-130387569.0,-133589314.0,-141729132.0,,
Investing Cash Flow,-540748951.0,224919153.0,-352542180.0,-501031764.0,269846899.0,,
Net Investment Purchase And Sale,0.0,-362462500.0,-1602500.0,-2720000.0,-1857500.0,,
Purchase Of Investment,0.0,,,-2720000.0,-1857500.0,,
Net Business Purchase And Sale,0.0,360000000.0,0.0,-400000000.0,400000000.0,,
Sale Of Business,0.0,0.0,0.0,0.0,400000000.0,,
Purchase Of Business,,360000000.0,0.0,,,0.0,
Net PPE Purchase And Sale,-540748951.0,227381653.0,-350939680.0,-98311764.0,-128295601.0,,
Sale Of PPE,,495000000.0,,,,371513145.0,285094927.0
Purchase Of PPE,-540748951.0,-267618347.0,-350939680.0,-98311764.0,-128295601.0,,
Cash Flowsfromusedin Operating Activities Direct,-22730448952.0,-944956613.0,18731572306.0,41641516926.0,-15147603908.0,,
Taxes Refund Paid Direct,-3860827382.0,-4875064724.0,-1751650443.0,-766565020.0,-1372738300.0,,
Interest Received Direct,4965907546.0,1243412649.0,1345069286.0,1409574960.0,1690086400.0,,
Interest Paid Direct,-674442548.0,-248955026.0,-699312179.0,-838951670.0,-760858115.0,,
Classesof Cash Payments,-734862025627.0,-886088770667.0,-850430801364.0,-834095538586.0,-863802020361.0,,
Other Cash Paymentsfrom Operating Activities,-12827540245.0,-72288368456.0,-7776755499.0,-9399393907.0,-4985280751.0,,
Paymentson Behalfof Employees,-12580763206.0,42300296778.0,-23821909422.0,-22394992403.0,-27949274136.0,,
Paymentsto Suppliersfor Goodsand Services,-709453722176.0,-856100698989.0,-818832136443.0,-802301152276.0,-830867465474.0,,
Classesof Cash Receiptsfrom Operating Activities,711700939059.0,889024421155.0,870268267006.0,875932997242.0,849097926468.0,,
Receiptsfrom Customers,711700939059.0,889024421155.0,870268267006.0,875932997242.0,849097926468.0,,
