,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,31500000.0,34100000.0,44100000.0,13100000.0,22100000.0,,
Repurchase Of Capital Stock,-66000000.0,-50700000.0,-19200000.0,-300000.0,0.0,,
Repayment Of Debt,,,,,,-2000000.0,0.0
Issuance Of Debt,8000000.0,1100000.0,-5400000.0,4400000.0,4300000.0,,
Capital Expenditure,-4200000.0,-4800000.0,-4400000.0,-4400000.0,-4600000.0,,
Interest Paid Supplemental Data,300000.0,100000.0,0.0,100000.0,100000.0,,
Income Tax Paid Supplemental Data,100000.0,600000.0,100000.0,11500000.0,2900000.0,,
End Cash Position,56300000.0,98300000.0,120600000.0,105300000.0,92200000.0,,
Beginning Cash Position,98300000.0,120600000.0,105300000.0,92200000.0,66300000.0,,
Effect Of Exchange Rate Changes,-100000.0,100000.0,-200000.0,-100000.0,0.0,,
Changes In Cash,-41900000.0,-22400000.0,15500000.0,13200000.0,25900000.0,,
Financing Cash Flow,-57900000.0,-48400000.0,-26600000.0,5100000.0,3800000.0,,
Cash Flow From Continuing Financing Activities,-57900000.0,-48400000.0,-26600000.0,5100000.0,3800000.0,,
Net Other Financing Charges,-200000.0,-300000.0,-2400000.0,-300000.0,-500000.0,,
Proceeds From Stock Option Exercised,300000.0,1500000.0,400000.0,1300000.0,0.0,,
Net Common Stock Issuance,-66000000.0,-50700000.0,-19200000.0,-300000.0,0.0,,
Common Stock Payments,-66000000.0,-50700000.0,-19200000.0,-300000.0,0.0,,
Net Issuance Payments Of Debt,8000000.0,1100000.0,-5400000.0,4400000.0,4300000.0,,
Net Short Term Debt Issuance,8000000.0,-3300000.0,-5400000.0,,,,
Short Term Debt Issuance,8000000.0,-3300000.0,-5400000.0,,,,
Net Long Term Debt Issuance,,,,4400000.0,4300000.0,-2000000.0,0.0
Long Term Debt Payments,,,,,,-2000000.0,0.0
Long Term Debt Issuance,,,,4400000.0,4300000.0,0.0,0.0
Investing Cash Flow,-19700000.0,-12900000.0,-6400000.0,-9400000.0,-4600000.0,,
Cash Flow From Continuing Investing Activities,-19700000.0,-12900000.0,-6400000.0,-9400000.0,-4600000.0,,
Net Investment Purchase And Sale,300000.0,0.0,-2000000.0,0.0,0.0,,
Sale Of Investment,2300000.0,,,,0.0,,
Purchase Of Investment,-2000000.0,0.0,-2000000.0,0.0,0.0,,
Net Business Purchase And Sale,-15800000.0,-8100000.0,0.0,-5000000.0,0.0,,
Purchase Of Business,-15800000.0,-8100000.0,0.0,-5000000.0,0.0,,
Net PPE Purchase And Sale,-400000.0,-300000.0,-100000.0,-700000.0,-200000.0,,
Purchase Of PPE,-400000.0,-300000.0,-100000.0,-700000.0,-200000.0,,
Capital Expenditure Reported,-3800000.0,-4500000.0,-4300000.0,-3700000.0,-4400000.0,,
Operating Cash Flow,35700000.0,38900000.0,48500000.0,17500000.0,26700000.0,,
Cash Flow From Continuing Operating Activities,35700000.0,38900000.0,48500000.0,17500000.0,26700000.0,,
Change In Working Capital,-7400000.0,3300000.0,-12000000.0,-9600000.0,6200000.0,,
Change In Other Current Liabilities,-100000.0,-200000.0,-400000.0,-500000.0,-800000.0,,
Change In Payables And Accrued Expense,-2800000.0,-5000000.0,9900000.0,-25300000.0,26600000.0,,
Change In Accrued Expense,-700000.0,3400000.0,8000000.0,-12900000.0,11300000.0,,
Change In Payable,-2100000.0,-8400000.0,1900000.0,-12400000.0,15300000.0,,
Change In Account Payable,-2100000.0,-8400000.0,1900000.0,-12400000.0,15300000.0,,
Change In Prepaid Assets,5200000.0,-1800000.0,-2500000.0,-1700000.0,3500000.0,,
Change In Receivables,-9700000.0,10300000.0,-19000000.0,17900000.0,-23100000.0,,
Changes In Account Receivables,-1600000.0,11200000.0,-24400000.0,22500000.0,-18700000.0,,
Other Non Cash Items,600000.0,600000.0,1000000.0,1100000.0,1300000.0,,
Stock Based Compensation,7000000.0,7000000.0,6700000.0,8200000.0,6700000.0,,
Deferred Tax,5400000.0,4500000.0,14900000.0,-3100000.0,-300000.0,,
Deferred Income Tax,5400000.0,4500000.0,14900000.0,-3100000.0,-300000.0,,
Depreciation Amortization Depletion,9700000.0,9500000.0,11600000.0,12700000.0,12600000.0,,
Depreciation And Amortization,9700000.0,9500000.0,11600000.0,12700000.0,12600000.0,,
Net Income From Continuing Operations,20400000.0,14000000.0,26300000.0,8200000.0,200000.0,,
