,2026-03-31,2025-12-31
Free Cash Flow,-416177.0,0.0
Repayment Of Debt,-128912.0,
Issuance Of Debt,,25000.0
Issuance Of Capital Stock,175750000.0,
End Cash Position,2367866.0,25000.0
Beginning Cash Position,25000.0,0.0
Changes In Cash,2342866.0,25000.0
Financing Cash Flow,175259043.0,25000.0
Cash Flow From Continuing Financing Activities,175259043.0,25000.0
Net Other Financing Charges,-362045.0,
Net Common Stock Issuance,175750000.0,
Common Stock Issuance,175750000.0,
Net Issuance Payments Of Debt,-128912.0,25000.0
Net Short Term Debt Issuance,-128912.0,25000.0
Short Term Debt Payments,-128912.0,
Short Term Debt Issuance,,25000.0
Investing Cash Flow,-172500000.0,
Cash Flow From Continuing Investing Activities,-172500000.0,
Net Other Investing Changes,-172500000.0,
Operating Cash Flow,-416177.0,0.0
Cash Flow From Continuing Operating Activities,-416177.0,0.0
Change In Working Capital,-189024.0,7166.0
Change In Other Working Capital,-221290.0,
Change In Payables And Accrued Expense,100140.0,7166.0
Change In Accrued Expense,,7166.0
Change In Payable,100140.0,
Change In Account Payable,104053.0,
Change In Prepaid Assets,-67874.0,
Other Non Cash Items,-1068126.0,44316.0
Net Income From Continuing Operations,840973.0,-51482.0
