,2026-03-31,2025-09-30,2025-06-30,2025-03-31
Free Cash Flow,-200820.0,-158448.0,-405651.0,0.0
End Cash Position,353152.0,762861.0,921309.0,0.0
Beginning Cash Position,553972.0,921309.0,0.0,0.0
Changes In Cash,-200820.0,,,
Operating Cash Flow,-200820.0,-158448.0,-405651.0,0.0
Cash Flow From Continuing Operating Activities,-200820.0,-158448.0,-405651.0,0.0
Change In Working Capital,25738.0,105418.0,-197503.0,5644.0
Change In Payables And Accrued Expense,58491.0,46328.0,18253.0,420.0
Change In Accrued Expense,58491.0,46328.0,18253.0,420.0
Change In Prepaid Assets,-32753.0,59090.0,-215756.0,5224.0
Other Non Cash Items,-2718367.0,-3220910.0,-1382778.0,38300.0
Net Income From Continuing Operations,2491809.0,2957044.0,1174630.0,-43944.0
