,2026-03-31,2025-03-31
Free Cash Flow,-21125000.0,-14050000.0
Issuance Of Debt,56500000.0,0.0
Issuance Of Capital Stock,1803000.0,243000.0
Capital Expenditure,-778000.0,-982000.0
Interest Paid Supplemental Data,156000.0,3000.0
End Cash Position,69493000.0,36003000.0
Beginning Cash Position,34909000.0,31677000.0
Effect Of Exchange Rate Changes,-52000.0,133000.0
Changes In Cash,34636000.0,4193000.0
Financing Cash Flow,55761000.0,243000.0
Cash Flow From Continuing Financing Activities,55761000.0,243000.0
Net Other Financing Charges,-2542000.0,
Net Common Stock Issuance,1803000.0,243000.0
Common Stock Issuance,1803000.0,243000.0
Net Issuance Payments Of Debt,56500000.0,0.0
Net Long Term Debt Issuance,56500000.0,0.0
Long Term Debt Issuance,56500000.0,0.0
Investing Cash Flow,-778000.0,17018000.0
Cash Flow From Continuing Investing Activities,-778000.0,17018000.0
Net Investment Purchase And Sale,0.0,18000000.0
Sale Of Investment,0.0,18000000.0
Net PPE Purchase And Sale,-600000.0,-554000.0
Purchase Of PPE,-600000.0,-554000.0
Capital Expenditure Reported,-178000.0,-428000.0
Operating Cash Flow,-20347000.0,-13068000.0
Cash Flow From Continuing Operating Activities,-20347000.0,-13068000.0
Change In Working Capital,-11388000.0,-7062000.0
Change In Other Current Liabilities,-1087000.0,-463000.0
Change In Other Current Assets,-327000.0,268000.0
Change In Payables And Accrued Expense,105000.0,-4450000.0
Change In Accrued Expense,-1234000.0,-5028000.0
Change In Payable,1339000.0,578000.0
Change In Account Payable,1339000.0,578000.0
Change In Prepaid Assets,-1960000.0,191000.0
Change In Inventory,-1265000.0,-2357000.0
Change In Receivables,-6854000.0,-251000.0
Changes In Account Receivables,-6854000.0,-533000.0
Other Non Cash Items,889000.0,507000.0
Stock Based Compensation,1467000.0,619000.0
Unrealized Gain Loss On Investment Securities,8594000.0,0.0
Amortization Of Securities,0.0,-208000.0
Depreciation Amortization Depletion,1167000.0,888000.0
Depreciation And Amortization,1167000.0,888000.0
Operating Gains Losses,249000.0,-153000.0
Gain Loss On Investment Securities,84000.0,-19000.0
Net Foreign Currency Exchange Gain Loss,165000.0,-134000.0
Net Income From Continuing Operations,-21325000.0,-7659000.0
