,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,342043000.0,91891000.0,136612000.0,163688000.0,126147000.0,,
Repurchase Of Capital Stock,-159450000.0,-79794000.0,147000.0,-13491000.0,-84340000.0,,
Repayment Of Debt,0.0,-304400000.0,-54375000.0,-116375000.0,-148375000.0,,
Issuance Of Debt,0.0,2202525000.0,50000000.0,112000000.0,144000000.0,,
Issuance Of Capital Stock,,,0.0,0.0,0.0,0.0,5202000.0
Capital Expenditure,-56715000.0,-86837000.0,-62467000.0,-37094000.0,-30711000.0,,
Interest Paid Supplemental Data,30420000.0,13346000.0,3904000.0,4065000.0,4117000.0,,
Income Tax Paid Supplemental Data,40010000.0,23020000.0,31149000.0,32375000.0,16286000.0,,
End Cash Position,1625784000.0,1466814000.0,966220000.0,837720000.0,686720000.0,,
Beginning Cash Position,1466814000.0,966220000.0,837720000.0,686720000.0,642402000.0,,
Effect Of Exchange Rate Changes,-225000.0,-187000.0,289000.0,1640000.0,1165000.0,,
Changes In Cash,159195000.0,500781000.0,128211000.0,149360000.0,43153000.0,,
Financing Cash Flow,-181810000.0,1755913000.0,-8224000.0,-18758000.0,-118027000.0,,
Cash Flow From Continuing Financing Activities,-181810000.0,1755913000.0,-8224000.0,-18758000.0,-118027000.0,,
Net Other Financing Charges,-22360000.0,-62418000.0,-3996000.0,-892000.0,-29312000.0,,
Net Common Stock Issuance,-159450000.0,-79794000.0,147000.0,-13491000.0,-84340000.0,,
Common Stock Payments,-159450000.0,-79794000.0,147000.0,-13491000.0,-84340000.0,,
Common Stock Issuance,,,0.0,0.0,0.0,0.0,5202000.0
Net Issuance Payments Of Debt,0.0,1898125000.0,-4375000.0,-4375000.0,-4375000.0,,
Net Short Term Debt Issuance,,0.0,,,,0.0,
Short Term Debt Payments,,-2525000.0,,,,-256700000.0,
Short Term Debt Issuance,,2525000.0,,,,256700000.0,
Net Long Term Debt Issuance,0.0,1898125000.0,-4375000.0,-4375000.0,-4375000.0,,
Long Term Debt Payments,0.0,-304400000.0,508325000.0,-116375000.0,-148375000.0,,
Long Term Debt Issuance,0.0,2202525000.0,,112000000.0,144000000.0,256700000.0,
Investing Cash Flow,-57753000.0,-1433860000.0,-62644000.0,-32664000.0,4322000.0,,
Cash Flow From Continuing Investing Activities,-57753000.0,-1433860000.0,-62644000.0,-32664000.0,4322000.0,,
Net Other Investing Changes,94000.0,68000.0,,,364000.0,-136000.0,
Net Investment Purchase And Sale,0.0,8710000.0,-340000.0,-60000.0,34669000.0,,
Sale Of Investment,0.0,8710000.0,0.0,0.0,49309000.0,,
Purchase Of Investment,,,-340000.0,-60000.0,,,
Net Business Purchase And Sale,-1132000.0,-1355801000.0,,,0.0,0.0,
Purchase Of Business,-1132000.0,-1355801000.0,,,0.0,0.0,
Net PPE Purchase And Sale,-56715000.0,-86837000.0,-62304000.0,-32376000.0,-30711000.0,,
Sale Of PPE,,,163000.0,,,,
Purchase Of PPE,-56715000.0,-86837000.0,-62467000.0,-37094000.0,-30711000.0,,
Operating Cash Flow,398758000.0,178728000.0,199079000.0,200782000.0,156858000.0,,
Cash Flow From Continuing Operating Activities,398758000.0,178728000.0,199079000.0,200782000.0,156858000.0,,
Change In Working Capital,120223000.0,20648000.0,120444000.0,84298000.0,44214000.0,,
Change In Other Working Capital,-19216000.0,-67429000.0,353330000.0,81161000.0,204341000.0,,
Change In Payables And Accrued Expense,-138874000.0,-102301000.0,202531000.0,84397000.0,-21089000.0,,
Change In Accrued Expense,-269824000.0,-18075000.0,75901000.0,16176000.0,20056000.0,,
Change In Payable,130950000.0,-84226000.0,126630000.0,68221000.0,-41145000.0,,
Change In Account Payable,130950000.0,-84226000.0,126630000.0,68221000.0,-41145000.0,,
Change In Prepaid Assets,-122740000.0,-23831000.0,-2647000.0,-19493000.0,9372000.0,,
Change In Inventory,26713000.0,179406000.0,-397941000.0,-39732000.0,-120813000.0,,
Change In Receivables,374340000.0,34803000.0,-34829000.0,-22035000.0,-27597000.0,,
Changes In Account Receivables,416578000.0,39766000.0,-20593000.0,5043000.0,-29601000.0,,
Other Non Cash Items,59941000.0,51116000.0,-422000.0,-4701000.0,-1067000.0,,
Stock Based Compensation,24066000.0,23619000.0,16233000.0,16081000.0,15790000.0,,
Deferred Tax,49628000.0,-3231000.0,-18802000.0,2456000.0,-802000.0,,
Deferred Income Tax,49628000.0,-3231000.0,-18802000.0,2456000.0,-802000.0,,
Depreciation Amortization Depletion,47085000.0,39531000.0,29653000.0,29760000.0,28208000.0,,
Depreciation And Amortization,47085000.0,39531000.0,29653000.0,29760000.0,28208000.0,,
Depreciation,,39531000.0,,29760000.0,28208000.0,31845000.0,
Operating Gains Losses,0.0,-4710000.0,,,,,
Gain Loss On Investment Securities,0.0,-4710000.0,,,,,
Net Income From Continuing Operations,97815000.0,51755000.0,51973000.0,72888000.0,70515000.0,,
