,2026-03-31,2025-12-31
Free Cash Flow,-295209.0,-20919.0
Repayment Of Debt,-141000.0,
Issuance Of Debt,105000.0,36000.0
Issuance Of Capital Stock,250250000.0,25000.0
End Cash Position,903352.0,4347.0
Beginning Cash Position,4347.0,0.0
Changes In Cash,899005.0,4347.0
Financing Cash Flow,249694214.0,25266.0
Cash Flow From Continuing Financing Activities,249694214.0,25266.0
Net Other Financing Charges,-519786.0,-35734.0
Net Common Stock Issuance,250250000.0,25000.0
Common Stock Issuance,250250000.0,25000.0
Net Issuance Payments Of Debt,-36000.0,36000.0
Net Short Term Debt Issuance,105000.0,36000.0
Short Term Debt Issuance,105000.0,36000.0
Net Long Term Debt Issuance,-141000.0,
Long Term Debt Payments,-141000.0,
Investing Cash Flow,-248500000.0,
Cash Flow From Continuing Investing Activities,-248500000.0,
Net Other Investing Changes,-248500000.0,
Operating Cash Flow,-295209.0,-20919.0
Cash Flow From Continuing Operating Activities,-295209.0,-20919.0
Change In Working Capital,-4260.0,32031.0
Change In Payables And Accrued Expense,198422.0,32031.0
Change In Accrued Expense,198422.0,32031.0
Change In Prepaid Assets,-202682.0,
Other Non Cash Items,-796894.0,
Stock Based Compensation,82535.0,
Net Income From Continuing Operations,423410.0,-52950.0
