,2026-04-30,2026-01-31,2025-10-31,2025-07-31,2025-04-30,2025-01-31,2024-10-31
Free Cash Flow,-9456000.0,-14763000.0,-2979000.0,-6107000.0,6533000.0,,
Repurchase Of Capital Stock,,,,,,-1224000.0,
Repayment Of Debt,-26701000.0,-20874000.0,-42329000.0,-35233000.0,-37854000.0,,
Issuance Of Debt,31173000.0,38040000.0,51224000.0,42788000.0,35024000.0,,
Capital Expenditure,-4989000.0,-3024000.0,-3921000.0,-3140000.0,-2395000.0,,
Interest Paid Supplemental Data,567000.0,721000.0,553000.0,238000.0,261000.0,,
Income Tax Paid Supplemental Data,187000.0,0.0,13000.0,0.0,694000.0,,
End Cash Position,891000.0,1267000.0,1509000.0,2111000.0,2083000.0,,
Beginning Cash Position,1267000.0,1509000.0,2111000.0,2083000.0,1133000.0,,
Effect Of Exchange Rate Changes,246000.0,-355000.0,1000.0,9000.0,21000.0,,
Changes In Cash,-622000.0,113000.0,-603000.0,19000.0,929000.0,,
Financing Cash Flow,3855000.0,15257000.0,6945000.0,6337000.0,-4985000.0,,
Cash Flow From Continuing Financing Activities,3855000.0,15257000.0,6945000.0,6337000.0,-4985000.0,,
Net Other Financing Charges,-617000.0,-426000.0,-471000.0,261000.0,-676000.0,,
Cash Dividends Paid,0.0,-1483000.0,-1479000.0,-1479000.0,-1479000.0,,
Preferred Stock Dividend Paid,0.0,-125000.0,-125000.0,-125000.0,-126000.0,,
Common Stock Dividend Paid,0.0,-1358000.0,-1354000.0,-1354000.0,-1353000.0,,
Net Common Stock Issuance,,,,,,-1224000.0,
Common Stock Payments,,,,,,-1224000.0,
Net Issuance Payments Of Debt,4472000.0,17166000.0,8895000.0,7555000.0,-2830000.0,,
Net Long Term Debt Issuance,4472000.0,17166000.0,8895000.0,7555000.0,-2830000.0,,
Long Term Debt Payments,-26701000.0,-20874000.0,-42329000.0,-35233000.0,-37854000.0,,
Long Term Debt Issuance,31173000.0,38040000.0,51224000.0,42788000.0,35024000.0,,
Investing Cash Flow,-10000.0,-3405000.0,-8490000.0,-3351000.0,-3014000.0,,
Cash Flow From Continuing Investing Activities,-10000.0,-3405000.0,-8490000.0,-3351000.0,-3014000.0,,
Net Other Investing Changes,6292000.0,13000.0,7000.0,232000.0,78000.0,,
Dividends Received Cfi,82000.0,20000.0,0.0,297000.0,0.0,,
Net Investment Purchase And Sale,-29000.0,-31000.0,-7000.0,-464000.0,-34000.0,,
Purchase Of Investment,-29000.0,-31000.0,-7000.0,-464000.0,-34000.0,,
Net Investment Properties Purchase And Sale,,,,,,,0.0
Sale Of Investment Properties,,,,,,,0.0
Net Business Purchase And Sale,-1366000.0,-383000.0,-4569000.0,-276000.0,-1803000.0,,
Purchase Of Business,-1366000.0,-383000.0,-4569000.0,-276000.0,-1803000.0,,
Net Intangibles Purchase And Sale,0.0,0.0,0.0,0.0,1140000.0,,
Sale Of Intangibles,0.0,0.0,0.0,0.0,1140000.0,,
Capital Expenditure Reported,-4989000.0,-3024000.0,-3921000.0,-3140000.0,-2395000.0,,
Operating Cash Flow,-4467000.0,-11739000.0,942000.0,-2967000.0,8928000.0,,
Cash Flow From Continuing Operating Activities,-4467000.0,-11739000.0,942000.0,-2967000.0,8928000.0,,
Change In Working Capital,-2407000.0,-2229000.0,10878000.0,-5719000.0,-765000.0,,
Change In Other Current Liabilities,-193000.0,-293000.0,1052000.0,313000.0,-114000.0,,
Change In Other Current Assets,-324000.0,-193000.0,599000.0,-1107000.0,-121000.0,,
Change In Payables And Accrued Expense,1124000.0,-8855000.0,4453000.0,-2074000.0,-147000.0,,
Change In Accrued Expense,-1686000.0,-2794000.0,2893000.0,-389000.0,-2353000.0,,
Change In Payable,2810000.0,-6061000.0,1560000.0,-1685000.0,2206000.0,,
Change In Account Payable,,,1520000.0,-1685000.0,,,-2675000.0
Change In Tax Payable,,,40000.0,0.0,,,3591000.0
Change In Income Tax Payable,,,40000.0,0.0,,,3591000.0
Change In Prepaid Assets,-2310000.0,1959000.0,-529000.0,1053000.0,-533000.0,,
Change In Receivables,-704000.0,5153000.0,5303000.0,-3904000.0,150000.0,,
Other Non Cash Items,5987000.0,100000.0,-968000.0,501000.0,478000.0,,
Stock Based Compensation,302000.0,344000.0,832000.0,762000.0,551000.0,,
Asset Impairment Charge,,,0.0,0.0,,,0.0
Deferred Tax,-5571000.0,-2696000.0,-2782000.0,182000.0,301000.0,,
Deferred Income Tax,-5571000.0,-2696000.0,-2782000.0,182000.0,301000.0,,
Depreciation Amortization Depletion,2014000.0,2158000.0,2602000.0,2482000.0,2109000.0,,
Depreciation And Amortization,2014000.0,2158000.0,2602000.0,2482000.0,2109000.0,,
Operating Gains Losses,8208000.0,-103000.0,-616000.0,-259000.0,9619000.0,,
Earnings Losses From Equity Investments,387000.0,-176000.0,69000.0,-274000.0,-491000.0,,
Gain Loss On Investment Securities,,,-2852000.0,0.0,,,0.0
Gain Loss On Sale Of PPE,0.0,0.0,,0.0,0.0,-1488000.0,
Net Income From Continuing Operations,-22324000.0,-9313000.0,-9004000.0,-916000.0,-3365000.0,,
