,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,-455000000.0,675000000.0,2100000.0,323500000.0,-260400000.0,,
Repayment Of Debt,-31500000.0,21300000.0,-90500000.0,-70500000.0,-297000000.0,,
Issuance Of Debt,187200000.0,-424600000.0,-36400000.0,-13200000.0,531200000.0,,
Capital Expenditure,-44600000.0,-88600000.0,-68900000.0,-42200000.0,-48200000.0,,
End Cash Position,514900000.0,861800000.0,884100000.0,783900000.0,562600000.0,,
Beginning Cash Position,861800000.0,884100000.0,783900000.0,562600000.0,612700000.0,,
Effect Of Exchange Rate Changes,-1000000.0,100000.0,-9300000.0,19500000.0,8200000.0,,
Changes In Cash,-345900000.0,-22400000.0,109500000.0,201800000.0,-58300000.0,,
Financing Cash Flow,130100000.0,-676500000.0,-150800000.0,-107100000.0,205200000.0,,
Cash Flow From Continuing Financing Activities,130100000.0,-676500000.0,-150800000.0,-107100000.0,205200000.0,,
Net Other Financing Charges,-4600000.0,-1600000.0,-2300000.0,-1700000.0,-7400000.0,,
Cash Dividends Paid,-21000000.0,-21600000.0,-21600000.0,-21700000.0,-21600000.0,,
Common Stock Dividend Paid,-21000000.0,-21600000.0,-21600000.0,-21700000.0,-21600000.0,,
Net Issuance Payments Of Debt,155700000.0,-403300000.0,-126900000.0,-83700000.0,234200000.0,,
Net Long Term Debt Issuance,155700000.0,-403300000.0,-126900000.0,-83700000.0,234200000.0,,
Long Term Debt Payments,-31500000.0,21300000.0,-90500000.0,-70500000.0,-297000000.0,,
Long Term Debt Issuance,187200000.0,-424600000.0,-36400000.0,-13200000.0,531200000.0,,
Investing Cash Flow,-65600000.0,-109500000.0,189300000.0,-56800000.0,-51300000.0,,
Cash Flow From Continuing Investing Activities,-65600000.0,-109500000.0,189300000.0,-56800000.0,-51300000.0,,
Net Other Investing Changes,-12600000.0,-9700000.0,-2400000.0,-1200000.0,-4100000.0,,
Net Business Purchase And Sale,-8500000.0,-11500000.0,260000000.0,-13400000.0,-100000.0,,
Purchase Of Business,-8500000.0,10500000.0,1200000.0,-13400000.0,-100000.0,,
Net PPE Purchase And Sale,-44500000.0,-88300000.0,-68300000.0,-42200000.0,-47100000.0,,
Sale Of PPE,100000.0,300000.0,600000.0,0.0,1100000.0,,
Purchase Of PPE,-44600000.0,-88600000.0,-68900000.0,-42200000.0,-48200000.0,,
Operating Cash Flow,-410400000.0,763600000.0,71000000.0,365700000.0,-212200000.0,,
Cash Flow From Continuing Operating Activities,-410400000.0,763600000.0,71000000.0,365700000.0,-212200000.0,,
Change In Working Capital,-521300000.0,575500000.0,-27000000.0,219400000.0,-272300000.0,,
Change In Other Current Liabilities,15800000.0,-9500000.0,-400000.0,87900000.0,36900000.0,,
Change In Other Current Assets,-24000000.0,12100000.0,41100000.0,-72800000.0,2500000.0,,
Change In Payables And Accrued Expense,-51900000.0,72100000.0,-74400000.0,138600000.0,-207000000.0,,
Change In Accrued Expense,-254200000.0,127300000.0,3100000.0,140400000.0,-384900000.0,,
Change In Payable,202300000.0,-55200000.0,-77500000.0,-1800000.0,177900000.0,,
Change In Account Payable,202300000.0,-55200000.0,-77500000.0,-1800000.0,177900000.0,,
Change In Inventory,-284100000.0,350900000.0,33100000.0,2900000.0,-149400000.0,,
Change In Receivables,-177100000.0,149900000.0,-26400000.0,62800000.0,44700000.0,,
Other Non Cash Items,4000000.0,12300000.0,9400000.0,7400000.0,6600000.0,,
Stock Based Compensation,10400000.0,3400000.0,7100000.0,10600000.0,7300000.0,,
Asset Impairment Charge,2100000.0,2700000.0,-600000.0,6800000.0,1100000.0,,
Deferred Tax,-23600000.0,-17700000.0,-47500000.0,-274000000.0,-27300000.0,,
Deferred Income Tax,-23600000.0,-17700000.0,-47500000.0,-274000000.0,-27300000.0,,
Depreciation Amortization Depletion,83600000.0,86300000.0,85700000.0,79800000.0,75800000.0,,
Depreciation And Amortization,83600000.0,86300000.0,85700000.0,79800000.0,75800000.0,,
Amortization Cash Flow,16900000.0,17100000.0,23000000.0,15700000.0,15300000.0,,
Amortization Of Intangibles,16900000.0,17100000.0,23000000.0,15700000.0,15300000.0,,
Depreciation,66700000.0,69200000.0,62700000.0,64100000.0,60500000.0,,
Operating Gains Losses,-18000000.0,7900000.0,-258800000.0,1300000.0,-12100000.0,,
Earnings Losses From Equity Investments,-18000000.0,9400000.0,-6900000.0,-11000000.0,-12100000.0,,
Gain Loss On Sale Of Business,,-1500000.0,-251900000.0,,,9500000.0,3200000.0
Net Income From Continuing Operations,52400000.0,93200000.0,302700000.0,314400000.0,8700000.0,,
