,2026-03-31,2025-12-31,2025-09-30
Free Cash Flow,-183333.0,-80128.0,-235328.0
Repayment Of Debt,,0.0,-170256.0
Issuance Of Capital Stock,,0.0,270200000.0
End Cash Position,1002911.0,1186244.0,1266372.0
Beginning Cash Position,1186244.0,1266372.0,0.0
Changes In Cash,-183333.0,-80128.0,1266372.0
Financing Cash Flow,,0.0,276501700.0
Cash Flow From Continuing Financing Activities,,0.0,276501700.0
Net Other Financing Charges,,0.0,-328044.0
Proceeds From Stock Option Exercised,,0.0,6800000.0
Net Common Stock Issuance,,0.0,270200000.0
Common Stock Issuance,,0.0,270200000.0
Net Issuance Payments Of Debt,,0.0,-170256.0
Net Long Term Debt Issuance,,0.0,-170256.0
Long Term Debt Payments,,0.0,-170256.0
Investing Cash Flow,,0.0,-275000000.0
Cash Flow From Continuing Investing Activities,,0.0,-275000000.0
Net Other Investing Changes,,0.0,-275000000.0
Operating Cash Flow,-183333.0,-80128.0,-235328.0
Cash Flow From Continuing Operating Activities,-183333.0,-80128.0,-235328.0
Change In Working Capital,-4055.0,63827.0,-146655.0
Change In Payables And Accrued Expense,35988.0,37756.0,10000.0
Change In Prepaid Assets,-40043.0,26071.0,-156655.0
Other Non Cash Items,-2446502.0,-2658427.0,-559192.0
Net Income From Continuing Operations,2267224.0,2514472.0,470519.0
