,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,-66125863.0,149981793.0,16354647.222557
Repurchase Of Capital Stock,-6349606.0,-4267044.0,14993.402652
Repayment Of Debt,-405969.0,-58543.0,-1990114.550296
Issuance Of Capital Stock,-5574586.0,279129.0,-428840.552946
Capital Expenditure,,-631571.0,-710624.901307
End Cash Position,73234600.0,57052249.0,24915000.0
Other Cash Adjustment Outside Changein Cash,,-1.0,
Beginning Cash Position,57052249.0,24914411.0,57678644.934227
Effect Of Exchange Rate Changes,-19104357.0,-14818505.0,20860831.399628
Changes In Cash,35286707.0,46956344.0,-51964633.505962
Financing Cash Flow,101970662.0,-103170338.0,-60313088.816626
Cash Flow From Continuing Financing Activities,101970662.0,-103170338.0,-60313090.15483
Net Other Financing Charges,127099896.0,-99123573.0,39386786.024071
Proceeds From Stock Option Exercised,-5574586.0,279129.0,105737.417533
Cash Dividends Paid,-12799380.0,0.0,-1149499.939781
Common Stock Dividend Paid,,,-2312623.0
Net Common Stock Issuance,-11924192.0,-3987915.0,-413847.150294
Common Stock Payments,-6349606.0,-4267044.0,14993.402652
Common Stock Issuance,-5574586.0,279129.0,-428840.552946
Net Issuance Payments Of Debt,-464205.0,-307.0,-1990114.550296
Net Long Term Debt Issuance,-464205.0,-307.0,-1990114.550296
Long Term Debt Payments,-405969.0,-58543.0,-1990114.550296
Investing Cash Flow,-122530.0,-486682.0,-8716816.8132
Cash Flow From Continuing Investing Activities,-122531.0,-486682.0,-8716816.8132
Interest Received Cfi,313361.0,144889.0,792532.527491
Net Investment Purchase And Sale,0.0,0.0,-81062.333561
Sale Of Investment,,,-26062.333561
Net Business Purchase And Sale,0.0,0.0,-457633.55949
Sale Of Business,0.0,0.0,-1752.324783
Net Intangibles Purchase And Sale,,-526929.0,-611693.015911
Purchase Of Intangibles,,,-611693.015911
Net PPE Purchase And Sale,-91367.0,-104642.0,-23931.885396
Purchase Of PPE,-91367.0,-104642.0,-98931.885396
Operating Cash Flow,-66561425.0,150613364.0,17065272.123864
Cash Flow From Continuing Operating Activities,-66561425.0,150613364.0,17065269.447455
Taxes Refund Paid,-239235.0,-251330.0,-280894.542716
Interest Paid Cfo,-905823.0,-2060788.0,-1692410.361595
Change In Working Capital,-41910221.0,-3244376.0,-753388030.832229
Change In Payables And Accrued Expense,1209542.0,1575227.0,100647994.580272
Change In Payable,1209542.0,1575227.0,100647994.580272
Change In Account Payable,1209542.0,1575227.0,2414994.580272
Change In Receivables,-43119763.0,-4819603.0,-65916157.980417
Changes In Account Receivables,-43119763.0,-4819603.0,-65916157.980417
Other Non Cash Items,1007000183.0,-1215568904.0,2969680842.399668
Stock Based Compensation,39330.0,150186.0,11250487.280367
Deferred Tax,362320.0,295033.0,249122.79659
Deferred Income Tax,362320.0,295033.0,249122.79659
Depreciation Amortization Depletion,1538838.0,-399717.0,442851.900919
Depreciation And Amortization,1538838.0,-399717.0,442851.900919
Depreciation,1538838.0,-399717.0,-1582360.345771
Operating Gains Losses,-1025221502.0,1207652360.0,-1979137005.740897
Gain Loss On Investment Securities,-210149506.0,-12118806.0,-2941617089.218087
Net Foreign Currency Exchange Gain Loss,-18772656.0,-11694038.0,-4472005.42442
Gain Loss On Sale Of PPE,-796299340.0,1231465204.0,-1464078148.001583
Net Income From Continuing Operations,32255181.0,23591587.0,65520355.37356
