,2026-03-31,2025-12-31,2025-03-31,2024-12-31
Free Cash Flow,4584000.0,7761000.0,2572000.0,4277000.0
Repayment Of Debt,-4564000.0,-4912000.0,-5059000.0,-48000.0
Issuance Of Debt,,1384000.0,,1854000.0
Capital Expenditure,-2337000.0,-4317000.0,-2733000.0,-562000.0
Interest Paid Supplemental Data,1085000.0,1031000.0,930000.0,949000.0
End Cash Position,1825000.0,1759000.0,2806000.0,6536000.0
Beginning Cash Position,1759000.0,1125000.0,6532000.0,5241000.0
Effect Of Exchange Rate Changes,-45000.0,73000.0,146000.0,112000.0
Changes In Cash,111000.0,561000.0,-3872000.0,1183000.0
Financing Cash Flow,-4473000.0,-6783000.0,-6420000.0,-2646000.0
Cash From Discontinued Financing Activities,0.0,,28000.0,
Cash Flow From Continuing Financing Activities,-4473000.0,-6877000.0,-6448000.0,-135000.0
Net Other Financing Charges,-73000.0,-341000.0,,704000.0
Cash Dividends Paid,0.0,3000.0,-1789000.0,0.0
Common Stock Dividend Paid,0.0,3000.0,-1789000.0,0.0
Net Issuance Payments Of Debt,-4400000.0,-6539000.0,-4659000.0,-839000.0
Net Short Term Debt Issuance,164000.0,-3011000.0,400000.0,-2645000.0
Net Long Term Debt Issuance,-4564000.0,-3528000.0,-5059000.0,1806000.0
Long Term Debt Payments,-4564000.0,-4912000.0,-5059000.0,-48000.0
Long Term Debt Issuance,,1384000.0,,1854000.0
Investing Cash Flow,-2337000.0,-4734000.0,-2757000.0,-1010000.0
Cash From Discontinued Investing Activities,0.0,,-24000.0,
Cash Flow From Continuing Investing Activities,-2337000.0,-4546000.0,-2733000.0,-6569000.0
Net PPE Purchase And Sale,-2337000.0,-4317000.0,-2733000.0,-6468000.0
Purchase Of PPE,-2337000.0,-4317000.0,-2733000.0,-562000.0
Operating Cash Flow,6921000.0,12078000.0,5305000.0,4839000.0
Cash From Discontinued Operating Activities,0.0,,-2928000.0,
Cash Flow From Continuing Operating Activities,6921000.0,14907000.0,8233000.0,5368000.0
Change In Working Capital,3540000.0,9854000.0,4213000.0,4623000.0
Change In Other Working Capital,8645000.0,3802000.0,4520000.0,7497000.0
Change In Other Current Liabilities,-275000.0,109000.0,-208000.0,-215000.0
Change In Other Current Assets,-4000.0,0.0,7000.0,-677000.0
Change In Payables And Accrued Expense,2884000.0,3894000.0,88000.0,5098000.0
Change In Accrued Expense,392000.0,5450000.0,-203000.0,3993000.0
Change In Payable,2492000.0,-1556000.0,291000.0,1105000.0
Change In Account Payable,2492000.0,-1556000.0,291000.0,1105000.0
Change In Prepaid Assets,-1202000.0,766000.0,-272000.0,59000.0
Change In Inventory,-5387000.0,-468000.0,-6405000.0,-430000.0
Change In Receivables,-1121000.0,1751000.0,6483000.0,-6709000.0
Changes In Account Receivables,-229000.0,-1446000.0,7537000.0,-7353000.0
Other Non Cash Items,144000.0,-28000.0,224000.0,338000.0
Stock Based Compensation,645000.0,641000.0,0.0,0.0
Unrealized Gain Loss On Investment Securities,-636000.0,-129000.0,0.0,5000.0
Provisionand Write Offof Assets,36000.0,-157000.0,395000.0,832000.0
Deferred Tax,4736000.0,,0.0,
Deferred Income Tax,4736000.0,,0.0,
Depreciation Amortization Depletion,1923000.0,917000.0,1604000.0,1059000.0
Depreciation And Amortization,1923000.0,917000.0,1604000.0,1059000.0
Operating Gains Losses,-3129000.0,-124000.0,-56000.0,3386000.0
Gain Loss On Investment Securities,-3129000.0,-52000.0,-56000.0,-211000.0
Net Income From Continuing Operations,-338000.0,3933000.0,1853000.0,-4875000.0
