,2026-04-30,2026-01-31,2025-04-30,2025-01-31
Free Cash Flow,-226000000.0,13000000.0,26000000.0,-26000000.0
Capital Expenditure,-56000000.0,-53000000.0,-57000000.0,-50000000.0
End Cash Position,298000000.0,10000000.0,11000000.0,10000000.0
Beginning Cash Position,10000000.0,8000000.0,10000000.0,10000000.0
Changes In Cash,287000000.0,2000000.0,1000000.0,0.0
Financing Cash Flow,512000000.0,-11000000.0,-25000000.0,25000000.0
Cash Flow From Continuing Financing Activities,512000000.0,-11000000.0,-25000000.0,26000000.0
Net Other Financing Charges,-26000000.0,-11000000.0,-25000000.0,25000000.0
Investing Cash Flow,-56000000.0,-53000000.0,-57000000.0,-50000000.0
Cash Flow From Continuing Investing Activities,-56000000.0,-53000000.0,-57000000.0,-50000000.0
Net Other Investing Changes,0.0,0.0,,
Net PPE Purchase And Sale,-56000000.0,-53000000.0,-57000000.0,-50000000.0
Purchase Of PPE,-56000000.0,-53000000.0,-57000000.0,-50000000.0
Operating Cash Flow,-170000000.0,66000000.0,83000000.0,24000000.0
Cash Flow From Continuing Operating Activities,-171000000.0,67000000.0,82000000.0,24000000.0
Change In Working Capital,12000000.0,22000000.0,194000000.0,-24000000.0
Change In Other Working Capital,31000000.0,13000000.0,15000000.0,-13000000.0
Change In Payables And Accrued Expense,204000000.0,126000000.0,187000000.0,35000000.0
Change In Payable,204000000.0,126000000.0,187000000.0,35000000.0
Change In Account Payable,67000000.0,126000000.0,187000000.0,35000000.0
Change In Inventory,64000000.0,-43000000.0,22000000.0,-26000000.0
Change In Receivables,-444000000.0,-74000000.0,-30000000.0,-20000000.0
Changes In Account Receivables,11000000.0,-74000000.0,-30000000.0,-20000000.0
Other Non Cash Items,3000000.0,4000000.0,2000000.0,2000000.0
Stock Based Compensation,8000000.0,12000000.0,9000000.0,10000000.0
Provisionand Write Offof Assets,7000000.0,13000000.0,8000000.0,4000000.0
Asset Impairment Charge,0.0,,,
Deferred Tax,-55000000.0,,-2000000.0,
Deferred Income Tax,-55000000.0,,-2000000.0,
Depreciation Amortization Depletion,39000000.0,39000000.0,38000000.0,37000000.0
Depreciation And Amortization,39000000.0,39000000.0,38000000.0,37000000.0
Operating Gains Losses,1000000.0,2000000.0,2000000.0,2000000.0
Pension And Employee Benefit Expense,1000000.0,2000000.0,2000000.0,2000000.0
Net Income From Continuing Operations,-185000000.0,-111000000.0,-168000000.0,-7000000.0
