,2026-03-31,2025-12-31,2025-09-30
Free Cash Flow,-229348.0,-369663.0,0.0
End Cash Position,762184.0,991532.0,0.0
Beginning Cash Position,991532.0,0.0,0.0
Changes In Cash,-229348.0,,
Operating Cash Flow,-229348.0,-369663.0,0.0
Cash Flow From Continuing Operating Activities,-229348.0,-369663.0,0.0
Change In Working Capital,157330.0,-166514.0,25854.0
Change In Payables And Accrued Expense,200740.0,-17354.0,25854.0
Change In Prepaid Assets,-43410.0,,
Other Non Cash Items,-3057776.0,-2290935.0,42344.0
Net Income From Continuing Operations,2671098.0,2087786.0,-68198.0
