,2026-03-31,2025-12-31,2024-12-31
Free Cash Flow,-3742122.0,-5457723.0,107344.0
Repayment Of Debt,-1094257.0,-149884.0,
Issuance Of Debt,19035761.0,550000.0,
Capital Expenditure,-358694.0,-50381.0,
Interest Paid Supplemental Data,0.0,0.0,0.0
Income Tax Paid Supplemental Data,0.0,0.0,0.0
End Cash Position,14255720.0,2646570.0,109383.0
Beginning Cash Position,2646570.0,2284933.0,3014.0
Changes In Cash,11609150.0,361637.0,106344.0
Financing Cash Flow,18479095.0,6098470.0,-1000.0
Cash Flow From Continuing Financing Activities,18479095.0,6098470.0,
Proceeds From Stock Option Exercised,537591.0,5698354.0,
Net Issuance Payments Of Debt,17941504.0,400116.0,
Net Short Term Debt Issuance,896965.0,400116.0,
Short Term Debt Payments,-313796.0,-149884.0,
Short Term Debt Issuance,1210761.0,550000.0,
Investing Cash Flow,-3486517.0,-329491.0,0.0
Cash Flow From Continuing Investing Activities,-3486517.0,-329491.0,
Net Other Investing Changes,-3078000.0,-279110.0,
Net PPE Purchase And Sale,-358694.0,-50381.0,
Purchase Of PPE,-358694.0,-50381.0,
Operating Cash Flow,-3383428.0,-5407342.0,107344.0
Cash Flow From Continuing Operating Activities,-3383428.0,-5407342.0,107344.0
Change In Working Capital,1881815.0,-1331595.0,309842.0
Change In Other Working Capital,637800.0,350000.0,
Change In Payables And Accrued Expense,758739.0,-634365.0,203886.0
Change In Payable,758739.0,-634365.0,203886.0
Change In Account Payable,91537.0,257964.0,45000.0
Change In Tax Payable,50668.0,58381.0,
Change In Income Tax Payable,50668.0,58381.0,
Change In Prepaid Assets,485276.0,-919368.0,
Change In Receivables,0.0,-127862.0,
Other Non Cash Items,1519081.0,323626.0,
Stock Based Compensation,423519.0,2417647.0,0.0
Depreciation Amortization Depletion,5702250.0,118895.0,
Depreciation And Amortization,5702250.0,118895.0,
Amortization Cash Flow,,116913.0,
Amortization Of Intangibles,,116913.0,
Depreciation,,1982.0,
Net Income From Continuing Operations,-12910093.0,-6935915.0,-202498.0
