,2026-03-31,2025-12-31,2025-03-31,2024-12-31
Free Cash Flow,-90063000.0,-41790000.0,-76879000.0,-63258000.0
Issuance Of Capital Stock,349308000.0,1089000.0,350234000.0,95000.0
Capital Expenditure,-262000.0,-66000.0,-22358000.0,-39518000.0
Interest Paid Supplemental Data,4000.0,4000.0,6000.0,7000.0
End Cash Position,169362000.0,113072000.0,212737000.0,130878000.0
Beginning Cash Position,113072000.0,112997000.0,130878000.0,146370000.0
Changes In Cash,56290000.0,75000.0,81859000.0,-15492000.0
Financing Cash Flow,349308000.0,1089000.0,350234000.0,95000.0
Cash Flow From Continuing Financing Activities,349308000.0,1089000.0,350234000.0,95000.0
Net Preferred Stock Issuance,0.0,0.0,350213000.0,0.0
Preferred Stock Issuance,0.0,0.0,350213000.0,0.0
Net Common Stock Issuance,349308000.0,1089000.0,21000.0,95000.0
Common Stock Issuance,349308000.0,1089000.0,21000.0,95000.0
Investing Cash Flow,-203217000.0,40710000.0,-213854000.0,8153000.0
Cash Flow From Continuing Investing Activities,-203217000.0,40710000.0,-213854000.0,8153000.0
Net Investment Purchase And Sale,-202955000.0,40776000.0,-191496000.0,47671000.0
Sale Of Investment,104000000.0,94750000.0,61000000.0,113250000.0
Purchase Of Investment,-306955000.0,-53974000.0,-252496000.0,-65579000.0
Net PPE Purchase And Sale,-262000.0,-66000.0,-22358000.0,-39518000.0
Purchase Of PPE,-262000.0,-66000.0,-22358000.0,-39518000.0
Operating Cash Flow,-89801000.0,-41724000.0,-54521000.0,-23740000.0
Cash Flow From Continuing Operating Activities,-89801000.0,-41724000.0,-54521000.0,-23740000.0
Change In Working Capital,-13906000.0,29619000.0,5520000.0,33225000.0
Change In Other Current Liabilities,-2488000.0,18671000.0,15712000.0,31191000.0
Change In Other Current Assets,2700000.0,-1221000.0,-399000.0,-2348000.0
Change In Payables And Accrued Expense,-9741000.0,10470000.0,-7107000.0,3481000.0
Change In Accrued Expense,-15065000.0,14015000.0,-9384000.0,3319000.0
Change In Payable,5324000.0,-3545000.0,2277000.0,162000.0
Change In Account Payable,5324000.0,-3545000.0,2277000.0,162000.0
Change In Prepaid Assets,-4377000.0,1699000.0,-2686000.0,901000.0
Other Non Cash Items,-827000.0,-865000.0,-1234000.0,-1435000.0
Stock Based Compensation,2777000.0,3861000.0,2970000.0,3179000.0
Asset Impairment Charge,,211000.0,,
Depreciation Amortization Depletion,5113000.0,5105000.0,6466000.0,6215000.0
Depreciation And Amortization,5113000.0,5105000.0,6466000.0,6215000.0
Depreciation,5113000.0,5105000.0,6466000.0,6215000.0
Net Income From Continuing Operations,-82958000.0,-79655000.0,-68243000.0,-64924000.0
