,2025-12-31,2024-12-31
Free Cash Flow,-10563000.0,-4607000.0
Issuance Of Capital Stock,28971000.0,10484000.0
Capital Expenditure,,-6000.0
Income Tax Paid Supplemental Data,0.0,0.0
End Cash Position,352932000.0,31677000.0
Beginning Cash Position,157034000.0,22794000.0
Effect Of Exchange Rate Changes,-101000.0,-277000.0
Changes In Cash,195999000.0,9160000.0
Financing Cash Flow,510118000.0,39775000.0
Cash Flow From Continuing Financing Activities,510118000.0,39775000.0
Net Other Financing Charges,377126000.0,-149000.0
Proceeds From Stock Option Exercised,104021000.0,29440000.0
Net Common Stock Issuance,28971000.0,10484000.0
Common Stock Issuance,28971000.0,10484000.0
Investing Cash Flow,-303734000.0,-26014000.0
Cash Flow From Continuing Investing Activities,-303734000.0,-26014000.0
Net Investment Purchase And Sale,-303556000.0,-26008000.0
Sale Of Investment,52677000.0,36944000.0
Purchase Of Investment,-356233000.0,-62952000.0
Net Intangibles Purchase And Sale,0.0,-6000.0
Purchase Of Intangibles,0.0,-6000.0
Net PPE Purchase And Sale,-178000.0,0.0
Purchase Of PPE,-178000.0,0.0
Operating Cash Flow,-10385000.0,-4601000.0
Cash Flow From Continuing Operating Activities,-10385000.0,-4601000.0
Change In Working Capital,1263000.0,2423000.0
Change In Other Current Liabilities,-74000.0,-77000.0
Change In Payables And Accrued Expense,1838000.0,2901000.0
Change In Accrued Expense,1841000.0,2909000.0
Change In Payable,-3000.0,-8000.0
Change In Prepaid Assets,-441000.0,-401000.0
Change In Receivables,-60000.0,0.0
Other Non Cash Items,1845000.0,-1198000.0
Stock Based Compensation,11714000.0,4205000.0
Depreciation Amortization Depletion,117000.0,118000.0
Depreciation And Amortization,117000.0,118000.0
Amortization Cash Flow,3000.0,4000.0
Amortization Of Intangibles,3000.0,4000.0
Depreciation,114000.0,114000.0
Net Income From Continuing Operations,-25324000.0,-10100000.0
