,2026-03-31,2025-12-31,2025-09-30
Free Cash Flow,-109835.0,-263403.0,0.0
End Cash Position,1010726.0,1120561.0,0.0
Beginning Cash Position,1120561.0,0.0,0.0
Changes In Cash,-109835.0,,
Operating Cash Flow,-109835.0,-263403.0,0.0
Cash Flow From Continuing Operating Activities,-109835.0,-263403.0,0.0
Change In Working Capital,59236.0,,
Change In Other Working Capital,20990.0,,
Change In Payables And Accrued Expense,76645.0,,
Change In Prepaid Assets,-38399.0,,
Other Non Cash Items,,5032916.0,93518.0
Operating Gains Losses,-2120916.0,,
Gain Loss On Investment Securities,-2120916.0,,
Net Income From Continuing Operations,1951845.0,-4019717.0,-93518.0
