,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,58185000.0,284181000.0,134232000.0,74839000.0,185978000.0,,
Repurchase Of Capital Stock,0.0,0.0,0.0,0.0,-34668000.0,,
Repayment Of Debt,-125225000.0,-585969000.0,-592133000.0,-1839722000.0,-219484000.0,,
Issuance Of Debt,339819000.0,415906000.0,690509000.0,1857246000.0,92984000.0,,
Issuance Of Capital Stock,2560000.0,0.0,0.0,71000.0,342000.0,,
Capital Expenditure,-94773000.0,-156432000.0,-90107000.0,-70968000.0,-62982000.0,,
Interest Paid Supplemental Data,35904000.0,70446000.0,16281000.0,91267000.0,24963000.0,,
Income Tax Paid Supplemental Data,20472000.0,,19434000.0,22800000.0,9222000.0,,
End Cash Position,228226000.0,203538000.0,204189000.0,218709000.0,224163000.0,,
Beginning Cash Position,203538000.0,204189000.0,218709000.0,224163000.0,217307000.0,,
Effect Of Exchange Rate Changes,-22594000.0,1503000.0,1409000.0,-12014000.0,-6213000.0,,
Changes In Cash,47282000.0,-2154000.0,-15929000.0,6560000.0,13069000.0,,
Financing Cash Flow,183050000.0,-208162000.0,47202000.0,-30536000.0,-185230000.0,,
Cash Flow From Continuing Financing Activities,183050000.0,-208162000.0,47202000.0,-30536000.0,-185230000.0,,
Net Other Financing Charges,-24762000.0,-36836000.0,-77277000.0,-41159000.0,-6536000.0,,
Net Common Stock Issuance,2560000.0,0.0,0.0,71000.0,-34326000.0,,
Common Stock Payments,0.0,0.0,0.0,0.0,-34668000.0,,
Common Stock Issuance,2560000.0,0.0,0.0,71000.0,342000.0,,
Net Issuance Payments Of Debt,205252000.0,-171326000.0,124479000.0,10552000.0,-144368000.0,,
Net Short Term Debt Issuance,-9342000.0,327220000.0,26103000.0,-6972000.0,-17868000.0,,
Short Term Debt Payments,,,,,,-252630000.0,-403942000.0
Short Term Debt Issuance,,,,,,106567000.0,217760000.0
Net Long Term Debt Issuance,214594000.0,-498546000.0,98376000.0,17524000.0,-126500000.0,,
Long Term Debt Payments,-125225000.0,1039951000.0,-592133000.0,-1839722000.0,-219484000.0,,
Long Term Debt Issuance,339819000.0,-1538497000.0,690509000.0,1857246000.0,92984000.0,,
Investing Cash Flow,-288726000.0,-234605000.0,-287470000.0,-108711000.0,-50661000.0,,
Cash Flow From Continuing Investing Activities,-288726000.0,-234605000.0,-287470000.0,-108711000.0,-50661000.0,,
Net Other Investing Changes,,4855000.0,0.0,0.0,10173000.0,12436000.0,
Net Business Purchase And Sale,-201638000.0,-87453000.0,-200625000.0,-40000000.0,-150000.0,,
Purchase Of Business,-201638000.0,-87453000.0,-200625000.0,-40000000.0,-150000.0,,
Net Intangibles Purchase And Sale,0.0,0.0,-5000.0,-4000.0,-3000.0,,
Purchase Of Intangibles,0.0,0.0,-5000.0,-4000.0,-3000.0,,
Net PPE Purchase And Sale,7685000.0,4425000.0,3262000.0,2257000.0,2298000.0,,
Sale Of PPE,7685000.0,4425000.0,3262000.0,2257000.0,2298000.0,,
Capital Expenditure Reported,-94773000.0,-156432000.0,-90102000.0,-70964000.0,-62979000.0,,
Operating Cash Flow,152958000.0,440613000.0,224339000.0,145807000.0,248960000.0,,
Cash Flow From Continuing Operating Activities,152958000.0,440613000.0,224339000.0,145807000.0,248960000.0,,
Dividend Received Cfo,0.0,238965000.0,1671000.0,1582000.0,129549000.0,,
Change In Working Capital,-39157000.0,-1804000.0,39720000.0,8568000.0,-3611000.0,,
Change In Other Working Capital,-11248000.0,17415000.0,8496000.0,-24348000.0,40030000.0,,
Change In Payables And Accrued Expense,19937000.0,1080000.0,59052000.0,-259000.0,-32506000.0,,
Change In Inventory,-55360000.0,32551000.0,-23446000.0,25645000.0,-10752000.0,,
Change In Receivables,7514000.0,-52850000.0,-4382000.0,7530000.0,-383000.0,,
Changes In Account Receivables,7514000.0,-52850000.0,-4382000.0,7530000.0,-383000.0,,
Other Non Cash Items,1297000.0,1669000.0,949000.0,14040000.0,6870000.0,,
Stock Based Compensation,7948000.0,11877000.0,8266000.0,4583000.0,-2931000.0,,
Asset Impairment Charge,364000.0,,,,0.0,,
Deferred Tax,24787000.0,-37167000.0,-13674000.0,-18725000.0,-9500000.0,,
Deferred Income Tax,24787000.0,-37167000.0,-13674000.0,-18725000.0,-9500000.0,,
Depreciation Amortization Depletion,130909000.0,139543000.0,124064000.0,121062000.0,123835000.0,,
Depreciation And Amortization,130909000.0,139543000.0,124064000.0,121062000.0,123835000.0,,
Operating Gains Losses,-110246000.0,-29146000.0,42288000.0,432000.0,28562000.0,,
Pension And Employee Benefit Expense,-191000.0,-2242000.0,96000.0,5028000.0,605000.0,,
Earnings Losses From Equity Investments,-110258000.0,-25925000.0,42567000.0,-8526000.0,27895000.0,,
Net Income From Continuing Operations,137056000.0,58879000.0,21055000.0,14265000.0,-23814000.0,,
