,2026-03-31,2025-12-31,2025-03-31,2024-12-31
Free Cash Flow,201687000.0,64577000.0,101108000.0,89920000.0
Repurchase Of Capital Stock,-31143000.0,0.0,0.0,-9141000.0
Capital Expenditure,-8414000.0,-12020000.0,-1337000.0,-11681000.0
Interest Paid Supplemental Data,48407000.0,48463000.0,50570000.0,46591000.0
Income Tax Paid Supplemental Data,1049000.0,62222000.0,0.0,44231000.0
End Cash Position,1377378000.0,2064143000.0,1549621000.0,1241808000.0
Beginning Cash Position,2064143000.0,1028980000.0,1241808000.0,639041000.0
Changes In Cash,-686765000.0,1035163000.0,307813000.0,602767000.0
Financing Cash Flow,-402364000.0,1495492000.0,164948000.0,602285000.0
Cash Flow From Continuing Financing Activities,-402364000.0,1495492000.0,164948000.0,602285000.0
Cash Dividends Paid,-29109000.0,-34103000.0,-12086000.0,-27656000.0
Common Stock Dividend Paid,-29109000.0,-34103000.0,-12086000.0,-27656000.0
Net Common Stock Issuance,-31143000.0,0.0,0.0,-9141000.0
Common Stock Payments,-31143000.0,0.0,0.0,-9141000.0
Investing Cash Flow,-494502000.0,-536926000.0,40420000.0,-101119000.0
Cash Flow From Continuing Investing Activities,-494502000.0,-536926000.0,40420000.0,-101119000.0
Net Investment Purchase And Sale,-411132000.0,-374099000.0,-83577000.0,-58006000.0
Sale Of Investment,360835000.0,354384000.0,459387000.0,2153394000.0
Purchase Of Investment,-771967000.0,-728483000.0,-542964000.0,-2211400000.0
Net PPE Purchase And Sale,-8323000.0,-18646000.0,-785000.0,-12163000.0
Sale Of PPE,91000.0,-6626000.0,552000.0,-482000.0
Purchase Of PPE,-8414000.0,-12020000.0,-1337000.0,-11681000.0
Operating Cash Flow,210101000.0,76597000.0,102445000.0,101601000.0
Cash Flow From Continuing Operating Activities,210101000.0,76597000.0,102445000.0,101601000.0
Change In Working Capital,119552000.0,-33915000.0,5083000.0,-4848000.0
Change In Other Current Liabilities,44906000.0,-62169000.0,36657000.0,-13887000.0
Change In Other Current Assets,74646000.0,28254000.0,-31574000.0,9039000.0
Other Non Cash Items,5122000.0,4832000.0,5016000.0,5711000.0
Stock Based Compensation,1004000.0,597000.0,934000.0,845000.0
Deferred Tax,-20691000.0,3003000.0,-1806000.0,-1650000.0
Deferred Income Tax,-20691000.0,3003000.0,-1806000.0,-1650000.0
Depreciation Amortization Depletion,4933000.0,5106000.0,4989000.0,4123000.0
Depreciation And Amortization,4933000.0,5106000.0,4989000.0,4123000.0
Operating Gains Losses,-6107000.0,-7018000.0,-6082000.0,32601000.0
Gain Loss On Investment Securities,0.0,0.0,557000.0,38639000.0
Net Income From Continuing Operations,111088000.0,107592000.0,94798000.0,61885000.0
