,2026-03-31
Free Cash Flow,-115301.0
End Cash Position,991524.0
Beginning Cash Position,1106825.0
Changes In Cash,-115301.0
Operating Cash Flow,-115301.0
Cash Flow From Continuing Operating Activities,-115301.0
Change In Working Capital,-76003.0
Change In Payables And Accrued Expense,-132867.0
Change In Payable,-132867.0
Change In Account Payable,-132867.0
Change In Prepaid Assets,56864.0
Other Non Cash Items,-1502364.0
Net Income From Continuing Operations,1463066.0
