,2026-03-31,2025-12-31,2025-09-30
Free Cash Flow,-40878.0,-600.0,-7002.0
Issuance Of Debt,,0.0,15000.0
End Cash Position,642920.0,683798.0,7398.0
Beginning Cash Position,683798.0,7398.0,0.0
Changes In Cash,-40878.0,676400.0,7398.0
Financing Cash Flow,,150677000.0,14400.0
Cash Flow From Continuing Financing Activities,,150677000.0,14400.0
Net Other Financing Charges,,-1973000.0,-600.0
Net Issuance Payments Of Debt,,0.0,15000.0
Net Short Term Debt Issuance,,0.0,15000.0
Short Term Debt Issuance,,0.0,15000.0
Operating Cash Flow,-40878.0,-600.0,-7002.0
Cash Flow From Continuing Operating Activities,-40878.0,-600.0,-7002.0
Change In Working Capital,60566.0,32307.0,49174.0
Change In Payables And Accrued Expense,65553.0,32307.0,49174.0
Change In Accrued Expense,20004.0,32367.0,47520.0
Change In Payable,45549.0,-60.0,1654.0
Change In Account Payable,38049.0,-866.0,1654.0
Change In Prepaid Assets,-4987.0,,
Other Non Cash Items,-1210960.0,,
Net Income From Continuing Operations,1109516.0,202007.0,-56176.0
