,2026-03-31,2025-03-31
Ordinary Shares Number,22145533.0,19636408.0
Share Issued,22145533.0,19636408.0
Net Debt,,686380000.0
Total Debt,,729198000.0
Tangible Book Value,1682134000.0,907540000.0
Invested Capital,1686683000.0,1641468000.0
Working Capital,1816175000.0,1470384000.0
Net Tangible Assets,1682134000.0,907540000.0
Common Stock Equity,1686683000.0,912270000.0
Total Capitalization,1686683000.0,1641468000.0
Total Equity Gross Minority Interest,1686683000.0,912270000.0
Stockholders Equity,1686683000.0,912270000.0
Other Equity Interest,1465228000.0,1000.0
Retained Earnings,,416805000.0
Additional Paid In Capital,,100000.0
Capital Stock,221455000.0,147637000.0
Common Stock,221455000.0,147637000.0
Total Liabilities Net Minority Interest,1112839000.0,1047224000.0
Total Non Current Liabilities Net Minority Interest,425329000.0,781256000.0
Non Current Pension And Other Postretirement Benefit Plans,,4929000.0
Non Current Deferred Taxes Liabilities,6620000.0,47129000.0
Long Term Debt And Capital Lease Obligation,,729198000.0
Long Term Debt,,729198000.0
Long Term Provisions,72679000.0,
Current Liabilities,687510000.0,265968000.0
Other Current Liabilities,,1000.0
Current Deferred Taxes Liabilities,,0.0
Current Debt And Capital Lease Obligation,,0.0
Current Debt,,0.0
Pensionand Other Post Retirement Benefit Plans Current,,1104000.0
Current Provisions,121942000.0,
Payables,48744000.0,62520000.0
Other Payable,,25585000.0
Accounts Payable,48744000.0,36935000.0
Total Assets,2799522000.0,1959494000.0
Total Non Current Assets,295837000.0,223142000.0
Non Current Prepaid Assets,,370000.0
Non Current Deferred Taxes Assets,10140000.0,16664000.0
Investmentin Financial Assets,270228000.0,
Available For Sale Securities,270228000.0,
Investment Properties,0.0,
Goodwill And Other Intangible Assets,4549000.0,4730000.0
Other Intangible Assets,4549000.0,4730000.0
Net PPE,10920000.0,9313000.0
Accumulated Depreciation,,-28312000.0
Gross PPE,,37625000.0
Machinery Furniture Equipment,,37625000.0
Current Assets,2503685000.0,1736352000.0
Other Current Assets,9578000.0,
Prepaid Assets,,5694000.0
Other Receivables,,55528000.0
Accounts Receivable,347129000.0,138226000.0
Allowance For Doubtful Accounts Receivable,,0.0
Gross Accounts Receivable,,138226000.0
Cash Cash Equivalents And Short Term Investments,2146978000.0,1536904000.0
Other Short Term Investments,2051421000.0,1494086000.0
Cash And Cash Equivalents,95557000.0,42818000.0
Cash Financial,,42818000.0
