,2025-06-30,2025-03-31,2024-12-31
Ordinary Shares Number,18743137.0,18733937.0,18720287.0
Share Issued,18743137.0,18733937.0,18720287.0
Net Debt,51787000.0,36133000.0,32827000.0
Total Debt,63280000.0,47134000.0,48373000.0
Tangible Book Value,-24423000.0,-1232000.0,8730000.0
Invested Capital,70882000.0,76213000.0,86772000.0
Working Capital,-24422000.0,-11686000.0,-2120000.0
Net Tangible Assets,-24423000.0,-1232000.0,8730000.0
Capital Lease Obligations,10258000.0,9825000.0,9931000.0
Common Stock Equity,17860000.0,38904000.0,48330000.0
Total Capitalization,53037000.0,60355000.0,70235000.0
Total Equity Gross Minority Interest,17860000.0,38904000.0,48330000.0
Stockholders Equity,17860000.0,38904000.0,48330000.0
Gains Losses Not Affecting Retained Earnings,-13406000.0,-2459000.0,-2913000.0
Other Equity Adjustments,-13406000.0,-2459000.0,-2913000.0
Retained Earnings,-246526000.0,-235790000.0,-225012000.0
Additional Paid In Capital,276927000.0,276288000.0,275390000.0
Capital Stock,865000.0,865000.0,865000.0
Common Stock,865000.0,865000.0,865000.0
Total Liabilities Net Minority Interest,118946000.0,95655000.0,89915000.0
Total Non Current Liabilities Net Minority Interest,48072000.0,33767000.0,33187000.0
Other Non Current Liabilities,3728000.0,2308000.0,948000.0
Preferred Securities Outside Stock Equity,,,0.0
Derivative Product Liabilities,,,0.0
Employee Benefits,1535000.0,2573000.0,2763000.0
Non Current Pension And Other Postretirement Benefit Plans,1384000.0,1215000.0,1347000.0
Long Term Debt And Capital Lease Obligation,42809000.0,28886000.0,29476000.0
Long Term Capital Lease Obligation,7632000.0,7435000.0,7571000.0
Long Term Debt,35177000.0,21451000.0,21905000.0
Current Liabilities,70874000.0,61888000.0,56728000.0
Other Current Liabilities,3840000.0,4004000.0,2554000.0
Current Deferred Liabilities,1246000.0,1226000.0,883000.0
Current Deferred Revenue,1246000.0,1226000.0,883000.0
Current Debt And Capital Lease Obligation,20471000.0,18248000.0,18897000.0
Current Capital Lease Obligation,2626000.0,2390000.0,2360000.0
Current Debt,17845000.0,15858000.0,16537000.0
Other Current Borrowings,17845000.0,15858000.0,16537000.0
Pensionand Other Post Retirement Benefit Plans Current,12163000.0,9374000.0,8887000.0
Payables And Accrued Expenses,33154000.0,29036000.0,25507000.0
Current Accrued Expenses,8713000.0,4452000.0,7377000.0
Payables,24441000.0,24584000.0,18130000.0
Accounts Payable,24441000.0,24584000.0,18130000.0
Total Assets,136806000.0,134559000.0,138245000.0
Total Non Current Assets,90354000.0,84357000.0,83637000.0
Other Non Current Assets,6244000.0,5100000.0,6061000.0
Goodwill And Other Intangible Assets,42283000.0,40136000.0,39600000.0
Other Intangible Assets,19429000.0,19059000.0,19318000.0
Goodwill,22854000.0,21077000.0,20282000.0
Net PPE,41827000.0,39121000.0,37976000.0
Accumulated Depreciation,,,-6854000.0
Gross PPE,41827000.0,39121000.0,44830000.0
Leases,,,4733000.0
Construction In Progress,,,2722000.0
Other Properties,41827000.0,39121000.0,24248000.0
Machinery Furniture Equipment,,,13127000.0
Properties,,,0.0
Current Assets,46452000.0,50202000.0,54608000.0
Other Current Assets,10699000.0,9411000.0,6270000.0
Restricted Cash,130000.0,117000.0,119000.0
Prepaid Assets,,,2370000.0
Inventory,17397000.0,17409000.0,15876000.0
Finished Goods,730000.0,,1345000.0
Work In Process,1103000.0,,968000.0
Raw Materials,15564000.0,,13563000.0
Receivables,16991000.0,22089000.0,24358000.0
Accounts Receivable,16991000.0,22089000.0,24358000.0
Allowance For Doubtful Accounts Receivable,-1566000.0,-1299000.0,-1262000.0
Gross Accounts Receivable,18557000.0,23388000.0,25620000.0
Cash Cash Equivalents And Short Term Investments,1235000.0,1176000.0,5615000.0
Cash And Cash Equivalents,1235000.0,1176000.0,5615000.0
