,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Preferred Shares Number,150000.0,150000.0,150000.0,150000.0,150000.0,,
Ordinary Shares Number,42052342.0,41647221.0,43598202.0,43652459.0,43975786.0,,
Share Issued,42052342.0,41647221.0,43598202.0,43652459.0,43975786.0,,
Total Debt,5269000.0,5289000.0,5537000.0,5959000.0,6419000.0,,
Tangible Book Value,161958000.0,166814000.0,191977000.0,180044000.0,171264000.0,,
Invested Capital,237679000.0,243390000.0,265889000.0,254779000.0,246822000.0,,
Working Capital,142955000.0,146242000.0,170326000.0,157783000.0,148952000.0,,
Net Tangible Assets,161958000.0,166814000.0,191977000.0,180044000.0,171264000.0,,
Capital Lease Obligations,5269000.0,5289000.0,5537000.0,5959000.0,6419000.0,,
Common Stock Equity,237679000.0,243390000.0,265889000.0,254779000.0,246822000.0,,
Total Capitalization,237679000.0,243390000.0,265889000.0,254779000.0,246822000.0,,
Total Equity Gross Minority Interest,237679000.0,243390000.0,265889000.0,254779000.0,246822000.0,,
Stockholders Equity,237679000.0,243390000.0,265889000.0,254779000.0,246822000.0,,
Retained Earnings,151612000.0,151282000.0,159915000.0,147541000.0,137373000.0,,
Additional Paid In Capital,85647000.0,91692000.0,105538000.0,106801000.0,109009000.0,,
Capital Stock,420000.0,416000.0,436000.0,437000.0,440000.0,,
Common Stock,420000.0,416000.0,436000.0,437000.0,440000.0,,
Preferred Stock,0.0,0.0,0.0,0.0,0.0,,
Total Liabilities Net Minority Interest,71245000.0,75258000.0,73057000.0,63074000.0,61063000.0,,
Total Non Current Liabilities Net Minority Interest,11116000.0,10662000.0,9024000.0,8270000.0,8671000.0,,
Other Non Current Liabilities,1800000.0,1800000.0,,,,,1600000.0
Tradeand Other Payables Non Current,1206000.0,1595000.0,,,,0.0,
Non Current Deferred Liabilities,4951000.0,4034000.0,5536000.0,4331000.0,4253000.0,,
Non Current Deferred Taxes Liabilities,4951000.0,4034000.0,5536000.0,4331000.0,4253000.0,,
Long Term Debt And Capital Lease Obligation,3159000.0,3233000.0,3488000.0,3939000.0,4418000.0,,
Long Term Capital Lease Obligation,3159000.0,3233000.0,3488000.0,3939000.0,4418000.0,,
Current Liabilities,60129000.0,64596000.0,64033000.0,54804000.0,52392000.0,,
Other Current Liabilities,153000.0,162000.0,124000.0,1828000.0,1723000.0,,
Current Debt And Capital Lease Obligation,2110000.0,2056000.0,2049000.0,2020000.0,2001000.0,,
Current Capital Lease Obligation,2110000.0,2056000.0,2049000.0,2020000.0,2001000.0,,
Payables And Accrued Expenses,57866000.0,62378000.0,61860000.0,50956000.0,48668000.0,,
Current Accrued Expenses,40286000.0,41266000.0,41866000.0,37775000.0,37397000.0,,
Payables,17580000.0,21112000.0,19994000.0,13181000.0,11271000.0,,
Accounts Payable,17580000.0,21112000.0,19994000.0,13181000.0,11271000.0,,
Total Assets,308924000.0,318648000.0,338946000.0,317853000.0,307885000.0,,
Total Non Current Assets,105840000.0,107810000.0,104587000.0,105266000.0,106541000.0,,
Other Non Current Assets,2324000.0,2321000.0,2357000.0,2352000.0,2328000.0,,
Goodwill And Other Intangible Assets,75721000.0,76576000.0,73912000.0,74735000.0,75558000.0,,
Other Intangible Assets,10439000.0,11294000.0,11632000.0,12455000.0,13278000.0,,
Goodwill,65282000.0,65282000.0,62280000.0,62280000.0,62280000.0,,
Net PPE,27795000.0,28913000.0,28318000.0,28179000.0,28655000.0,,
Accumulated Depreciation,-43741000.0,-44963000.0,-44432000.0,-43901000.0,-43252000.0,,
Gross PPE,71536000.0,73876000.0,72750000.0,72080000.0,71907000.0,,
Leases,865000.0,865000.0,865000.0,865000.0,865000.0,,
Construction In Progress,1084000.0,7248000.0,6079000.0,6206000.0,5602000.0,,
Other Properties,49257000.0,52328000.0,52520000.0,51719000.0,52249000.0,,
Machinery Furniture Equipment,13596000.0,6701000.0,6642000.0,6679000.0,6602000.0,,
Buildings And Improvements,5160000.0,5160000.0,5070000.0,5037000.0,5015000.0,,
Land And Improvements,1574000.0,1574000.0,1574000.0,1574000.0,1574000.0,,
Properties,0.0,0.0,0.0,0.0,0.0,,
Current Assets,203084000.0,210838000.0,234359000.0,212587000.0,201344000.0,,
Other Current Assets,13836000.0,12445000.0,17614000.0,11634000.0,8795000.0,,
Inventory,130736000.0,135923000.0,97414000.0,77683000.0,78299000.0,,
Finished Goods,130736000.0,135923000.0,97414000.0,77683000.0,78299000.0,,
Receivables,39146000.0,23014000.0,29650000.0,38977000.0,33202000.0,,
Taxes Receivable,5667000.0,5916000.0,4284000.0,3094000.0,5750000.0,,
Accounts Receivable,33479000.0,17098000.0,25366000.0,35883000.0,27452000.0,,
Allowance For Doubtful Accounts Receivable,-1107000.0,-941000.0,-977000.0,-853000.0,-822000.0,,
Gross Accounts Receivable,34586000.0,18039000.0,26343000.0,36736000.0,28274000.0,,
Cash Cash Equivalents And Short Term Investments,19366000.0,39456000.0,89681000.0,84293000.0,81048000.0,,
Cash And Cash Equivalents,19366000.0,39456000.0,89681000.0,84293000.0,81048000.0,,
