,2025-12-31,2025-06-30,2025-03-31
Ordinary Shares Number,9894900.0,9894900.0,9894900.0
Share Issued,9894900.0,9894900.0,9894900.0
Net Debt,4246985000.0,1777770000.0,3908509000.0
Total Debt,6780159000.0,4204230000.0,5432881000.0
Tangible Book Value,1990435000.0,1944768000.0,1768653000.0
Invested Capital,10591451000.0,7973124000.0,9030959000.0
Working Capital,787453000.0,731429000.0,700208000.0
Net Tangible Assets,1990435000.0,1944768000.0,1768653000.0
Common Stock Equity,3811292000.0,3768894000.0,3598078000.0
Total Capitalization,4245149000.0,4225242000.0,4214077000.0
Total Equity Gross Minority Interest,3811292000.0,3768894000.0,3598078000.0
Stockholders Equity,3811292000.0,3768894000.0,3598078000.0
Other Equity Interest,1550000.0,1248000.0,1342000.0
Retained Earnings,901336000.0,859240000.0,688330000.0
Additional Paid In Capital,2736158000.0,2736158000.0,2736158000.0
Capital Stock,172248000.0,172248000.0,172248000.0
Common Stock,172248000.0,172248000.0,172248000.0
Total Liabilities Net Minority Interest,10565891000.0,8694052000.0,9681334000.0
Total Non Current Liabilities Net Minority Interest,599529000.0,623738000.0,825380000.0
Other Non Current Liabilities,94983000.0,95747000.0,93213000.0
Long Term Debt And Capital Lease Obligation,433857000.0,456348000.0,615999000.0
Long Term Debt,433857000.0,456348000.0,615999000.0
Current Liabilities,9966362000.0,8070314000.0,8855954000.0
Other Current Liabilities,208589000.0,261940000.0,221842000.0
Current Debt And Capital Lease Obligation,6346302000.0,3747882000.0,4816882000.0
Current Debt,6346302000.0,3747882000.0,4816882000.0
Payables,3346689000.0,3989492000.0,3742219000.0
Total Tax Payable,261494000.0,333462000.0,239778000.0
Accounts Payable,3085195000.0,3656030000.0,3502441000.0
Total Assets,14377183000.0,12462946000.0,13279412000.0
Total Non Current Assets,3623367000.0,3661202000.0,3723250000.0
Other Non Current Assets,6773000.0,8694000.0,4918000.0
Non Current Deferred Taxes Assets,239435000.0,230030000.0,231144000.0
Investmentin Financial Assets,89393000.0,92101000.0,91472000.0
Available For Sale Securities,89393000.0,92101000.0,91472000.0
Long Term Equity Investment,108817000.0,115637000.0,125012000.0
Goodwill And Other Intangible Assets,1820857000.0,1824126000.0,1829425000.0
Other Intangible Assets,24107000.0,27376000.0,32675000.0
Goodwill,1796750000.0,1796750000.0,1796750000.0
Net PPE,1358092000.0,1390614000.0,1441279000.0
Gross PPE,1358092000.0,1390614000.0,1441279000.0
Other Properties,1358092000.0,1390614000.0,1441279000.0
Current Assets,10753815000.0,8801743000.0,9556162000.0
Other Current Assets,648471000.0,786716000.0,886668000.0
Inventory,192616000.0,216050000.0,193959000.0
Taxes Receivable,4000.0,164000.0,0.0
Accounts Receivable,7379550000.0,5372353000.0,6951163000.0
Cash Cash Equivalents And Short Term Investments,2533174000.0,2426460000.0,1524372000.0
Cash And Cash Equivalents,2533174000.0,2426460000.0,1524372000.0
