,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,848750.0,348750.0,303750.0
Share Issued,848750.0,348750.0,303750.0
Net Debt,3221433.0,4937085.0,
Total Debt,4000000.0,5405816.0,4550000.0
Tangible Book Value,93874696.0,45921022.0,62730819.0
Invested Capital,100565168.0,51326838.0,67280819.0
Working Capital,86285162.0,45921022.0,61598973.0
Net Tangible Assets,93874696.0,45921022.0,62730819.0
Common Stock Equity,96565168.0,45921022.0,62730819.0
Total Capitalization,96565168.0,45921022.0,62730819.0
Total Equity Gross Minority Interest,96565168.0,45921022.0,62730819.0
Stockholders Equity,96565168.0,45921022.0,62730819.0
Other Equity Interest,-725.0,-725.0,-886.0
Retained Earnings,-145286222.0,-139900813.0,-11776849.0
Additional Paid In Capital,241849738.0,185821560.0,74507668.0
Capital Stock,2377.0,1000.0,886.0
Common Stock,2377.0,1000.0,886.0
Total Liabilities Net Minority Interest,41130223.0,41421562.0,43013999.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0,0.0
Current Liabilities,41130223.0,41421562.0,43013999.0
Other Current Liabilities,,335352.0,
Current Deferred Liabilities,3885000.0,2379009.0,5549006.0
Current Deferred Revenue,3885000.0,2379009.0,5549006.0
Current Debt And Capital Lease Obligation,4000000.0,5405816.0,4550000.0
Current Debt,4000000.0,5405816.0,4550000.0
Other Current Borrowings,,1128816.0,
Line Of Credit,,4277000.0,
Payables And Accrued Expenses,33245223.0,33301385.0,32914993.0
Current Accrued Expenses,5376136.0,5865298.0,2057933.0
Payables,27869087.0,27436087.0,30857060.0
Dueto Related Parties Current,513513.0,513513.0,538570.0
Total Tax Payable,7641435.0,9777104.0,8348492.0
Income Tax Payable,7641435.0,7620910.0,8348492.0
Accounts Payable,19714139.0,17145470.0,21969998.0
Total Assets,137695391.0,87342584.0,105744818.0
Total Non Current Assets,10280006.0,0.0,1131846.0
Other Non Current Assets,7589534.0,,
Non Current Deferred Assets,,0.0,1131846.0
Non Current Deferred Taxes Assets,,0.0,1131846.0
Goodwill And Other Intangible Assets,2690472.0,,
Current Assets,127415385.0,87342584.0,104612972.0
Other Current Assets,12575591.0,516910.0,1577247.0
Current Deferred Assets,,0.0,0.0
Prepaid Assets,46678372.0,41027220.0,16875124.0
Receivables,67382855.0,45329723.0,37974396.0
Duefrom Related Parties Current,,0.0,0.0
Taxes Receivable,,1550534.0,
Accounts Receivable,67382855.0,43779189.0,37974396.0
Allowance For Doubtful Accounts Receivable,,-9125428.0,
Gross Accounts Receivable,,52904617.0,
Cash Cash Equivalents And Short Term Investments,778567.0,468731.0,48186205.0
Cash And Cash Equivalents,778567.0,468731.0,48186205.0
Cash Financial,778567.0,468731.0,48186205.0
