,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Ordinary Shares Number,21679735.0,21609235.0,21509624.0,21487085.0,21822641.0,,
Share Issued,21679735.0,21609235.0,21509624.0,21487085.0,21822641.0,,
Net Debt,24991535.0,28245864.0,32272334.0,36502392.0,36591964.0,,
Total Debt,45507934.0,45623694.0,46063525.0,46266327.0,43437758.0,,
Tangible Book Value,-3395681.0,-5480517.0,-9558781.0,-13954855.0,-10391494.0,,
Invested Capital,117191538.0,119893426.0,122419533.0,122288067.0,123129463.0,,
Working Capital,21086060.0,20237125.0,14345570.0,10058437.0,11218128.0,,
Net Tangible Assets,-3395681.0,-5480517.0,-9558781.0,-13954855.0,-10391494.0,,
Capital Lease Obligations,930081.0,1004381.0,1409843.0,1620323.0,1831501.0,,
Common Stock Equity,72613685.0,75274113.0,77765851.0,77642063.0,81523206.0,,
Total Capitalization,116613685.0,119274113.0,121765851.0,121642063.0,122523206.0,,
Total Equity Gross Minority Interest,72613685.0,75274113.0,77765851.0,77642063.0,81523206.0,,
Stockholders Equity,72613685.0,75274113.0,77765851.0,77642063.0,81523206.0,,
Gains Losses Not Affecting Retained Earnings,-145494.0,-145494.0,-145494.0,-145494.0,-145494.0,,
Other Equity Adjustments,-145494.0,-145494.0,-145494.0,-145494.0,-145494.0,,
Retained Earnings,-110402003.0,-107282400.0,-103890156.0,-103468395.0,-108246425.0,,
Additional Paid In Capital,23391431.0,23319659.0,22782152.0,22552185.0,23639378.0,,
Capital Stock,159769751.0,159382348.0,159019349.0,158703767.0,166275747.0,,
Common Stock,159769751.0,159382348.0,159019349.0,158703767.0,166275747.0,,
Total Liabilities Net Minority Interest,57487332.0,57066928.0,56095634.0,56493560.0,49424310.0,,
Total Non Current Liabilities Net Minority Interest,44476204.0,44582011.0,44804975.0,44970870.0,42057924.0,,
Other Non Current Liabilities,26613.0,26612.0,26612.0,26612.0,26612.0,,
Non Current Deferred Liabilities,,0.0,0.0,7585.0,0.0,315607.0,
Non Current Deferred Taxes Liabilities,,0.0,0.0,7585.0,0.0,315607.0,
Long Term Debt And Capital Lease Obligation,44449591.0,44555399.0,44778363.0,44936673.0,42031312.0,,
Long Term Capital Lease Obligation,449591.0,555399.0,778363.0,936673.0,1031312.0,,
Long Term Debt,44000000.0,44000000.0,44000000.0,44000000.0,41000000.0,,
Current Liabilities,13011128.0,12484917.0,11290659.0,11522690.0,7366386.0,,
Other Current Liabilities,15988.0,,1045.0,,95417.0,145068.0,550.0
Current Deferred Liabilities,1005219.0,1011933.0,1055262.0,1394824.0,987415.0,,
Current Deferred Revenue,1005219.0,1011933.0,1055262.0,1394824.0,987415.0,,
Current Debt And Capital Lease Obligation,1058343.0,1068295.0,1285162.0,1329654.0,1406446.0,,
Current Capital Lease Obligation,480490.0,448982.0,631480.0,683650.0,800189.0,,
Current Debt,577853.0,619313.0,653682.0,646004.0,606257.0,,
Other Current Borrowings,577853.0,619313.0,653682.0,646004.0,606257.0,,
Payables And Accrued Expenses,10931578.0,10404689.0,8949190.0,8798212.0,4877108.0,,
Payables,10931578.0,10404689.0,8949190.0,8798212.0,4877108.0,,
Total Tax Payable,586798.0,318650.0,285698.0,224015.0,423025.0,,
Income Tax Payable,586798.0,318650.0,285698.0,224015.0,423025.0,,
Accounts Payable,10344780.0,10086039.0,8663492.0,8574197.0,4454083.0,,
Total Assets,130101017.0,132341041.0,133861485.0,134135623.0,130947516.0,,
Total Non Current Assets,96003829.0,99618999.0,108225256.0,112554496.0,112363002.0,,
Other Non Current Assets,96060.0,73942.0,133633.0,144288.0,116556.0,,
Non Current Deferred Assets,19068126.0,17871911.0,19316885.0,19174931.0,18487560.0,,
Non Current Deferred Taxes Assets,19068126.0,17871911.0,19316885.0,19174931.0,18487560.0,,
Non Current Accounts Receivable,67124.0,99960.0,,,,,
Goodwill And Other Intangible Assets,76009366.0,80754630.0,87324632.0,91596918.0,91914700.0,,
Other Intangible Assets,21101303.0,25846567.0,34689468.0,38961754.0,39279536.0,,
Goodwill,54908063.0,54908063.0,52635164.0,52635164.0,52635164.0,,
Net PPE,763153.0,818556.0,1450106.0,1638359.0,1844186.0,,
Accumulated Depreciation,,,,,,-2657945.0,
Gross PPE,763153.0,818556.0,1450106.0,1638359.0,1844186.0,,
Leases,,,,,,1018917.0,
Other Properties,763153.0,818556.0,299292.0,349587.0,417458.0,,
Machinery Furniture Equipment,,,,,,2121304.0,
Buildings And Improvements,,,1150814.0,1288772.0,1426728.0,1564687.0,
Properties,,,0.0,0.0,0.0,0.0,
Current Assets,34097188.0,32722042.0,25636229.0,21581127.0,18584514.0,,
Other Current Assets,,,,,,,1508473.0
Hedging Assets Current,0.0,10729.0,,43140.0,,0.0,0.0
Restricted Cash,163980.0,164496.0,105605.0,102967.0,93915.0,,
Prepaid Assets,842785.0,574390.0,876315.0,886005.0,891834.0,,
Receivables,13504105.0,15598978.0,12272961.0,12405403.0,12584472.0,,
Other Receivables,1073645.0,863363.0,923807.0,1224005.0,1625802.0,,
Taxes Receivable,762217.0,505524.0,845813.0,933001.0,552465.0,,
Accounts Receivable,11668243.0,14230091.0,10503341.0,10248397.0,10406205.0,,
Cash Cash Equivalents And Short Term Investments,19586318.0,16373449.0,12381348.0,8143612.0,5014293.0,,
Cash And Cash Equivalents,19586318.0,16373449.0,12381348.0,8143612.0,5014293.0,,
Cash Financial,19586318.0,16373449.0,12381348.0,8143612.0,5014293.0,,
