,2025-03-31
Ordinary Shares Number,62443750.0
Share Issued,62443750.0
Net Debt,58741599.0
Total Debt,81502776.0
Tangible Book Value,127922640.0
Invested Capital,242184732.0
Working Capital,102431165.0
Net Tangible Assets,127922640.0
Capital Lease Obligations,2364824.0
Common Stock Equity,163046780.0
Total Capitalization,163046780.0
Total Equity Gross Minority Interest,157384453.0
Minority Interest,-5662327.0
Stockholders Equity,163046780.0
Retained Earnings,97757269.0
Additional Paid In Capital,65289486.0
Capital Stock,25.0
Common Stock,25.0
Total Liabilities Net Minority Interest,176434734.0
Total Non Current Liabilities Net Minority Interest,0.0
Long Term Debt And Capital Lease Obligation,0.0
Long Term Capital Lease Obligation,0.0
Current Liabilities,176434734.0
Current Deferred Liabilities,53953394.0
Current Deferred Revenue,53953394.0
Current Debt And Capital Lease Obligation,81502776.0
Current Capital Lease Obligation,2364824.0
Current Debt,79137952.0
Line Of Credit,79137952.0
Payables And Accrued Expenses,40978564.0
Current Accrued Expenses,2443882.0
Payables,38534682.0
Dueto Related Parties Current,2167267.0
Total Tax Payable,12078618.0
Accounts Payable,24288797.0
Total Assets,333819187.0
Total Non Current Assets,54953288.0
Non Current Prepaid Assets,0.0
Investments And Advances,11685326.0
Investmentin Financial Assets,11685325.0
Available For Sale Securities,11685325.0
Long Term Equity Investment,1.0
Investmentsin Associatesat Cost,1.0
Goodwill And Other Intangible Assets,35124140.0
Goodwill,35124140.0
Net PPE,8143822.0
Accumulated Depreciation,-11710105.0
Gross PPE,19853927.0
Leases,6549903.0
Machinery Furniture Equipment,5056217.0
Buildings And Improvements,8247807.0
Properties,0.0
Current Assets,278865899.0
Current Deferred Assets,0.0
Restricted Cash,24826403.0
Prepaid Assets,1371382.0
Receivables,232271761.0
Receivables Adjustments Allowances,-9183535.0
Other Receivables,216062128.0
Duefrom Related Parties Current,12602227.0
Accrued Interest Receivable,148963.0
Loans Receivable,12059403.0
Accounts Receivable,582575.0
Allowance For Doubtful Accounts Receivable,-15005.0
Gross Accounts Receivable,597580.0
Cash Cash Equivalents And Short Term Investments,20396353.0
Cash And Cash Equivalents,20396353.0
