,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,161102087.0,163968057.0,166440652.0
Share Issued,161102087.0,163968057.0,166440652.0
Net Debt,2137200000.0,1975000000.0,1823000000.0
Total Debt,2593100000.0,3435000000.0,3519600000.0
Tangible Book Value,507500000.0,441100000.0,707700000.0
Invested Capital,8437900000.0,9342600000.0,9918800000.0
Working Capital,1116700000.0,971800000.0,1127800000.0
Net Tangible Assets,507500000.0,441100000.0,707700000.0
Capital Lease Obligations,107000000.0,,86600000.0
Common Stock Equity,5951800000.0,5907600000.0,6485800000.0
Total Capitalization,8437400000.0,8391800000.0,8968500000.0
Total Equity Gross Minority Interest,5953600000.0,5909400000.0,6487300000.0
Minority Interest,1800000.0,1800000.0,1500000.0
Stockholders Equity,5951800000.0,5907600000.0,6485800000.0
Other Equity Interest,,213000000.0,192000000.0
Retained Earnings,5784900000.0,5752500000.0,4380200000.0
Additional Paid In Capital,398700000.0,404100000.0,1879200000.0
Capital Stock,20100000.0,20500000.0,20800000.0
Common Stock,20100000.0,20500000.0,20800000.0
Total Liabilities Net Minority Interest,4715500000.0,5725300000.0,6025200000.0
Total Non Current Liabilities Net Minority Interest,3062000000.0,3062800000.0,3113100000.0
Other Non Current Liabilities,,101100000.0,15300000.0
Derivative Product Liabilities,100000.0,,500000.0
Non Current Pension And Other Postretirement Benefit Plans,34600000.0,28100000.0,33400000.0
Tradeand Other Payables Non Current,53600000.0,,63400000.0
Non Current Deferred Revenue,9900000.0,10300000.0,10800000.0
Non Current Deferred Taxes Liabilities,373100000.0,388600000.0,400900000.0
Long Term Debt And Capital Lease Obligation,2560000000.0,2484200000.0,2538200000.0
Long Term Capital Lease Obligation,74400000.0,,55500000.0
Long Term Debt,2485600000.0,2484200000.0,2482700000.0
Long Term Provisions,30700000.0,50500000.0,50600000.0
Current Liabilities,1653500000.0,2662500000.0,2912100000.0
Other Current Liabilities,12100000.0,,7600000.0
Current Debt And Capital Lease Obligation,33100000.0,950800000.0,981400000.0
Current Capital Lease Obligation,32600000.0,,31100000.0
Current Debt,500000.0,950800000.0,950300000.0
Pensionand Other Post Retirement Benefit Plans Current,7100000.0,,7600000.0
Current Provisions,5700000.0,5900000.0,7000000.0
Payables,1589500000.0,1691900000.0,1875200000.0
Other Payable,165500000.0,,238400000.0
Total Tax Payable,168000000.0,173800000.0,193100000.0
Accounts Payable,1256000000.0,1518100000.0,1443700000.0
Total Assets,10669100000.0,11634700000.0,12512500000.0
Total Non Current Assets,7898900000.0,8000400000.0,8472600000.0
Defined Pension Benefit,90700000.0,92500000.0,100700000.0
Non Current Deferred Taxes Assets,84200000.0,93600000.0,93300000.0
Financial Assets,,200000.0,
Investmentin Financial Assets,220800000.0,201400000.0,354900000.0
Available For Sale Securities,220800000.0,201400000.0,354900000.0
Long Term Equity Investment,37700000.0,38000000.0,38900000.0
Investmentsin Joint Venturesat Cost,37700000.0,38000000.0,38900000.0
Goodwill And Other Intangible Assets,5444300000.0,5466500000.0,5778100000.0
Other Intangible Assets,2348000000.0,,2519100000.0
Goodwill,3096300000.0,,3259000000.0
Net PPE,2021200000.0,1961000000.0,2106700000.0
Accumulated Depreciation,-1531900000.0,,-1532800000.0
Gross PPE,3553100000.0,,3639500000.0
Construction In Progress,183800000.0,,232000000.0
Other Properties,37200000.0,,36100000.0
Machinery Furniture Equipment,1945100000.0,,1951900000.0
Buildings And Improvements,146900000.0,,137100000.0
Land And Improvements,1240100000.0,,1282400000.0
Properties,0.0,,0.0
Current Assets,2770200000.0,3634300000.0,4039900000.0
Hedging Assets Current,,,113600000.0
Assets Held For Sale Current,5900000.0,1000000.0,3500000.0
Inventory,958900000.0,995400000.0,1050700000.0
Other Inventories,84700000.0,,79400000.0
Finished Goods,400200000.0,,437400000.0
Raw Materials,474000000.0,,533900000.0
Other Receivables,38300000.0,,35600000.0
Taxes Receivable,89300000.0,23100000.0,73600000.0
Accounts Receivable,1176300000.0,1123400000.0,1152900000.0
Allowance For Doubtful Accounts Receivable,-19900000.0,,-34500000.0
Gross Accounts Receivable,1196200000.0,,1187400000.0
Cash Cash Equivalents And Short Term Investments,501500000.0,1491400000.0,1723600000.0
Other Short Term Investments,152600000.0,31400000.0,113600000.0
Cash And Cash Equivalents,348900000.0,1460000000.0,1610000000.0
Cash Financial,348900000.0,1460000000.0,1610000000.0
