,2025-03-31
Ordinary Shares Number,15300000.0
Share Issued,15300000.0
Total Debt,8265225.0
Tangible Book Value,29681665.0
Invested Capital,37812538.0
Working Capital,28406301.0
Net Tangible Assets,29681665.0
Capital Lease Obligations,134352.0
Common Stock Equity,29681665.0
Total Capitalization,36899514.0
Total Equity Gross Minority Interest,29681665.0
Stockholders Equity,29681665.0
Gains Losses Not Affecting Retained Earnings,53821786.0
Other Equity Adjustments,53833769.0
Foreign Currency Translation Adjustments,-11983.0
Retained Earnings,-24217621.0
Capital Stock,77500.0
Common Stock,77500.0
Total Liabilities Net Minority Interest,11917126.0
Total Non Current Liabilities Net Minority Interest,7241533.0
Non Current Deferred Liabilities,23684.0
Non Current Deferred Taxes Liabilities,23684.0
Long Term Debt And Capital Lease Obligation,7217849.0
Long Term Capital Lease Obligation,0.0
Long Term Debt,7217849.0
Current Liabilities,4675593.0
Current Debt And Capital Lease Obligation,1047376.0
Current Capital Lease Obligation,134352.0
Current Debt,913024.0
Other Current Borrowings,913024.0
Payables And Accrued Expenses,3628217.0
Current Accrued Expenses,877685.0
Payables,2750532.0
Dueto Related Parties Current,1463478.0
Accounts Payable,1287054.0
Total Assets,41598791.0
Total Non Current Assets,8516897.0
Non Current Prepaid Assets,8190000.0
Net PPE,326897.0
Accumulated Depreciation,-418357.0
Gross PPE,745254.0
Leases,246332.0
Other Properties,134352.0
Machinery Furniture Equipment,364570.0
Properties,0.0
Current Assets,33081894.0
Current Deferred Assets,0.0
Prepaid Assets,5770682.0
Receivables,3432313.0
Other Receivables,900.0
Duefrom Related Parties Current,244200.0
Taxes Receivable,630920.0
Accounts Receivable,2556293.0
Allowance For Doubtful Accounts Receivable,-330037.0
Gross Accounts Receivable,2886330.0
Cash Cash Equivalents And Short Term Investments,23878899.0
Cash And Cash Equivalents,23878899.0
