,2026-03-31,2025-09-30,2025-06-30,2025-04-30
Ordinary Shares Number,33733333.0,33733333.0,29333333.0,29333333.0
Share Issued,33733333.0,33733333.0,29333333.0,29333333.0
Net Debt,,,227800.0,
Total Debt,,,227800.0,
Tangible Book Value,246235684.0,242660909.0,-22545.0,3255.0
Invested Capital,246235684.0,242660909.0,205255.0,3255.0
Working Capital,61223.0,1129082.0,-420227.0,-39674.0
Net Tangible Assets,246235684.0,242660909.0,-22545.0,3255.0
Common Stock Equity,246235684.0,242660909.0,-22545.0,3255.0
Total Capitalization,246235684.0,242660909.0,-22545.0,3255.0
Total Equity Gross Minority Interest,246235684.0,242660909.0,-22545.0,3255.0
Stockholders Equity,246235684.0,242660909.0,-22545.0,3255.0
Retained Earnings,-13167453.0,-12067094.0,-47545.0,-21745.0
Additional Paid In Capital,0.0,0.0,24156.0,24156.0
Capital Stock,259403137.0,254728003.0,844.0,844.0
Common Stock,259403137.0,254728003.0,844.0,844.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,14151843.0,13364442.0,440227.0,64674.0
Total Non Current Liabilities Net Minority Interest,13249500.0,13249500.0,0.0,0.0
Other Non Current Liabilities,,254727160.0,,
Tradeand Other Payables Non Current,13249500.0,13249500.0,,
Current Liabilities,902343.0,114942.0,440227.0,64674.0
Current Debt And Capital Lease Obligation,,,227800.0,
Current Debt,,,227800.0,
Current Notes Payable,,,227800.0,
Payables And Accrued Expenses,902343.0,114942.0,212427.0,64674.0
Current Accrued Expenses,902343.0,114942.0,212427.0,64674.0
Total Assets,260387527.0,256025351.0,417682.0,67929.0
Total Non Current Assets,259423961.0,254781327.0,397682.0,42929.0
Other Non Current Assets,259402294.0,254727160.0,,
Non Current Prepaid Assets,21667.0,54167.0,,
Non Current Deferred Assets,,,397682.0,42929.0
Current Assets,963566.0,1244024.0,20000.0,25000.0
Prepaid Assets,133417.0,99191.0,20000.0,25000.0
Cash Cash Equivalents And Short Term Investments,830149.0,1144833.0,,
Cash And Cash Equivalents,830149.0,1144833.0,,
