,2025-09-30,2025-03-31
Ordinary Shares Number,3200000.0,2687500.0
Share Issued,3200000.0,2687500.0
Net Debt,1994469.0,
Total Debt,3208794.0,
Tangible Book Value,5289643.0,
Invested Capital,7930024.0,
Working Capital,4211714.0,
Net Tangible Assets,5289643.0,
Capital Lease Obligations,568413.0,
Common Stock Equity,5289643.0,
Total Capitalization,5289643.0,
Total Equity Gross Minority Interest,5232479.0,
Minority Interest,-57164.0,
Stockholders Equity,5289643.0,
Retained Earnings,-4618233.0,
Additional Paid In Capital,9907876.0,
Capital Stock,0.0,
Common Stock,0.0,
Total Liabilities Net Minority Interest,9296500.0,
Total Non Current Liabilities Net Minority Interest,316246.0,
Long Term Debt And Capital Lease Obligation,316246.0,
Long Term Capital Lease Obligation,316246.0,
Current Liabilities,8980254.0,
Current Debt And Capital Lease Obligation,2892548.0,
Current Capital Lease Obligation,252167.0,
Current Debt,2640381.0,
Line Of Credit,2640381.0,
Payables And Accrued Expenses,6087706.0,
Current Accrued Expenses,328855.0,
Payables,5758851.0,
Other Payable,46146.0,
Total Tax Payable,433915.0,
Income Tax Payable,433915.0,
Accounts Payable,5278790.0,
Total Assets,14528979.0,
Total Non Current Assets,1337011.0,
Non Current Prepaid Assets,512821.0,
Non Current Deferred Assets,193208.0,
Non Current Deferred Taxes Assets,193208.0,
Net PPE,630982.0,
Accumulated Depreciation,-1559882.0,
Gross PPE,2190864.0,
Leases,855645.0,
Other Properties,908159.0,
Machinery Furniture Equipment,278342.0,
Current Assets,13191968.0,
Current Deferred Assets,0.0,
Restricted Cash,320513.0,
Prepaid Assets,460363.0,
Receivables,11765180.0,
Duefrom Related Parties Current,0.0,
Accounts Receivable,11765180.0,
Allowance For Doubtful Accounts Receivable,-551215.0,
Gross Accounts Receivable,12316395.0,
Cash Cash Equivalents And Short Term Investments,645912.0,
Cash And Cash Equivalents,645912.0,
