,2026-03-31,2025-09-30,2025-03-31,2024-09-30
Ordinary Shares Number,441180027.0,441180027.0,441169497.0,440598377.0
Share Issued,441180027.0,441180027.0,441169497.0,440598377.0
Net Debt,4974800000.0,4090900000.0,3145900000.0,5638000000.0
Total Debt,27553600000.0,22207400000.0,20881100000.0,22432900000.0
Tangible Book Value,11909300000.0,11416700000.0,9767300000.0,10048100000.0
Invested Capital,31438100000.0,29912100000.0,26612100000.0,27496200000.0
Working Capital,876700000.0,2376100000.0,2458300000.0,3009900000.0
Net Tangible Assets,11909300000.0,11416700000.0,9767300000.0,10048100000.0
Capital Lease Obligations,16450500000.0,11795600000.0,12286700000.0,13496700000.0
Common Stock Equity,20335000000.0,19500300000.0,18017700000.0,18560000000.0
Total Capitalization,21504800000.0,20131300000.0,18044100000.0,18581400000.0
Total Equity Gross Minority Interest,20623100000.0,19768100000.0,18355400000.0,18883000000.0
Minority Interest,288100000.0,267800000.0,337700000.0,323000000.0
Stockholders Equity,20335000000.0,19500300000.0,18017700000.0,18560000000.0
Other Equity Interest,19893500000.0,19058800000.0,208300000.0,18119100000.0
Retained Earnings,,,-7912600000.0,
Additional Paid In Capital,,,26068700000.0,
Capital Stock,441500000.0,441500000.0,441500000.0,440900000.0
Common Stock,441500000.0,441500000.0,441500000.0,440900000.0
Total Liabilities Net Minority Interest,51376000000.0,43160100000.0,39222600000.0,40911500000.0
Total Non Current Liabilities Net Minority Interest,14658400000.0,10326100000.0,10025600000.0,10824200000.0
Other Non Current Liabilities,83700000.0,96800000.0,1200000.0,129700000.0
Derivative Product Liabilities,,,0.0,
Non Current Accrued Expenses,,,0.0,
Non Current Deferred Revenue,,,381500000.0,
Non Current Deferred Taxes Liabilities,598400000.0,526700000.0,321900000.0,457900000.0
Long Term Debt And Capital Lease Obligation,12919900000.0,8772000000.0,8656200000.0,9657300000.0
Long Term Capital Lease Obligation,11750100000.0,8141000000.0,8629800000.0,9635900000.0
Long Term Debt,1169800000.0,631000000.0,26400000.0,21400000.0
Long Term Provisions,812700000.0,700200000.0,647600000.0,557800000.0
Current Liabilities,36717600000.0,32834000000.0,29197000000.0,30087300000.0
Other Current Liabilities,1766600000.0,1397500000.0,167700000.0,1695800000.0
Current Debt And Capital Lease Obligation,14633700000.0,13435400000.0,12224900000.0,12775600000.0
Current Capital Lease Obligation,4700400000.0,3654600000.0,3656900000.0,3860800000.0
Current Debt,9933300000.0,9780800000.0,8568000000.0,8914800000.0
Current Provisions,494100000.0,592800000.0,271600000.0,299800000.0
Payables,17934600000.0,15557100000.0,16233200000.0,14209400000.0
Other Payable,,,2029300000.0,
Total Tax Payable,57000000.0,31400000.0,98500000.0,74400000.0
Accounts Payable,17877600000.0,15525700000.0,14105400000.0,14135000000.0
Total Assets,71999100000.0,62928200000.0,57578000000.0,59794500000.0
Total Non Current Assets,34404800000.0,27718100000.0,25922700000.0,26697300000.0
Other Non Current Assets,7100000.0,18200000.0,5600000.0,7100000.0
Non Current Prepaid Assets,590200000.0,517400000.0,576600000.0,601000000.0
Non Current Deferred Taxes Assets,1833700000.0,1667500000.0,1563800000.0,1630700000.0
Investmentin Financial Assets,2500000.0,10400000.0,153900000.0,49100000.0
Available For Sale Securities,2500000.0,10400000.0,151900000.0,49100000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,,,2000000.0,
Long Term Equity Investment,2802800000.0,2763700000.0,982400000.0,947300000.0
Investmentsin Joint Venturesat Cost,,,982400000.0,
Goodwill And Other Intangible Assets,8425700000.0,8083600000.0,8250400000.0,8511900000.0
Other Intangible Assets,1840100000.0,1781400000.0,2244000000.0,2417300000.0
Goodwill,6585600000.0,6302200000.0,6006400000.0,6094600000.0
Net PPE,20322900000.0,14386700000.0,14232500000.0,14755200000.0
Accumulated Depreciation,,,-5413700000.0,
Gross PPE,20322900000.0,14386700000.0,19646200000.0,14755200000.0
Construction In Progress,85000000.0,1517300000.0,752200000.0,340500000.0
Other Properties,20237900000.0,12869400000.0,150900000.0,14414700000.0
Machinery Furniture Equipment,,,7269600000.0,
Buildings And Improvements,,,11138200000.0,
Land And Improvements,,,335300000.0,
Properties,,,0.0,
Current Assets,37594300000.0,35210100000.0,31655300000.0,33097200000.0
Other Current Assets,7294200000.0,6865000000.0,500000.0,6997200000.0
Prepaid Assets,,,1884800000.0,
Inventory,5332700000.0,4606200000.0,3809900000.0,3868000000.0
Other Inventories,,,42500000.0,
Finished Goods,,,3752700000.0,
Raw Materials,,,14700000.0,
Other Receivables,756600000.0,845800000.0,4888300000.0,912300000.0
Taxes Receivable,286600000.0,348700000.0,446500000.0,404200000.0
Accounts Receivable,16444600000.0,14922300000.0,14404200000.0,16466600000.0
Allowance For Doubtful Accounts Receivable,,,-1393700000.0,
Gross Accounts Receivable,,,15797900000.0,
Cash Cash Equivalents And Short Term Investments,7479600000.0,7622100000.0,6192800000.0,4448900000.0
Other Short Term Investments,1351300000.0,1301200000.0,744300000.0,1150700000.0
Cash And Cash Equivalents,6128300000.0,6320900000.0,5448500000.0,3298200000.0
Cash Equivalents,,,946700000.0,
Cash Financial,,,4501800000.0,
