,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,7810362.0,7128872.0,7120782.0
Share Issued,7810362.0,7128872.0,7120782.0
Net Debt,22949094.0,56139975.0,44138813.0
Total Debt,25200000.0,64500000.0,46800000.0
Tangible Book Value,171542395.0,158414429.0,155099793.0
Invested Capital,196742395.0,222914429.0,201899793.0
Net Tangible Assets,171542395.0,158414429.0,155099793.0
Common Stock Equity,171542395.0,158414429.0,155099793.0
Total Capitalization,196742395.0,222914429.0,201899793.0
Total Equity Gross Minority Interest,171542395.0,158414429.0,155099793.0
Stockholders Equity,171542395.0,158414429.0,155099793.0
Retained Earnings,575089.0,2302795.0,-847211.0
Additional Paid In Capital,170959496.0,156104505.0,155939883.0
Capital Stock,7810.0,7129.0,7121.0
Common Stock,7810.0,7129.0,7121.0
Total Liabilities Net Minority Interest,32207425.0,66023558.0,53114711.0
Derivative Product Liabilities,1767105.0,38870.0,
Long Term Debt And Capital Lease Obligation,25200000.0,64500000.0,46800000.0
Payables,4809277.0,1343848.0,6118285.0
Other Payable,1060120.0,1343771.0,989650.0
Total Tax Payable,234481.0,,500086.0
Accounts Payable,3514676.0,77.0,4628549.0
Total Assets,203749820.0,224437987.0,208214504.0
Investments And Advances,196355445.0,211484980.0,201662989.0
Investmentin Financial Assets,196355445.0,211484980.0,201662989.0
Available For Sale Securities,,9566885.0,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,196355445.0,201918095.0,201399819.0
Prepaid Assets,868390.0,911449.0,352872.0
Receivables,4275079.0,3681533.0,3537456.0
Cash And Cash Equivalents,2250906.0,8360025.0,2661187.0
Cash Financial,2250906.0,8360025.0,2661187.0
Cash Cash Equivalents And Federal Funds Sold,2250906.0,8360025.0,2661187.0
