,2025-09-30,2025-03-31
Ordinary Shares Number,15929451.0,15929451.0
Share Issued,15929451.0,15929451.0
Net Debt,432467.0,
Total Debt,1051263.0,700621.0
Tangible Book Value,12858744.0,13745975.0
Invested Capital,13858744.0,14345975.0
Working Capital,-1416332.0,-115688.0
Net Tangible Assets,12858944.0,13745975.0
Capital Lease Obligations,51263.0,100621.0
Common Stock Equity,12858744.0,13745975.0
Preferred Stock Equity,200.0,
Total Capitalization,12858944.0,13745975.0
Total Equity Gross Minority Interest,12858944.0,13745975.0
Stockholders Equity,12858944.0,13745975.0
Gains Losses Not Affecting Retained Earnings,206533.0,102850.0
Other Equity Adjustments,206533.0,102850.0
Retained Earnings,-5223002.0,-4232288.0
Additional Paid In Capital,17872027.0,17872227.0
Capital Stock,3386.0,3186.0
Common Stock,3186.0,3186.0
Preferred Stock,200.0,
Total Liabilities Net Minority Interest,2088710.0,1511786.0
Total Non Current Liabilities Net Minority Interest,-10000.0,0.0
Liabilities Heldfor Sale Non Current,,0.0
Current Liabilities,2098710.0,1511786.0
Current Debt And Capital Lease Obligation,1051263.0,700621.0
Current Capital Lease Obligation,51263.0,100621.0
Current Debt,1000000.0,600000.0
Current Notes Payable,1000000.0,600000.0
Payables And Accrued Expenses,1047447.0,811165.0
Current Accrued Expenses,808937.0,516613.0
Interest Payable,30000.0,12000.0
Payables,238510.0,294552.0
Dueto Related Parties Current,24955.0,73159.0
Total Tax Payable,213555.0,221393.0
Income Tax Payable,212359.0,216539.0
Total Assets,14947654.0,15257761.0
Total Non Current Assets,14265276.0,13861663.0
Duefrom Related Parties Non Current,0.0,566853.0
Non Current Accounts Receivable,,566853.0
Investments And Advances,14187730.0,13159074.0
Net PPE,77546.0,135736.0
Accumulated Depreciation,-223040.0,-161805.0
Gross PPE,300586.0,297541.0
Machinery Furniture Equipment,100727.0,99706.0
Buildings And Improvements,199859.0,197835.0
Properties,0.0,0.0
Current Assets,682378.0,1396098.0
Other Current Assets,67128.0,
Assets Held For Sale Current,,0.0
Prepaid Assets,,53461.0
Receivables,47717.0,124669.0
Other Receivables,34794.0,30983.0
Duefrom Related Parties Current,12923.0,93686.0
Cash Cash Equivalents And Short Term Investments,567533.0,1217968.0
Cash And Cash Equivalents,567533.0,1217968.0
Cash Equivalents,211.0,209.0
Cash Financial,567322.0,1217759.0
