,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,50923261000.0,23159491000.0,12899831000.0
Share Issued,50923261000.0,,12899831000.0
Total Debt,1070000.0,,356000.0
Tangible Book Value,-1023000.0,,-10230000.0
Invested Capital,4268000.0,-4412000.0,-4683000.0
Working Capital,-12693000.0,,-10312000.0
Net Tangible Assets,-1023000.0,-9943000.0,-10230000.0
Capital Lease Obligations,1070000.0,214000.0,356000.0
Common Stock Equity,4268000.0,,-4683000.0
Total Capitalization,4268000.0,,-4683000.0
Total Equity Gross Minority Interest,4268000.0,,-4683000.0
Stockholders Equity,4268000.0,,-4683000.0
Retained Earnings,-413755000.0,,-414801000.0
Additional Paid In Capital,270382000.0,350303000.0,375082000.0
Capital Stock,147641000.0,,35036000.0
Common Stock,147641000.0,63404000.0,35036000.0
Total Liabilities Net Minority Interest,21077000.0,,22726000.0
Total Non Current Liabilities Net Minority Interest,1856000.0,,503000.0
Other Non Current Liabilities,956000.0,,500000.0
Long Term Debt And Capital Lease Obligation,900000.0,0.0,3000.0
Long Term Capital Lease Obligation,900000.0,,3000.0
Current Liabilities,19221000.0,22287000.0,22223000.0
Other Current Liabilities,2180000.0,11000.0,2016000.0
Current Debt And Capital Lease Obligation,170000.0,,353000.0
Current Capital Lease Obligation,170000.0,,353000.0
Pensionand Other Post Retirement Benefit Plans Current,543000.0,,510000.0
Current Provisions,6304000.0,,9288000.0
Payables And Accrued Expenses,10024000.0,11521000.0,10056000.0
Current Accrued Expenses,3608000.0,,2195000.0
Payables,6416000.0,,7861000.0
Accounts Payable,6416000.0,,7861000.0
Total Assets,25345000.0,,18043000.0
Total Non Current Assets,18817000.0,,6132000.0
Other Non Current Assets,170000.0,,148000.0
Non Current Accounts Receivable,201000.0,,
Investments And Advances,12050000.0,,0.0
Long Term Equity Investment,12050000.0,,0.0
Investmentsin Joint Venturesat Cost,12050000.0,,0.0
Goodwill And Other Intangible Assets,5291000.0,,5547000.0
Other Intangible Assets,5291000.0,,5547000.0
Net PPE,1105000.0,289000.0,437000.0
Accumulated Depreciation,-1404000.0,,-1312000.0
Gross PPE,2509000.0,289000.0,1749000.0
Leases,1436000.0,,681000.0
Other Properties,,289000.0,
Machinery Furniture Equipment,1073000.0,,1068000.0
Properties,0.0,,0.0
Current Assets,6528000.0,,11911000.0
Restricted Cash,,,0.0
Prepaid Assets,78000.0,,77000.0
Inventory,0.0,3169000.0,3651000.0
Finished Goods,0.0,,2830000.0
Work In Process,0.0,,308000.0
Raw Materials,0.0,,513000.0
Receivables,2479000.0,,3566000.0
Other Receivables,2400000.0,1010000.0,1027000.0
Accounts Receivable,79000.0,5350000.0,2539000.0
Cash Cash Equivalents And Short Term Investments,3971000.0,2866000.0,4617000.0
Cash And Cash Equivalents,3971000.0,2866000.0,4617000.0
Cash Equivalents,2623000.0,,2735000.0
Cash Financial,1348000.0,,1882000.0
