,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,8188574.0,8188574.0,5456974.0
Share Issued,8188574.0,8188574.0,5456974.0
Total Debt,1026783.0,485293.0,505225.0
Tangible Book Value,3469983.0,4251828.0,2336884.0
Invested Capital,16692316.0,66687127.0,64772183.0
Working Capital,4729577.0,5311878.0,6230499.0
Net Tangible Assets,3469983.0,4251828.0,2336884.0
Capital Lease Obligations,363828.0,485293.0,505225.0
Common Stock Equity,16029361.0,66687127.0,64772183.0
Total Capitalization,16029361.0,66687127.0,64772183.0
Total Equity Gross Minority Interest,18199557.0,68710443.0,66801717.0
Minority Interest,2170196.0,2023316.0,2029534.0
Stockholders Equity,16029361.0,66687127.0,64772183.0
Gains Losses Not Affecting Retained Earnings,5019336.0,88382.0,-63634.0
Other Equity Adjustments,5019336.0,88382.0,-63634.0
Retained Earnings,-83889411.0,-28300691.0,-26703478.0
Additional Paid In Capital,94899354.0,94899354.0,91539240.0
Capital Stock,82.0,82.0,55.0
Common Stock,82.0,82.0,55.0
Total Liabilities Net Minority Interest,4952542.0,3670394.0,6976176.0
Total Non Current Liabilities Net Minority Interest,103900.0,236076.0,3162148.0
Other Non Current Liabilities,,,2856120.0
Long Term Debt And Capital Lease Obligation,103900.0,236076.0,306028.0
Long Term Capital Lease Obligation,103900.0,236076.0,306028.0
Current Liabilities,4848642.0,3434318.0,3814028.0
Current Deferred Liabilities,9544.0,6502.0,37316.0
Current Deferred Revenue,9544.0,6502.0,37316.0
Current Debt And Capital Lease Obligation,922883.0,249217.0,199197.0
Current Capital Lease Obligation,259928.0,249217.0,199197.0
Current Debt,662955.0,,
Line Of Credit,662955.0,,0.0
Payables And Accrued Expenses,3916215.0,3178599.0,3577515.0
Payables,3916215.0,3178599.0,3577515.0
Other Payable,180237.0,143981.0,260909.0
Total Tax Payable,417816.0,425009.0,528950.0
Income Tax Payable,102986.0,100535.0,203494.0
Accounts Payable,3318162.0,2609609.0,2787656.0
Total Assets,23152099.0,72380837.0,73777893.0
Total Non Current Assets,13573880.0,63634641.0,63733366.0
Goodwill And Other Intangible Assets,12559378.0,62435299.0,62435299.0
Goodwill,12559378.0,62435299.0,62435299.0
Net PPE,1014502.0,1199342.0,1298067.0
Gross PPE,1014502.0,1199342.0,1298067.0
Other Properties,1014502.0,1199342.0,1298067.0
Current Assets,9578219.0,8746196.0,10044527.0
Prepaid Assets,228545.0,223381.0,167173.0
Receivables,4236357.0,2582226.0,5183629.0
Other Receivables,249410.0,158478.0,147952.0
Duefrom Related Parties Current,0.0,0.0,247328.0
Notes Receivable,533068.0,69797.0,928856.0
Accounts Receivable,3453879.0,2353951.0,3859493.0
Allowance For Doubtful Accounts Receivable,-332334.0,-338707.0,-360701.0
Gross Accounts Receivable,3786213.0,2692658.0,4220194.0
Cash Cash Equivalents And Short Term Investments,5113317.0,5940589.0,4693725.0
Other Short Term Investments,,697973.0,
Cash And Cash Equivalents,5113317.0,5242616.0,4693725.0
Cash Financial,5113317.0,5242616.0,4693725.0
