,2026-03-31,2025-09-30,2025-08-31
Ordinary Shares Number,28125000.0,25000000.0,25000000.0
Share Issued,28125000.0,25000000.0,25000000.0
Net Debt,,172019.0,45820.0
Total Debt,,172019.0,45820.0
Tangible Book Value,222024275.0,-13820.0,6580.0
Invested Capital,222024275.0,158199.0,52400.0
Working Capital,1162945.0,-221736.0,-29327.0
Net Tangible Assets,222024275.0,-13820.0,6580.0
Common Stock Equity,222024275.0,-13820.0,6580.0
Total Capitalization,222024275.0,-13820.0,6580.0
Total Equity Gross Minority Interest,222024275.0,-13820.0,6580.0
Stockholders Equity,222024275.0,-13820.0,6580.0
Retained Earnings,-4462618.0,-38820.0,-18420.0
Additional Paid In Capital,0.0,24425.0,24425.0
Capital Stock,226486893.0,575.0,575.0
Common Stock,226486893.0,575.0,575.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,5846441.0,256236.0,64727.0
Total Non Current Liabilities Net Minority Interest,5625000.0,0.0,0.0
Tradeand Other Payables Non Current,5625000.0,,
Current Liabilities,221441.0,256236.0,64727.0
Current Debt And Capital Lease Obligation,,172019.0,45820.0
Current Debt,,172019.0,45820.0
Other Current Borrowings,,172019.0,45820.0
Payables And Accrued Expenses,221441.0,84217.0,18907.0
Current Accrued Expenses,75000.0,84217.0,18907.0
Payables,146441.0,,
Accounts Payable,146441.0,,
Total Assets,227870716.0,242416.0,71307.0
Total Non Current Assets,226486330.0,207916.0,35907.0
Other Non Current Assets,226486330.0,,
Non Current Deferred Assets,0.0,207916.0,35907.0
Current Assets,1384386.0,34500.0,35400.0
Prepaid Assets,88138.0,34500.0,35400.0
Receivables,375000.0,,
Duefrom Related Parties Current,375000.0,,
Cash Cash Equivalents And Short Term Investments,921248.0,,
Cash And Cash Equivalents,921248.0,,
Cash Financial,921248.0,,
