,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,38548413.0,4019812.0,2235410.0
Share Issued,38548413.0,4019812.0,2235410.0
Total Debt,806000.0,10385000.0,1462000.0
Tangible Book Value,344338000.0,378627000.0,385339000.0
Invested Capital,578403000.0,389926000.0,386344000.0
Working Capital,180717000.0,182711000.0,222036000.0
Net Tangible Assets,344338000.0,378627000.0,385339000.0
Capital Lease Obligations,806000.0,648000.0,1462000.0
Common Stock Equity,578403000.0,380189000.0,386344000.0
Total Capitalization,578403000.0,380189000.0,386344000.0
Total Equity Gross Minority Interest,578892000.0,381210000.0,383301000.0
Minority Interest,489000.0,1021000.0,-3043000.0
Stockholders Equity,578403000.0,380189000.0,386344000.0
Gains Losses Not Affecting Retained Earnings,-394156000.0,-383833000.0,-383235000.0
Other Equity Adjustments,-394156000.0,-383833000.0,-383235000.0
Retained Earnings,-4703305000.0,-4656714000.0,-4618595000.0
Additional Paid In Capital,5673411000.0,5420483000.0,5388038000.0
Capital Stock,2453000.0,253000.0,136000.0
Common Stock,2453000.0,253000.0,136000.0
Total Liabilities Net Minority Interest,209372000.0,297792000.0,347888000.0
Total Non Current Liabilities Net Minority Interest,0.0,20658000.0,21306000.0
Tradeand Other Payables Non Current,0.0,20616000.0,21176000.0
Long Term Debt And Capital Lease Obligation,0.0,42000.0,130000.0
Long Term Capital Lease Obligation,0.0,42000.0,130000.0
Current Liabilities,209372000.0,277134000.0,326582000.0
Current Deferred Liabilities,23613000.0,27729000.0,23478000.0
Current Deferred Revenue,23613000.0,27729000.0,23478000.0
Current Debt And Capital Lease Obligation,806000.0,10343000.0,1332000.0
Current Capital Lease Obligation,806000.0,606000.0,1332000.0
Current Debt,,9737000.0,
Other Current Borrowings,,9737000.0,
Payables And Accrued Expenses,184953000.0,239062000.0,301772000.0
Current Accrued Expenses,9601000.0,28237000.0,23058000.0
Payables,175352000.0,210825000.0,278714000.0
Other Payable,47131000.0,15835000.0,35955000.0
Dueto Related Parties Current,17203000.0,53294000.0,23900000.0
Total Tax Payable,38239000.0,39571000.0,38122000.0
Income Tax Payable,710000.0,200000.0,139000.0
Accounts Payable,72779000.0,102125000.0,180737000.0
Total Assets,788264000.0,679002000.0,731189000.0
Total Non Current Assets,398175000.0,219157000.0,182571000.0
Investments And Advances,130397000.0,176174000.0,164761000.0
Long Term Equity Investment,130397000.0,176174000.0,164761000.0
Investment Properties,1133000.0,1215000.0,675000.0
Goodwill And Other Intangible Assets,234065000.0,1562000.0,1005000.0
Other Intangible Assets,234065000.0,941000.0,1005000.0
Goodwill,,621000.0,
Net PPE,32580000.0,40206000.0,16130000.0
Accumulated Depreciation,-49112000.0,-54530000.0,-48249000.0
Gross PPE,81692000.0,94736000.0,64379000.0
Leases,46310000.0,46310000.0,46310000.0
Other Properties,877000.0,649000.0,1413000.0
Machinery Furniture Equipment,1460000.0,2750000.0,3572000.0
Buildings And Improvements,33045000.0,45027000.0,13084000.0
Properties,0.0,0.0,0.0
Current Assets,390089000.0,459845000.0,548618000.0
Other Current Assets,,,144081000.0
Restricted Cash,3331000.0,9718000.0,14133000.0
Prepaid Assets,20130000.0,26342000.0,26018000.0
Inventory,5022000.0,5064000.0,5380000.0
Receivables,217405000.0,240345000.0,314104000.0
Other Receivables,62476000.0,65614000.0,117395000.0
Duefrom Related Parties Current,7009000.0,8346000.0,0.0
Loans Receivable,0.0,0.0,668000.0
Accounts Receivable,147920000.0,166385000.0,196041000.0
Allowance For Doubtful Accounts Receivable,-642786000.0,-632237000.0,-640394000.0
Gross Accounts Receivable,790706000.0,798622000.0,836435000.0
Cash Cash Equivalents And Short Term Investments,144201000.0,178376000.0,188983000.0
Other Short Term Investments,114873000.0,143729000.0,113632000.0
Cash And Cash Equivalents,29328000.0,34647000.0,75351000.0
