,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,24864000.0,24864000.0,24864000.0
Share Issued,24864000.0,24864000.0,24864000.0
Net Debt,12695860.0,,2537519.0
Total Debt,14160241.0,5195624.0,5178003.0
Tangible Book Value,21800262.0,8930283.0,1373279.0
Invested Capital,35960503.0,14125907.0,6551282.0
Working Capital,27210884.0,11062282.0,3798862.0
Net Tangible Assets,21800262.0,8930283.0,1373279.0
Common Stock Equity,21800262.0,8930283.0,1373279.0
Total Capitalization,34787197.0,11966709.0,4599178.0
Total Equity Gross Minority Interest,21800262.0,8930283.0,1373279.0
Stockholders Equity,21800262.0,8930283.0,1373279.0
Gains Losses Not Affecting Retained Earnings,-10083.0,-23266.0,377.0
Other Equity Adjustments,-10083.0,-23266.0,377.0
Retained Earnings,11655269.0,-1201527.0,-638380.0
Additional Paid In Capital,10142644.0,10142644.0,2000182.0
Capital Stock,12432.0,12432.0,11100.0
Common Stock,12432.0,12432.0,11100.0
Total Liabilities Net Minority Interest,17923626.0,5318336.0,5254449.0
Total Non Current Liabilities Net Minority Interest,12986935.0,3036426.0,3225899.0
Long Term Debt And Capital Lease Obligation,12986935.0,3036426.0,3225899.0
Long Term Debt,12986935.0,3036426.0,3225899.0
Current Liabilities,4936691.0,2281910.0,2028550.0
Current Deferred Liabilities,24623.0,1912.0,0.0
Current Deferred Revenue,24623.0,1912.0,0.0
Current Debt And Capital Lease Obligation,1173306.0,2159198.0,1952104.0
Current Debt,1173306.0,2159198.0,1952104.0
Other Current Borrowings,1173306.0,2159198.0,1952104.0
Payables And Accrued Expenses,3738762.0,120800.0,76446.0
Current Accrued Expenses,257672.0,58763.0,14655.0
Payables,3481090.0,62037.0,61791.0
Total Tax Payable,,0.0,0.0
Income Tax Payable,,0.0,0.0
Accounts Payable,3481090.0,62037.0,61791.0
Total Assets,39723888.0,14248619.0,6627728.0
Total Non Current Assets,7576313.0,904427.0,800316.0
Other Non Current Assets,2702943.0,,
Non Current Prepaid Assets,562500.0,687500.0,0.0
Non Current Deferred Assets,0.0,211773.0,799291.0
Non Current Deferred Taxes Assets,0.0,211773.0,159704.0
Investments And Advances,3477900.0,,0.0
Other Investments,,,0.0
Investmentin Financial Assets,3477900.0,,0.0
Available For Sale Securities,3477900.0,,
Net PPE,832970.0,5154.0,1025.0
Accumulated Depreciation,-228248.0,-225394.0,-227149.0
Gross PPE,1061218.0,230548.0,228174.0
Other Properties,828697.0,,
Machinery Furniture Equipment,232521.0,230548.0,228174.0
Current Assets,32147575.0,13344192.0,5827412.0
Other Current Assets,29077.0,13915.0,779.0
Restricted Cash,0.0,379085.0,380199.0
Prepaid Assets,271127.0,1208214.0,605809.0
Inventory,7126014.0,3323028.0,2171252.0
Inventories Adjustments Allowances,-31094.0,,-26611.0
Other Inventories,7157108.0,,2197863.0
Receivables,5637055.0,2828607.0,28889.0
Receivables Adjustments Allowances,-2.0,-2.0,-2.0
Duefrom Related Parties Current,2110.0,2092.0,10000.0
Taxes Receivable,57032.0,24585.0,18891.0
Accrued Interest Receivable,86273.0,,0.0
Loans Receivable,5448697.0,2784237.0,0.0
Accounts Receivable,42945.0,17695.0,0.0
Allowance For Doubtful Accounts Receivable,0.0,0.0,0.0
Gross Accounts Receivable,42945.0,17695.0,0.0
Cash Cash Equivalents And Short Term Investments,19084302.0,5591343.0,2640484.0
Other Short Term Investments,17619921.0,,0.0
Cash And Cash Equivalents,1464381.0,5591343.0,2640484.0
Cash Financial,,5591343.0,2640484.0
