,2025-09-30
Ordinary Shares Number,8128810.0
Share Issued,8128810.0
Net Debt,8406675.0
Total Debt,12286051.0
Tangible Book Value,51125787.0
Invested Capital,69723333.0
Working Capital,19451991.0
Net Tangible Assets,51125787.0
Capital Lease Obligations,113398.0
Common Stock Equity,57550680.0
Total Capitalization,58393495.0
Total Equity Gross Minority Interest,57997739.0
Minority Interest,447059.0
Stockholders Equity,57550680.0
Gains Losses Not Affecting Retained Earnings,-26131.0
Other Equity Adjustments,-26131.0
Retained Earnings,16630831.0
Additional Paid In Capital,40791764.0
Capital Stock,154216.0
Common Stock,154216.0
Total Liabilities Net Minority Interest,27187876.0
Total Non Current Liabilities Net Minority Interest,879416.0
Long Term Debt And Capital Lease Obligation,879416.0
Long Term Capital Lease Obligation,36601.0
Long Term Debt,842815.0
Current Liabilities,26308460.0
Current Deferred Liabilities,219678.0
Current Deferred Revenue,219678.0
Current Debt And Capital Lease Obligation,11406635.0
Current Capital Lease Obligation,76797.0
Current Debt,11329838.0
Other Current Borrowings,1081613.0
Line Of Credit,10248225.0
Payables And Accrued Expenses,14682147.0
Current Accrued Expenses,2024902.0
Payables,12657245.0
Dueto Related Parties Current,134073.0
Total Tax Payable,4881898.0
Accounts Payable,7641274.0
Total Assets,85185615.0
Total Non Current Assets,39425164.0
Non Current Deferred Assets,0.0
Non Current Deferred Taxes Assets,0.0
Non Current Accounts Receivable,14728732.0
Goodwill And Other Intangible Assets,6424893.0
Other Intangible Assets,6424893.0
Net PPE,18271539.0
Accumulated Depreciation,-4740668.0
Gross PPE,23012207.0
Construction In Progress,4422082.0
Other Properties,113250.0
Machinery Furniture Equipment,6566260.0
Buildings And Improvements,11910615.0
Properties,0.0
Current Assets,45760451.0
Other Current Assets,8710796.0
Assets Held For Sale Current,0.0
Restricted Cash,2500000.0
Prepaid Assets,15938109.0
Inventory,3305438.0
Inventories Adjustments Allowances,-438553.0
Finished Goods,3723177.0
Raw Materials,20814.0
Receivables,11540130.0
Duefrom Related Parties Current,527389.0
Accounts Receivable,11012741.0
Allowance For Doubtful Accounts Receivable,-707149.0
Gross Accounts Receivable,11719890.0
Cash Cash Equivalents And Short Term Investments,3765978.0
Cash And Cash Equivalents,3765978.0
Cash Financial,3765978.0
