,2025-12-31,2025-06-30
Treasury Shares Number,57280173.0,61430002.0
Ordinary Shares Number,1813334712.0,1809184883.0
Share Issued,1870614885.0,1870614885.0
Net Debt,910670000000.0,1115262000000.0
Total Debt,1206567000000.0,1326373000000.0
Tangible Book Value,-389627000000.0,-647137000000.0
Invested Capital,3649601000000.0,3357900000000.0
Working Capital,107179000000.0,89271000000.0
Net Tangible Assets,-389627000000.0,-647137000000.0
Common Stock Equity,2443034000000.0,2031527000000.0
Total Capitalization,3407123000000.0,
Total Equity Gross Minority Interest,2448451000000.0,
Minority Interest,5417000000.0,4778000000.0
Stockholders Equity,2443034000000.0,2031527000000.0
Other Equity Interest,846760000000.0,576871000000.0
Treasury Stock,70012000000.0,74962000000.0
Retained Earnings,1213791000000.0,1087124000000.0
Additional Paid In Capital,299286000000.0,289285000000.0
Capital Stock,153209000000.0,153209000000.0
Common Stock,153209000000.0,153209000000.0
Total Liabilities Net Minority Interest,1728712000000.0,1835859000000.0
Total Non Current Liabilities Net Minority Interest,1112332000000.0,1337930000000.0
Other Non Current Liabilities,12636000000.0,11223000000.0
Non Current Pension And Other Postretirement Benefit Plans,22516000000.0,22875000000.0
Tradeand Other Payables Non Current,11463000000.0,19003000000.0
Non Current Deferred Taxes Liabilities,83479000000.0,94272000000.0
Long Term Debt And Capital Lease Obligation,964089000000.0,1173060000000.0
Long Term Debt,964089000000.0,1173060000000.0
Long Term Provisions,3551000000.0,3198000000.0
Current Liabilities,616380000000.0,497929000000.0
Other Current Liabilities,116782000000.0,99976000000.0
Current Debt And Capital Lease Obligation,242478000000.0,153313000000.0
Current Debt,242478000000.0,153313000000.0
Current Provisions,4099000000.0,7059000000.0
Payables,243544000000.0,228982000000.0
Total Tax Payable,24377000000.0,18548000000.0
Accounts Payable,219167000000.0,210434000000.0
Total Assets,4177163000000.0,3872164000000.0
Total Non Current Assets,3453604000000.0,3284964000000.0
Other Non Current Assets,44506000000.0,42499000000.0
Non Current Deferred Taxes Assets,51414000000.0,45506000000.0
Investmentin Financial Assets,168363000000.0,182446000000.0
Available For Sale Securities,168363000000.0,182446000000.0
Long Term Equity Investment,825000000.0,413000000.0
Goodwill And Other Intangible Assets,2832661000000.0,2678664000000.0
Other Intangible Assets,593324000000.0,610780000000.0
Goodwill,2239337000000.0,2067884000000.0
Net PPE,355835000000.0,335436000000.0
Current Assets,723559000000.0,587200000000.0
Other Current Assets,23277000000.0,21155000000.0
Inventory,185903000000.0,165666000000.0
Taxes Receivable,10757000000.0,13118000000.0
Accounts Receivable,169124000000.0,173922000000.0
Cash Cash Equivalents And Short Term Investments,334498000000.0,213339000000.0
Other Short Term Investments,38601000000.0,2228000000.0
Cash And Cash Equivalents,295897000000.0,211111000000.0
