,2026-03-31,2025-09-30,2025-06-30,2025-03-31
Ordinary Shares Number,24344353.0,23793103.0,21229655.0,21229655.0
Share Issued,24344353.0,23793103.0,21229655.0,21229655.0
Net Debt,,,121210.0,45000.0
Total Debt,,,121210.0,45000.0
Tangible Book Value,172946202.0,170850993.0,-38421.0,13214.0
Invested Capital,172946202.0,170850993.0,82789.0,58214.0
Working Capital,1438915.0,1841061.0,-98122.0,-5158.0
Net Tangible Assets,172946202.0,170850993.0,-38421.0,13214.0
Common Stock Equity,172946202.0,170850993.0,-38421.0,13214.0
Total Capitalization,172946202.0,170850993.0,-38421.0,13214.0
Total Equity Gross Minority Interest,172946202.0,170850993.0,-38421.0,13214.0
Stockholders Equity,172946202.0,170850993.0,-38421.0,13214.0
Other Equity Interest,-500000.0,-500000.0,,
Retained Earnings,-3212199.0,-2101395.0,-63421.0,-11786.0
Additional Paid In Capital,0.0,0.0,24346.0,24346.0
Capital Stock,176658401.0,173452388.0,654.0,654.0
Common Stock,176658401.0,173452388.0,654.0,654.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,5285052.0,4663421.0,168122.0,75158.0
Total Non Current Liabilities Net Minority Interest,5175000.0,4500000.0,0.0,0.0
Non Current Deferred Liabilities,5175000.0,4500000.0,,
Current Liabilities,110052.0,163421.0,168122.0,75158.0
Current Debt And Capital Lease Obligation,,,121210.0,45000.0
Current Debt,,,121210.0,45000.0
Other Current Borrowings,,,121210.0,45000.0
Payables And Accrued Expenses,110052.0,163421.0,46912.0,30158.0
Current Accrued Expenses,102711.0,79000.0,46263.0,22652.0
Payables,7341.0,84421.0,649.0,7506.0
Dueto Related Parties Current,3824.0,10452.0,,
Accounts Payable,3517.0,73969.0,649.0,7506.0
Total Assets,178231254.0,175514414.0,129701.0,88372.0
Total Non Current Assets,176682287.0,173509932.0,59701.0,18372.0
Other Non Current Assets,176657691.0,173451679.0,,
Non Current Prepaid Assets,24596.0,58253.0,,
Non Current Deferred Assets,,,59701.0,18372.0
Current Assets,1548967.0,2004482.0,70000.0,70000.0
Prepaid Assets,138953.0,90609.0,70000.0,70000.0
Receivables,0.0,30478.0,,
Duefrom Related Parties Current,0.0,30478.0,,
Cash Cash Equivalents And Short Term Investments,1410014.0,1883395.0,,
Cash And Cash Equivalents,1410014.0,1883395.0,,
Cash Financial,1410014.0,1883395.0,,
