,2025-06-30
Ordinary Shares Number,773539330.0
Share Issued,773539330.0
Net Debt,329423000.0
Total Debt,462562000.0
Tangible Book Value,184064000.0
Invested Capital,1744859000.0
Working Capital,373704999.9999
Net Tangible Assets,184064000.0
Capital Lease Obligations,107755000.0
Common Stock Equity,1390052000.0
Total Capitalization,1744859000.0
Total Equity Gross Minority Interest,1390052000.0
Stockholders Equity,1390052000.0
Gains Losses Not Affecting Retained Earnings,-823005000.0
Other Equity Adjustments,-854005000.0
Foreign Currency Translation Adjustments,31000000.0
Retained Earnings,496984000.0
Capital Stock,1716073000.0
Common Stock,1716073000.0
Total Liabilities Net Minority Interest,809062000.0
Total Non Current Liabilities Net Minority Interest,592832999.9999
Employee Benefits,4533000.0
Non Current Pension And Other Postretirement Benefit Plans,4533000.0
Non Current Deferred Liabilities,145580000.0
Non Current Deferred Taxes Liabilities,145580000.0
Long Term Debt And Capital Lease Obligation,442720000.0
Long Term Capital Lease Obligation,87913000.0
Long Term Debt,354807000.0
Current Liabilities,216229000.0001
Current Deferred Liabilities,1051000.0
Current Deferred Taxes Liabilities,1051000.0
Current Debt And Capital Lease Obligation,19842000.0
Current Capital Lease Obligation,19842000.0
Pensionand Other Post Retirement Benefit Plans Current,8138000.0
Payables And Accrued Expenses,187198000.0
Payables,187198000.0
Other Payable,101692000.0
Accounts Payable,85506000.0
Total Assets,2199114000.0
Total Non Current Assets,1609180000.0
Other Non Current Assets,2974000.0
Non Current Deferred Assets,74226000.0
Non Current Deferred Taxes Assets,74226000.0
Goodwill And Other Intangible Assets,1205988000.0
Other Intangible Assets,338831000.0
Goodwill,867157000.0
Net PPE,325992000.0
Gross PPE,325992000.0
Leases,6883000.0
Other Properties,94509000.0
Machinery Furniture Equipment,163119000.0
Land And Improvements,61481000.0
Current Assets,589934000.0
Other Current Assets,8768000.0
Current Deferred Assets,13127000.0
Current Deferred Taxes Assets,13127000.0
Inventory,310785000.0
Inventories Adjustments Allowances,-18507000.0
Finished Goods,215488000.0
Work In Process,70627000.0
Raw Materials,43177000.0
Receivables,231870000.0
Receivables Adjustments Allowances,-5027000.0
Other Receivables,9240000.0
Accounts Receivable,227657000.0
Cash Cash Equivalents And Short Term Investments,25384000.0
Cash And Cash Equivalents,25384000.0
Cash Financial,25384000.0
