,2026-03-31,2025-09-30,2025-06-30,2025-03-31
Ordinary Shares Number,434607689.0,,434102399.0,434102399.0
Share Issued,434607689.0,,434102399.0,434102399.0
Net Debt,41331000000.0,31985000000.0,,35162000000.0
Total Debt,49331000000.0,38461000000.0,,43969000000.0
Tangible Book Value,18332000000.0,18898000000.0,16339000000.0,19433000000.0
Invested Capital,64362000000.0,54074000000.0,,60288000000.0
Working Capital,-8888000000.0,-3489000000.0,,-2739000000.0
Net Tangible Assets,18332000000.0,18898000000.0,16339000000.0,19433000000.0
Capital Lease Obligations,3902000000.0,3909000000.0,,3810000000.0
Common Stock Equity,18933000000.0,19522000000.0,16339000000.0,20129000000.0
Total Capitalization,48201000000.0,46251000000.0,16339000000.0,48354000000.0
Total Equity Gross Minority Interest,18933000000.0,19522000000.0,16339000000.0,20129000000.0
Stockholders Equity,18933000000.0,19522000000.0,16339000000.0,20129000000.0
Other Equity Interest,3406000000.0,3834000000.0,,3406000000.0
Gains Losses Not Affecting Retained Earnings,531000000.0,,,394000000.0
Other Equity Adjustments,531000000.0,,,394000000.0
Retained Earnings,-9166000000.0,-8468000000.0,,-7805000000.0
Additional Paid In Capital,19803000000.0,19798000000.0,,19780000000.0
Capital Stock,4359000000.0,4358000000.0,,4354000000.0
Common Stock,4359000000.0,4358000000.0,,4354000000.0
Total Liabilities Net Minority Interest,71740000000.0,63615000000.0,,63200000000.0
Total Non Current Liabilities Net Minority Interest,38001000000.0,34279000000.0,,35385000000.0
Other Non Current Liabilities,30000000.0,52000000.0,,52000000.0
Employee Benefits,190000000.0,216000000.0,,201000000.0
Non Current Deferred Liabilities,5097000000.0,3787000000.0,,3290000000.0
Non Current Deferred Revenue,5097000000.0,3787000000.0,,3290000000.0
Long Term Debt And Capital Lease Obligation,32684000000.0,30224000000.0,,31842000000.0
Long Term Capital Lease Obligation,3416000000.0,3495000000.0,,3617000000.0
Long Term Debt,29268000000.0,26729000000.0,,28225000000.0
Current Liabilities,33739000000.0,29336000000.0,,27815000000.0
Current Deferred Liabilities,6358000000.0,3934000000.0,,5446000000.0
Current Deferred Revenue,6333000000.0,3934000000.0,,5293000000.0
Current Deferred Taxes Liabilities,25000000.0,,,153000000.0
Current Debt And Capital Lease Obligation,16647000000.0,8237000000.0,,12127000000.0
Current Capital Lease Obligation,486000000.0,414000000.0,,193000000.0
Current Debt,16161000000.0,7823000000.0,,11934000000.0
Other Current Borrowings,7741000000.0,7754000000.0,,5505000000.0
Line Of Credit,8420000000.0,69000000.0,,6429000000.0
Pensionand Other Post Retirement Benefit Plans Current,49000000.0,,,45000000.0
Payables And Accrued Expenses,10685000000.0,17165000000.0,,10197000000.0
Current Accrued Expenses,451000000.0,,,99000000.0
Interest Payable,451000000.0,,,99000000.0
Payables,10234000000.0,17165000000.0,,10098000000.0
Other Payable,651000000.0,,,346000000.0
Accounts Payable,9583000000.0,17165000000.0,,9752000000.0
Total Assets,90673000000.0,83137000000.0,,83329000000.0
Total Non Current Assets,65822000000.0,57290000000.0,,58253000000.0
Other Non Current Assets,2019000000.0,,,1652000000.0
Non Current Prepaid Assets,4307000000.0,3073000000.0,,4080000000.0
Non Current Deferred Assets,1463000000.0,1481000000.0,,1402000000.0
Non Current Deferred Taxes Assets,1459000000.0,1475000000.0,,1396000000.0
Non Current Accounts Receivable,175000000.0,,,164000000.0
Investments And Advances,1405000000.0,1330000000.0,,1229000000.0
Other Investments,,1330000000.0,,
Investmentin Financial Assets,1405000000.0,,,1229000000.0
Available For Sale Securities,1405000000.0,,,1229000000.0
Goodwill And Other Intangible Assets,601000000.0,624000000.0,,696000000.0
Other Intangible Assets,601000000.0,624000000.0,,696000000.0
Net PPE,55852000000.0,50782000000.0,,49030000000.0
Accumulated Depreciation,-23275000000.0,-29874000000.0,,-27161000000.0
Gross PPE,79127000000.0,80656000000.0,,76191000000.0
Construction In Progress,10582000000.0,6175000000.0,,9880000000.0
Other Properties,1306000000.0,1281000000.0,,1183000000.0
Machinery Furniture Equipment,35773000000.0,41346000000.0,,37066000000.0
Buildings And Improvements,26303000000.0,26872000000.0,,23542000000.0
Land And Improvements,5163000000.0,4982000000.0,,4520000000.0
Properties,0.0,0.0,,0.0
Current Assets,24851000000.0,25847000000.0,,25076000000.0
Other Current Assets,-12648000000.0,,,-10916000000.0
Hedging Assets Current,9000000.0,,,19000000.0
Current Deferred Assets,172000000.0,210000000.0,,139000000.0
Restricted Cash,974000000.0,1582000000.0,,454000000.0
Prepaid Assets,1343000000.0,1202000000.0,,1015000000.0
Inventory,2893000000.0,3956000000.0,,3959000000.0
Finished Goods,2893000000.0,,,3959000000.0
Receivables,28010000000.0,16330000000.0,,24100000000.0
Other Receivables,,4324000000.0,,24063000.0
Taxes Receivable,2225000000.0,,,1768000000.0
Accrued Interest Receivable,17000000.0,,,115000000.0
Accounts Receivable,25768000000.0,12006000000.0,,22217000000.0
Allowance For Doubtful Accounts Receivable,-432000000.0,-694000000.0,,-658000000.0
Gross Accounts Receivable,13080000000.0,12700000000.0,,11574000000.0
Cash Cash Equivalents And Short Term Investments,4098000000.0,2567000000.0,3861000000.0,6306000000.0
Other Short Term Investments,0.0,0.0,,1309000000.0
Cash And Cash Equivalents,4098000000.0,2567000000.0,3861000000.0,4997000000.0
Cash Financial,,,3861000000.0,
