,2025-12-31,2024-12-31
Ordinary Shares Number,186789000.0,186789000.0
Share Issued,186789000.0,186789000.0
Net Debt,65597000.0,111519000.0
Total Debt,164102000.0,234034000.0
Tangible Book Value,-37274000.0,-63317000.0
Invested Capital,544038000.0,555812000.0
Working Capital,43262000.0,3271000.0
Net Tangible Assets,-37274000.0,-63317000.0
Capital Lease Obligations,43165000.0,56327000.0
Common Stock Equity,423101000.0,378105000.0
Total Capitalization,544038000.0,499880000.0
Total Equity Gross Minority Interest,423101000.0,378105000.0
Stockholders Equity,423101000.0,378105000.0
Gains Losses Not Affecting Retained Earnings,26342000.0,30781000.0
Other Equity Adjustments,14535000.0,19422000.0
Foreign Currency Translation Adjustments,11807000.0,11359000.0
Retained Earnings,-22945000.0,-72380000.0
Capital Stock,419704000.0,419704000.0
Common Stock,419704000.0,419704000.0
Total Liabilities Net Minority Interest,246289000.0,352118000.0
Total Non Current Liabilities Net Minority Interest,154448000.0,167705000.0
Employee Benefits,1558000.0,1729000.0
Non Current Pension And Other Postretirement Benefit Plans,1558000.0,1729000.0
Long Term Debt And Capital Lease Obligation,152890000.0,165976000.0
Long Term Capital Lease Obligation,31953000.0,44201000.0
Long Term Debt,120937000.0,121775000.0
Current Liabilities,91841000.0,184413000.0
Other Current Liabilities,,9490000.0
Current Deferred Liabilities,3052000.0,2927000.0
Current Deferred Taxes Liabilities,3052000.0,2927000.0
Current Debt And Capital Lease Obligation,11212000.0,68058000.0
Current Capital Lease Obligation,11212000.0,12126000.0
Current Debt,,55932000.0
Other Current Borrowings,,55932000.0
Pensionand Other Post Retirement Benefit Plans Current,12579000.0,12469000.0
Current Provisions,5891000.0,10397000.0
Payables And Accrued Expenses,59107000.0,81072000.0
Payables,59107000.0,81072000.0
Other Payable,52677000.0,63779000.0
Accounts Payable,6430000.0,17293000.0
Total Assets,669390000.0,730223000.0
Total Non Current Assets,534287000.0,542539000.0
Non Current Deferred Assets,28304000.0,32091000.0
Non Current Deferred Taxes Assets,28304000.0,32091000.0
Goodwill And Other Intangible Assets,460375000.0,441422000.0
Other Intangible Assets,49865000.0,30184000.0
Goodwill,410510000.0,411238000.0
Net PPE,45608000.0,69026000.0
Accumulated Depreciation,-104967000.0,-138193000.0
Gross PPE,150575000.0,207219000.0
Leases,24587000.0,16955000.0
Construction In Progress,329000.0,2499000.0
Other Properties,69944000.0,121528000.0
Machinery Furniture Equipment,55715000.0,66237000.0
Current Assets,135103000.0,187684000.0
Assets Held For Sale Current,,49664000.0
Current Deferred Assets,,3477000.0
Current Deferred Taxes Assets,,3477000.0
Prepaid Assets,36445000.0,34079000.0
Receivables,43318000.0,34276000.0
Receivables Adjustments Allowances,-278000.0,-419000.0
Other Receivables,16991000.0,11646000.0
Accounts Receivable,26605000.0,23049000.0
Cash Cash Equivalents And Short Term Investments,55340000.0,66188000.0
Cash And Cash Equivalents,55340000.0,66188000.0
Cash Financial,55340000.0,66188000.0
