,2024-12-31
Ordinary Shares Number,8125000.0
Share Issued,8125000.0
Net Debt,1226167.0
Total Debt,1525433.0
Tangible Book Value,1526608.0
Invested Capital,2861203.0
Working Capital,1703890.0
Net Tangible Assets,1526608.0
Capital Lease Obligations,190838.0
Common Stock Equity,1526608.0
Total Capitalization,2719609.0
Total Equity Gross Minority Interest,1526608.0
Stockholders Equity,1526608.0
Gains Losses Not Affecting Retained Earnings,-33551.0
Foreign Currency Translation Adjustments,-33551.0
Retained Earnings,1560009.0
Capital Stock,150.0
Common Stock,150.0
Total Liabilities Net Minority Interest,3062303.0
Total Non Current Liabilities Net Minority Interest,1251929.0
Non Current Deferred Liabilities,2991.0
Non Current Deferred Taxes Liabilities,2991.0
Long Term Debt And Capital Lease Obligation,1248938.0
Long Term Capital Lease Obligation,55937.0
Long Term Debt,1193001.0
Current Liabilities,1810374.0
Current Debt And Capital Lease Obligation,276495.0
Current Capital Lease Obligation,134901.0
Current Debt,141594.0
Other Current Borrowings,141594.0
Line Of Credit,0.0
Payables And Accrued Expenses,1533879.0
Current Accrued Expenses,94829.0
Payables,1439050.0
Other Payable,364537.0
Dueto Related Parties Current,285157.0
Dividends Payable,0.0
Total Tax Payable,313202.0
Accounts Payable,476154.0
Total Assets,4588911.0
Total Non Current Assets,1074647.0
Net PPE,1074647.0
Accumulated Depreciation,-732474.0
Gross PPE,1807121.0
Other Properties,229520.0
Machinery Furniture Equipment,625010.0
Buildings And Improvements,775647.0
Land And Improvements,176944.0
Properties,0.0
Current Assets,3514264.0
Restricted Cash,20785.0
Prepaid Assets,830283.0
Inventory,36688.0
Finished Goods,36688.0
Receivables,2518080.0
Receivables Adjustments Allowances,-97754.0
Other Receivables,83847.0
Duefrom Related Parties Current,41448.0
Accounts Receivable,2490539.0
Allowance For Doubtful Accounts Receivable,-40983.0
Gross Accounts Receivable,2531522.0
Cash Cash Equivalents And Short Term Investments,108428.0
Other Short Term Investments,229.0
Cash And Cash Equivalents,108428.0
Cash Financial,108428.0
