,2026-03-31,2025-12-31,2025-06-30,2025-03-31
Ordinary Shares Number,5951030.0,5951030.0,7499375.0,7499375.0
Share Issued,5951030.0,5951030.0,7499375.0,7499375.0
Net Debt,390530.0,62826.0,,
Total Debt,400000.0,100000.0,,
Tangible Book Value,42332817.0,42137728.0,57747823.0,57348842.0
Invested Capital,42732817.0,42237728.0,57747823.0,57348842.0
Working Capital,-850925.0,-382105.0,80423.0,289889.0
Net Tangible Assets,42332817.0,42137728.0,57747823.0,57348842.0
Common Stock Equity,42332817.0,42137728.0,57747823.0,57348842.0
Total Capitalization,42332817.0,42137728.0,57747823.0,57348842.0
Total Equity Gross Minority Interest,42332817.0,42137728.0,57747823.0,57348842.0
Stockholders Equity,42332817.0,42137728.0,57747823.0,57348842.0
Retained Earnings,-2719850.0,-2251030.0,-1788502.0,-1579036.0
Additional Paid In Capital,,,0.0,0.0
Capital Stock,45052667.0,44388758.0,59536325.0,58927878.0
Common Stock,45052667.0,44388758.0,59536325.0,58927878.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,2799146.0,2288029.0,1892733.0,1891120.0
Total Non Current Liabilities Net Minority Interest,1868750.0,1868750.0,1868750.0,1868750.0
Non Current Deferred Liabilities,1868750.0,1868750.0,1868750.0,1868750.0
Current Liabilities,930396.0,419279.0,23983.0,22370.0
Current Debt And Capital Lease Obligation,400000.0,100000.0,,
Current Debt,400000.0,100000.0,,
Other Current Borrowings,400000.0,100000.0,,
Payables And Accrued Expenses,530396.0,319279.0,23983.0,22370.0
Current Accrued Expenses,92627.0,114310.0,21113.0,19500.0
Payables,437769.0,204969.0,2870.0,2870.0
Dueto Related Parties Current,437769.0,204969.0,2870.0,2870.0
Total Assets,45131963.0,44425757.0,59640556.0,59239962.0
Total Non Current Assets,45052492.0,44388583.0,59536150.0,58927703.0
Other Non Current Assets,45052492.0,44388583.0,59536150.0,58927703.0
Current Assets,79471.0,37174.0,104406.0,312259.0
Prepaid Assets,70001.0,0.0,21000.0,42000.0
Cash Cash Equivalents And Short Term Investments,9470.0,37174.0,83406.0,270259.0
Cash And Cash Equivalents,9470.0,37174.0,83406.0,270259.0
Cash Financial,9470.0,37174.0,83406.0,270259.0
