,2025-12-31,2024-12-31
Ordinary Shares Number,54681335.0,47162713.0
Share Issued,54681335.0,45765420.0
Net Debt,112796000.0,105096000.0
Total Debt,183013000.0,211404000.0
Tangible Book Value,177329000.0,172375000.0
Invested Capital,555783000.0,580383000.0
Working Capital,102381000.0,165051000.0
Net Tangible Assets,177329000.0,172375000.0
Capital Lease Obligations,23751000.0,27990000.0
Common Stock Equity,396521000.0,396969000.0
Total Capitalization,455981000.0,510948000.0
Total Equity Gross Minority Interest,396357000.0,397671000.0
Minority Interest,-164000.0,702000.0
Stockholders Equity,396521000.0,396969000.0
Other Equity Interest,19591000.0,
Gains Losses Not Affecting Retained Earnings,15949000.0,15949000.0
Other Equity Adjustments,15949000.0,15949000.0
Retained Earnings,-314615000.0,-277579000.0
Capital Stock,675596000.0,658599000.0
Common Stock,675596000.0,658599000.0
Total Liabilities Net Minority Interest,294195000.0,364903000.0
Total Non Current Liabilities Net Minority Interest,79830000.0,138153000.0
Employee Benefits,881000.0,973000.0
Long Term Debt And Capital Lease Obligation,78949000.0,137180000.0
Long Term Capital Lease Obligation,19489000.0,23201000.0
Long Term Debt,59460000.0,113979000.0
Current Liabilities,214365000.0,226750000.0
Other Current Liabilities,2966000.0,37966000.0
Current Deferred Liabilities,,0.0
Current Debt And Capital Lease Obligation,104064000.0,74224000.0
Current Capital Lease Obligation,4262000.0,4789000.0
Current Debt,99802000.0,69435000.0
Other Current Borrowings,99802000.0,69435000.0
Payables And Accrued Expenses,107335000.0,114560000.0
Current Accrued Expenses,17267000.0,14347000.0
Payables,90068000.0,100213000.0
Other Payable,21924000.0,22673000.0
Accounts Payable,68144000.0,77540000.0
Total Assets,690552000.0,762574000.0
Total Non Current Assets,373806000.0,370773000.0
Non Current Deferred Assets,45989000.0,38365000.0
Non Current Deferred Taxes Assets,45989000.0,38365000.0
Non Current Note Receivables,,0.0
Non Current Accounts Receivable,4790000.0,423000.0
Investments And Advances,1023000.0,2147000.0
Investmentin Financial Assets,122000.0,2147000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,122000.0,2147000.0
Long Term Equity Investment,901000.0,0.0
Investmentsin Associatesat Cost,901000.0,0.0
Goodwill And Other Intangible Assets,219192000.0,224594000.0
Goodwill,219192000.0,224594000.0
Net PPE,102812000.0,105244000.0
Accumulated Depreciation,-71525000.0,-54462000.0
Gross PPE,174337000.0,159706000.0
Other Properties,44270000.0,43588000.0
Machinery Furniture Equipment,27996000.0,24829000.0
Buildings And Improvements,102071000.0,91289000.0
Properties,0.0,0.0
Current Assets,316746000.0,391801000.0
Restricted Cash,2034000.0,1316000.0
Prepaid Assets,5503000.0,6008000.0
Inventory,108064000.0,125328000.0
Other Inventories,57000.0,5023000.0
Finished Goods,18125000.0,62706000.0
Work In Process,89882000.0,57599000.0
Receivables,154470000.0,180498000.0
Other Receivables,126696000.0,87181000.0
Duefrom Related Parties Current,428000.0,614000.0
Loans Receivable,6169000.0,40857000.0
Accounts Receivable,21177000.0,51846000.0
Allowance For Doubtful Accounts Receivable,-6978000.0,-7750000.0
Gross Accounts Receivable,28155000.0,59596000.0
Cash Cash Equivalents And Short Term Investments,46675000.0,78651000.0
Other Short Term Investments,209000.0,333000.0
Cash And Cash Equivalents,46466000.0,78318000.0
Cash Equivalents,1238000.0,60547000.0
Cash Financial,45228000.0,17771000.0
