,2026-03-31,2025-09-30,2025-06-30,2025-03-31
Ordinary Shares Number,23450000.0,23450000.0,21200000.0,21200000.0
Share Issued,23450000.0,23450000.0,21200000.0,21200000.0
Net Debt,,,139070.0,
Total Debt,,,147343.0,
Tangible Book Value,171106784.0,168185153.0,-52014.0,9736.0
Invested Capital,171106784.0,168185153.0,95329.0,9736.0
Working Capital,875842.0,1217854.0,-501751.0,-121473.0
Net Tangible Assets,171106784.0,168185153.0,-52014.0,9736.0
Common Stock Equity,171106784.0,168185153.0,-52014.0,9736.0
Total Capitalization,171106784.0,168185153.0,-52014.0,9736.0
Total Equity Gross Minority Interest,171106784.0,168185153.0,-52014.0,9736.0
Stockholders Equity,171106784.0,168185153.0,-52014.0,9736.0
Retained Earnings,-6453730.0,-6075468.0,-77014.0,-15264.0
Additional Paid In Capital,0.0,0.0,24425.0,24425.0
Capital Stock,177560514.0,174260621.0,575.0,575.0
Common Stock,177560514.0,174260621.0,575.0,575.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,7708325.0,7494096.0,510024.0,146473.0
Total Non Current Liabilities Net Minority Interest,7350000.0,7350000.0,0.0,0.0
Non Current Deferred Liabilities,7350000.0,7350000.0,,
Current Liabilities,358325.0,144096.0,510024.0,146473.0
Current Debt And Capital Lease Obligation,,,147343.0,
Current Debt,,,147343.0,
Other Current Borrowings,,,147343.0,
Payables And Accrued Expenses,358325.0,144096.0,362681.0,146473.0
Current Accrued Expenses,118780.0,91188.0,349923.0,146473.0
Payables,239545.0,52908.0,12758.0,
Dueto Related Parties Current,227395.0,47395.0,,
Accounts Payable,12150.0,5513.0,12758.0,
Total Assets,178815109.0,175679249.0,458010.0,156209.0
Total Non Current Assets,177580942.0,174317299.0,449737.0,131209.0
Other Non Current Assets,177559894.0,174260001.0,,
Non Current Prepaid Assets,21048.0,57298.0,,
Non Current Deferred Assets,,,449737.0,131209.0
Current Assets,1234167.0,1361950.0,8273.0,25000.0
Prepaid Assets,136250.0,95000.0,0.0,25000.0
Cash Cash Equivalents And Short Term Investments,1097917.0,1266950.0,8273.0,
Cash And Cash Equivalents,1097917.0,1266950.0,8273.0,
