,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,13750000.0,13750000.0,13750000.0
Share Issued,13750000.0,13750000.0,13750000.0
Net Debt,10264096.0,3811593.0,3293880.0
Total Debt,11668722.0,5372479.0,3469363.0
Tangible Book Value,27625727.0,24969532.0,18372541.0
Invested Capital,39294449.0,30342011.0,21836852.0
Working Capital,26503172.0,22488662.0,17195235.0
Net Tangible Assets,27625727.0,24969532.0,18372541.0
Capital Lease Obligations,0.0,0.0,5052.0
Common Stock Equity,27625727.0,24969532.0,18372541.0
Total Capitalization,30985181.0,25142159.0,18517237.0
Total Equity Gross Minority Interest,27625727.0,24969532.0,18372541.0
Stockholders Equity,27625727.0,24969532.0,18372541.0
Other Equity Interest,-1200.0,-1200.0,-1200.0
Gains Losses Not Affecting Retained Earnings,592596.0,51914.0,-492738.0
Other Equity Adjustments,592596.0,51914.0,-492738.0
Retained Earnings,19875861.0,17680348.0,15907979.0
Additional Paid In Capital,7157095.0,7237095.0,2957300.0
Capital Stock,1375.0,1375.0,1200.0
Common Stock,1375.0,1375.0,1200.0
Total Liabilities Net Minority Interest,22647352.0,14780562.0,14006704.0
Total Non Current Liabilities Net Minority Interest,3359454.0,172627.0,144696.0
Long Term Debt And Capital Lease Obligation,3359454.0,172627.0,144696.0
Long Term Capital Lease Obligation,,,0.0
Long Term Debt,3359454.0,172627.0,144696.0
Current Liabilities,19287898.0,14607935.0,13862008.0
Current Deferred Liabilities,300485.0,0.0,200084.0
Current Debt And Capital Lease Obligation,8309268.0,5199852.0,3324667.0
Current Capital Lease Obligation,0.0,0.0,5052.0
Current Debt,8309268.0,5199852.0,3319615.0
Other Current Borrowings,515872.0,383838.0,826225.0
Line Of Credit,7793396.0,4816014.0,2493390.0
Payables And Accrued Expenses,10678145.0,9408083.0,10337257.0
Payables,10678145.0,9408083.0,10337257.0
Other Payable,168337.0,50272.0,183391.0
Dueto Related Parties Current,533734.0,0.0,1646512.0
Total Tax Payable,9866051.0,9064749.0,7899124.0
Income Tax Payable,9858418.0,8552155.0,7478630.0
Accounts Payable,110023.0,293062.0,608230.0
Total Assets,50273079.0,39750094.0,32379245.0
Total Non Current Assets,4482009.0,2653497.0,1322002.0
Non Current Prepaid Assets,64018.0,195990.0,156179.0
Non Current Deferred Assets,66641.0,144707.0,628375.0
Non Current Deferred Taxes Assets,66641.0,144707.0,138784.0
Net PPE,4351350.0,2312800.0,537448.0
Accumulated Depreciation,-4157756.0,-4007143.0,-4988918.0
Gross PPE,8509106.0,6319943.0,5526366.0
Other Properties,7496830.0,4978765.0,5419848.0
Machinery Furniture Equipment,1012276.0,1341178.0,106518.0
Buildings And Improvements,,,2413.0
Current Assets,45791070.0,37096597.0,31057243.0
Restricted Cash,3496.0,3413.0,3350.0
Prepaid Assets,28342107.0,22243938.0,10728980.0
Receivables,16040841.0,13288360.0,20154482.0
Receivables Adjustments Allowances,-2052.0,-26104.0,-25988.0
Other Receivables,11053.0,14678.0,13066.0
Duefrom Related Parties Current,1831720.0,,0.0
Taxes Receivable,399818.0,,0.0
Loans Receivable,5017404.0,2514937.0,1046356.0
Accounts Receivable,8782898.0,10784849.0,19121048.0
Allowance For Doubtful Accounts Receivable,-270133.0,-552722.0,-614024.0
Gross Accounts Receivable,9053031.0,11337571.0,19735072.0
Cash Cash Equivalents And Short Term Investments,1404626.0,1560886.0,170431.0
Cash And Cash Equivalents,1404626.0,1560886.0,170431.0
Cash Financial,,1560886.0,170431.0
