,2025-12-31,2024-12-31
Ordinary Shares Number,30627426.0,27987959.0
Share Issued,30627426.0,27987959.0
Total Debt,37726726.0,38274016.0
Tangible Book Value,464376615.0,488536860.0
Invested Capital,499980629.0,520137704.0
Working Capital,264060848.0,427054717.0
Net Tangible Assets,464376615.0,488536860.0
Capital Lease Obligations,2122712.0,6673172.0
Common Stock Equity,464376615.0,488536860.0
Total Capitalization,474376615.0,498536860.0
Total Equity Gross Minority Interest,451065840.0,476774950.0
Minority Interest,-13310775.0,-11761910.0
Stockholders Equity,464376615.0,488536860.0
Gains Losses Not Affecting Retained Earnings,34071428.0,42493079.0
Other Equity Adjustments,34071428.0,42493079.0
Retained Earnings,-268723654.0,-240900414.0
Additional Paid In Capital,698913255.0,686830523.0
Capital Stock,115586.0,113672.0
Common Stock,115586.0,113672.0
Total Liabilities Net Minority Interest,91930622.0,64939082.0
Total Non Current Liabilities Net Minority Interest,10363277.0,12798700.0
Derivative Product Liabilities,0.0,17504.0
Long Term Debt And Capital Lease Obligation,10363277.0,12781196.0
Long Term Capital Lease Obligation,363277.0,2781196.0
Long Term Debt,10000000.0,10000000.0
Current Liabilities,81567345.0,52140382.0
Other Current Liabilities,98.0,
Current Deferred Liabilities,1673179.0,4098136.0
Current Deferred Revenue,1673179.0,4098136.0
Current Debt And Capital Lease Obligation,27363449.0,25492820.0
Current Capital Lease Obligation,1759435.0,3891976.0
Current Debt,25604014.0,21600844.0
Other Current Borrowings,10018208.0,10018208.0
Line Of Credit,15585806.0,11582636.0
Payables And Accrued Expenses,52530619.0,22549426.0
Current Accrued Expenses,6295281.0,3630091.0
Payables,46235338.0,18919335.0
Other Payable,4666957.0,1345653.0
Dueto Related Parties Current,1290556.0,1787315.0
Total Tax Payable,2855083.0,1685496.0
Income Tax Payable,440016.0,440030.0
Accounts Payable,37422742.0,14100871.0
Total Assets,542996462.0,541714032.0
Total Non Current Assets,197368269.0,62518933.0
Non Current Note Receivables,119475040.0,18500000.0
Investments And Advances,1474974.0,
Long Term Equity Investment,1474974.0,
Net PPE,76418255.0,44018933.0
Accumulated Depreciation,-19554923.0,-17970709.0
Gross PPE,95973178.0,61989642.0
Leases,2260000.0,2260000.0
Construction In Progress,40370158.0,1144095.0
Other Properties,48174095.0,53545588.0
Machinery Furniture Equipment,5168925.0,5039959.0
Properties,0.0,0.0
Current Assets,345628193.0,479195099.0
Current Deferred Assets,26519752.0,42439004.0
Restricted Cash,8204.0,8123.0
Prepaid Assets,15448922.0,13304167.0
Inventory,654915.0,1541020.0
Receivables,227911418.0,276618394.0
Receivables Adjustments Allowances,-682037.0,-575618.0
Other Receivables,946928.0,1043636.0
Taxes Receivable,4103781.0,625505.0
Notes Receivable,178200.0,3206733.0
Loans Receivable,145778591.0,231952064.0
Accounts Receivable,77585955.0,40366074.0
Allowance For Doubtful Accounts Receivable,-4247531.0,-1601201.0
Gross Accounts Receivable,81833486.0,41967275.0
Cash Cash Equivalents And Short Term Investments,75084982.0,145284391.0
Other Short Term Investments,0.0,0.0
Cash And Cash Equivalents,75084982.0,145284391.0
Cash Financial,75084982.0,145284391.0
